Trade Date,Maturity Date,Tenor,Face Value (GHS),Coupon Rate(%),AVG Price(%),Settlement Amount (GHS)
04/01/2021,21/06/2021,21s,5000000,24.5,103.19,5206480.38
04/01/2021,02/11/2026,26s,109941991,19,96.62,109436593
04/01/2021,15/03/1932,32s,6471,19.75,95.37,6515.73
04/01/2021,28/11/2022,22s,744847,17.6,86.91,659987.08
04/01/2021,06/02/2023,23s,14249527,16.5,99.51,15129661.47
04/01/2021,22/03/2021,21s,37253,16.5,104.21,40595.02
04/01/2021,07/04/2025,25s,100000,16.25,93.19,96938.8
04/01/2021,17/05/2021,21s,10020116,16.25,99.8,10219588.83
04/01/2021,29/05/2028,28s,30000000,17.5,90.13,27443446.16
04/01/2021,28/06/2021,21s,59370,17.5,100.1,59627.99
04/01/2021,26/07/2021,21s,23019,18,100.63,24996.43
04/01/2021,27/01/2025,25s,7362500,21,103.8,8296514.63
04/01/2021,15/04/2024,24s,50000,19.75,103.8,53990.79
04/01/2021,23/05/2022,22s,19000,19.7,104.73,20329.94
04/01/2021,11/06/2029,29s,13786500,19.8,97.47,13542350.86
04/01/2021,08/07/2024,24s,361950,19.5,102.06,403351.69
04/01/2021,01/08/1939,39s,2938865,20.2,96.34,3048195.5
04/01/2021,16/01/2023,23s,30180000,20.75,103.06,33995090.95
04/01/2021,06/03/2023,23s,20959473,20.75,102.91,22991445.19
04/01/2021,17/03/2025,25s,15060728,21.7,105.57,16842444.56
04/01/2021,29/05/2023,23s,8800,18.85,102.51,9180.76
04/01/2021,23/06/2025,25s,11999520,19.25,98.59,11875282.22
04/01/2021,28/09/2023,23s,8805100,18.85,97.75,9040173.53
04/01/2021,13/10/2025,25s,62500,19.85,100.04,65147.02
04/01/2021,08/11/2027,27s,40151754,20.5,101.55,41881712.16
04/01/2021,13/11/2023,23s,3131212,4.75,101.6,3202485.53
04/01/2021,13/11/2023,23s,200000,4.75,100.67,202679.83
04/01/2021,27/11/2023,23s,189000,19.25,102.23,196705.08
04/01/2021,18/12/2023,23s,27495100,19.25,100.25,27767304.4
05/01/2021,22/05/2024,24s,84000,18.83,100,85906.73
05/01/2021,23/08/2022,22s,10000,20,100,10741.76
05/01/2021,30/10/2022,22s,139000,19,100,143861.18
05/01/2021,23/10/2024,ESLA/24,303974,19,100,314922.07
05/01/2021,29/12/1931,ESLA/31,1813611,20.5,92.86,1863830.72
05/01/2021,21/06/2021,21s,15000000,24.5,103.25,15638557.31
05/01/2021,19/07/2021,21s,454075,24.75,104.35,525998.08
05/01/2021,02/11/2026,26s,97606941,19,96.59,97182999.72
05/01/2021,24/01/2022,22s,17862355,18.75,100.86,19506941.52
05/01/2021,15/03/1932,32s,3275733,19.75,94.94,3285962.15
05/01/2021,28/11/2022,22s,4254817,17.6,91.51,3967446.12
05/01/2021,06/02/2023,23s,23816454,16.5,97.94,24922924.17
05/01/2021,22/03/2021,21s,1580000,16.5,99.82,1653027.07
05/01/2021,07/04/2025,25s,83000,16.25,93.67,80892.33
05/01/2021,17/05/2021,21s,1000000,16.25,99.8,1020324.43
05/01/2021,28/06/2021,21s,3227490,17.5,100.3,3249709.26
05/01/2021,18/10/2021,21s,37698,19.5,101.93,39999.3
05/01/2021,03/01/2022,22s,18764000,20,101.95,19140565.91
05/01/2021,27/01/2025,25s,2362500,21,103.33,2652378.93
05/01/2021,15/04/2024,24s,3247000,19.75,100.59,3403649.66
05/01/2021,23/05/2022,22s,4662898,19.7,85.02,4072899.26
05/01/2021,11/06/2029,29s,7789807,19.8,97.93,7692060.68
05/01/2021,10/07/1934,34s,355280,20,95.72,371699.97
05/01/2021,01/08/1939,39s,19521554,20.2,94.49,19900013.13
05/01/2021,16/01/2023,23s,50174192,20.75,103.04,56533319.12
05/01/2021,06/03/2023,23s,11597449,20.75,103.54,12800913.26
05/01/2021,17/03/2025,25s,21013414,21.7,105.9,23580940.93
05/01/2021,29/05/2023,23s,2250290,18.85,100,2292209.45
05/01/2021,23/06/2025,25s,21502366,19.25,99,21378515.36
05/01/2021,08/11/2027,27s,20990971,20.5,101.89,21978923.54
05/01/2021,13/11/2023,23s,10000,4.75,103.12,10380.35
05/01/2021,27/11/2023,23s,6150288,19.25,101.33,6349256.07
05/01/2021,18/12/2023,23s,58071527,19.25,100.21,58653045.96
06/01/2021,27/10/2027,ESLA/27,4657899,19.5,96.42,4648564.57
06/01/2021,29/12/1931,ESLA/31,5319722,20.5,90.28,5332784.54
06/01/2021,21/06/2021,21s,10033145,24.5,103.2,10462305.56
06/01/2021,19/07/2021,21s,1707997,24.75,103.98,1973351.98
06/01/2021,02/11/2026,26s,11256585,19,97.28,11291014.18
06/01/2021,24/01/2022,22s,10242670,18.75,100.84,11188256.39
06/01/2021,25/07/2022,22s,1908,18.25,107.11,2199.59
06/01/2021,28/11/2022,22s,4066152,17.6,93.24,3864096.68
06/01/2021,06/02/2023,23s,30785037,16.5,98.2,32311400.61
06/01/2021,22/03/2021,21s,907416,16.5,100.19,953164.03
06/01/2021,07/04/2025,25s,10114194,16.25,89.31,9421160.94
06/01/2021,17/05/2021,21s,7236476,16.25,99.87,7392011.54
06/01/2021,28/06/2021,21s,982674,17.5,101.27,999453.22
06/01/2021,26/07/2021,21s,93999,18,108.99,110027.75
06/01/2021,18/10/2021,21s,4694,19.5,106.53,5199.32
06/01/2021,03/01/2022,22s,3097210,20,102.09,3165398.59
06/01/2021,27/01/2025,25s,12034723,21,104.62,13673720.51
06/01/2021,15/04/2024,24s,22422557,19.75,101.24,23661577.5
06/01/2021,23/05/2022,22s,9460745,19.7,99.58,9646486.61
06/01/2021,11/06/2029,29s,43305489,19.8,97.54,42617001.57
06/01/2021,08/07/2024,24s,13037572,19.5,100.36,14320810.76
06/01/2021,10/07/1934,34s,200000,20,94.24,206395.49
06/01/2021,01/08/1939,39s,32879428,20.2,94.58,33560767.01
06/01/2021,16/01/2023,23s,38085735,20.75,103.52,43116758.57
06/01/2021,06/03/2023,23s,24114235,20.75,103.22,26553487.93
06/01/2021,17/03/2025,25s,5843897,21.7,105.61,6544700.26
06/01/2021,29/05/2023,23s,200744,18.85,99.63,203847.24
06/01/2021,23/06/2025,25s,8032648,19.25,99.6,8039086.44
06/01/2021,13/07/2026,26s,2226000,19.5,99.26,2412215.4
06/01/2021,18/09/2023,23s,62911,19,99.69,66228.09
06/01/2021,13/10/2025,25s,362741,19.85,106.42,401656.23
06/01/2021,08/11/2027,27s,12115495,20.5,102.19,12729059.27
06/01/2021,13/11/2023,23s,493215,4.75,100.66,499935.08
06/01/2021,27/11/2023,23s,9979257,19.25,101.44,10318671.22
06/01/2021,18/12/2023,23s,104027698,19.25,100.59,105516916
08/01/2021,23/10/2024,ESLA/24,8611,19,104.51,9322.98
08/01/2021,27/10/2027,ESLA/27,3401385,19.5,96.46,3399396.65
08/01/2021,29/12/1931,ESLA/31,9712835,20.5,92.62,9975055.07
08/01/2021,01/03/2021,21s,5161994,24.75,109.89,6128963.62
08/01/2021,21/06/2021,21s,5711388,24.5,105.01,6066573.17
08/01/2021,19/07/2021,21s,24324400,24.75,101.54,27543421.61
08/01/2021,02/11/2026,26s,129400650,19,96.81,129328757.5
08/01/2021,24/01/2022,22s,157718,18.75,102,174281.81
08/01/2021,25/03/2024,24s,36986,19.75,108.15,42047.48
08/01/2021,15/03/1932,32s,14463924,19.75,95.15,14562592.46
08/01/2021,25/07/2022,22s,13000000,18.25,100.31,14115966.43
08/01/2021,28/11/2022,22s,1603205,17.6,101.75,1661522.72
08/01/2021,06/02/2023,23s,11963697,16.5,96.04,12309018.77
08/01/2021,22/03/2021,21s,1209611,16.5,100.16,1271320.26
08/01/2021,07/04/2025,25s,22186474,16.25,90.74,21003444.19
08/01/2021,17/05/2021,21s,11413759,16.25,102.31,11947880.92
08/01/2021,29/05/2028,28s,5925344,17.5,87.28,5262680.86
08/01/2021,28/06/2021,21s,8914944,17.5,100.68,9022278.33
08/01/2021,26/07/2021,21s,9746998,18,98.13,10359949.21
08/01/2021,18/10/2021,21s,15531097,19.5,97.23,15774268.06
08/01/2021,03/01/2022,22s,152033,20,101.73,155000.65
08/01/2021,27/01/2025,25s,9004328,21,107.01,10456367.45
08/01/2021,15/04/2024,24s,13749041,19.75,100.99,14489862.4
08/01/2021,23/05/2022,22s,4935387,19.7,94.12,4767920.83
08/01/2021,11/06/2029,29s,34999784,19.8,98.03,34651799.33
08/01/2021,08/07/2024,24s,14025981,19.5,100.45,15433641.17
08/01/2021,10/07/1934,34s,33008124,20,96.81,34948680.23
08/01/2021,01/08/1939,39s,32254650,20.2,96.34,33526825.08
08/01/2021,16/01/2023,23s,2470407,20.75,109.07,2936744.74
08/01/2021,06/03/2023,23s,23806742,20.75,104.05,26439704.68
08/01/2021,17/03/2025,25s,30185871,21.7,106.38,34071916.38
08/01/2021,17/04/2023,23s,7049,19,100.25,7364.8
08/01/2021,29/05/2023,23s,1000000,18.85,101.53,1035477.43
08/01/2021,23/06/2025,25s,11199255,19.25,99.19,11173277.27
08/01/2021,13/07/2026,26s,589950,19.5,100.2,645497.45
08/01/2021,09/08/2027,27s,18207,20,109.85,21440.85
08/01/2021,18/09/2023,23s,5000,19,100,5284.48
08/01/2021,13/10/2025,25s,1011863,19.85,101.59,1072646.01
08/01/2021,08/11/2027,27s,11935543,20.5,102.53,12593808.65
08/01/2021,13/11/2023,23s,1235883,4.75,100.82,1254933.96
08/01/2021,27/11/2023,23s,10501100,19.25,100.68,10788563.12
08/01/2021,18/12/2023,23s,164830126,19.25,100.71,167568100.2
11/01/2021,29/12/1931,ESLA/31,5734469,20.5,91.59,5252338.65
11/01/2021,21/06/2021,21s,169512,24.5,103.76,178283.56
11/01/2021,19/07/2021,21s,15517382,24.75,103.57,17918028.41
11/01/2021,02/11/2026,26s,49590074,19,96.96,49714611.68
11/01/2021,24/01/2022,22s,140718,18.75,100.62,153771.14
11/01/2021,25/03/2024,24s,4033675,19.75,101.49,4323766.22
11/01/2021,25/07/2022,22s,5000000,18.25,100.3,5435913.85
11/01/2021,06/02/2023,23s,10521851,16.5,95,10730232.3
11/01/2021,22/03/2021,21s,554728,16.5,100.63,586405.52
11/01/2021,07/04/2025,25s,911766,16.25,93.88,892971.74
11/01/2021,17/05/2021,21s,5274783,16.25,99.92,5402389.17
11/01/2021,29/05/2028,28s,16672522,17.5,90.78,15416080.18
11/01/2021,28/06/2021,21s,26707636,17.5,100.14,26925814.64
11/01/2021,26/07/2021,21s,4009175,18,100.61,4366690.43
11/01/2021,18/10/2021,21s,20000000,19.5,101.5,21200950
11/01/2021,03/01/2022,22s,394000,20,101.11,399871.65
11/01/2021,27/01/2025,25s,30656,21,104.87,34996.36
11/01/2021,15/04/2024,24s,36837311,19.75,100.68,38768382.82
11/01/2021,23/05/2022,22s,14489899,19.7,85.13,12719045.74
11/01/2021,11/06/2029,29s,73002909,19.8,97.88,72290270.96
11/01/2021,08/07/2024,24s,368500,19.5,103.35,380844.26
11/01/2021,10/07/1934,34s,43563,20,98.81,47067.8
11/01/2021,01/08/1939,39s,25447712,20.2,95.65,26316642.52
11/01/2021,16/01/2023,23s,24770000,20.75,103.52,28111887.12
11/01/2021,06/03/2023,23s,88948156,20.75,102.94,97956478.56
11/01/2021,17/03/2025,25s,25144099,21.7,106.22,28388143.23
11/01/2021,23/06/2025,25s,24753595,19.25,99.35,24776020.02
11/01/2021,13/07/2026,26s,111000,19.5,103.78,125597.88
11/01/2021,08/11/2027,27s,21000000,20.5,101.85,22050999.69
11/01/2021,13/11/2023,23s,2168385,4.75,100.82,2202725.01
11/01/2021,27/11/2023,23s,4501000,19.25,100.78,4636258.58
11/01/2021,18/12/2023,23s,115817817,19.25,101.04,118309203.6
12/01/2021,27/10/2027,ESLA/27,9623,19.5,103.91,10354.69
12/01/2021,29/12/1931,ESLA/31,6590710,20.5,91.14,6010691.43
12/01/2021,01/03/2021,21s,1508138,24.75,110.23,1799789.9
12/01/2021,21/06/2021,21s,2868415,24.5,104.21,3031750.31
12/01/2021,19/07/2021,21s,1978582,24.75,113.74,2487197.95
12/01/2021,02/11/2026,26s,2273000,19,98.69,2319262.93
12/01/2021,25/07/2022,22s,63285,18.25,110.61,75361.86
12/01/2021,28/11/2022,22s,3695284,17.6,88.67,3353330.12
12/01/2021,06/02/2023,23s,7941671,16.5,95.62,8151485.89
12/01/2021,22/03/2021,21s,2343419,16.5,100.2,2468025
12/01/2021,07/04/2025,25s,6407500,16.25,91.59,6131903.7
12/01/2021,17/05/2021,21s,14201546,16.25,100.74,14668364.29
12/01/2021,29/05/2028,28s,14005430,17.5,90.33,12894171.78
12/01/2021,28/06/2021,21s,12648598,17.5,100.14,12757883.28
12/01/2021,26/07/2021,21s,34224572,18,100.66,37310254.17
12/01/2021,18/10/2021,21s,22277938,19.5,102.09,23757256.05
12/01/2021,03/01/2022,22s,11000,20,103.08,11386.6
12/01/2021,27/01/2025,25s,19442000,21,104.68,22168654.29
12/01/2021,15/04/2024,24s,6596515,19.75,101.23,6982000.18
12/01/2021,23/05/2022,22s,4730147,19.7,88.39,4308770.31
12/01/2021,11/06/2029,29s,49338217,19.8,98.46,49169000.7
12/01/2021,08/07/2024,24s,56811381,19.5,100.74,57259830.11
12/01/2021,01/08/1939,39s,10403542,20.2,96.92,10896877.93
12/01/2021,16/01/2023,23s,15125893,20.75,103.53,17177898.13
12/01/2021,06/03/2023,23s,65720803,20.75,103.78,72962721.33
12/01/2021,17/03/2025,25s,32441278,21.7,106.88,36857563.03
12/01/2021,29/05/2023,23s,80047003,18.85,99.83,81693786.62
12/01/2021,23/06/2025,25s,31036738,19.25,99.55,31141951.16
12/01/2021,13/07/2026,26s,626673,19.5,111.7,759085.07
12/01/2021,13/10/2025,25s,1000000,19.85,102.48,1071148.02
12/01/2021,08/11/2027,27s,137291163,20.5,101.95,144375768
12/01/2021,13/11/2023,23s,461233,4.75,100.99,469402.45
12/01/2021,13/11/2023,23s,49292,4.75,100.66,50000.36
12/01/2021,27/11/2023,23s,291000,19.25,100.89,300207.64
12/01/2021,18/12/2023,23s,105580752,19.25,101.19,108065858.6
13/01/2021,18/10/2027,27s,364160,20.9,101.19,385024.14
13/01/2021,29/12/1931,ESLA/31,4812024,20.5,90.88,4378457.7
13/01/2021,01/03/2021,21s,13284170,24.75,102.16,14790301.05
13/01/2021,21/06/2021,21s,2732409,24.5,104.36,2893833.05
13/01/2021,19/07/2021,21s,1061208,24.75,109.47,1289411.89
13/01/2021,02/11/2026,26s,65621036,19,98,66534750.26
13/01/2021,24/01/2022,22s,6206600,18.75,100.93,6807720.16
13/01/2021,25/07/2022,22s,10385687,18.25,100.43,11315167.24
13/01/2021,28/11/2022,22s,1094347,17.6,99.62,1113456.46
13/01/2021,22/03/2021,21s,266636,16.5,100.79,282514.1
13/01/2021,17/05/2021,21s,3988095,16.25,102.64,4196780.4
13/01/2021,29/05/2028,28s,14180404,17.5,91.14,13175978.67
13/01/2021,28/06/2021,21s,8039207,17.5,100.45,8136828.91
13/01/2021,26/07/2021,21s,572985,18,109.31,674469.77
13/01/2021,18/10/2021,21s,3655013,19.5,106.55,4062844.21
13/01/2021,03/01/2022,22s,2588962,20,102.1,2656142.01
13/01/2021,27/01/2025,25s,460711,21,104.99,527019.84
13/01/2021,15/04/2024,24s,7100000,19.75,101.28,7522195.82
13/01/2021,23/05/2022,22s,12410782,19.7,91.38,11683019.52
13/01/2021,11/06/2029,29s,15962467,19.8,98.98,15999096.78
13/01/2021,08/07/2024,24s,32208280,19.5,102.04,32900188.14
13/01/2021,10/07/1934,34s,34106654,20,96.74,36182087.85
13/01/2021,01/08/1939,39s,28458715,20.2,98.39,30242418.56
13/01/2021,16/01/2023,23s,25439548,20.75,104.25,29086596.31
13/01/2021,06/03/2023,23s,3074055,20.75,111.27,3644721.52
13/01/2021,17/03/2025,25s,45301870,21.7,106.67,51404370.26
13/01/2021,29/05/2023,23s,80037441,18.85,99.98,81844024.55
13/01/2021,23/06/2025,25s,51088837,19.25,100.2,51623007.27
13/01/2021,13/07/2026,26s,341319,19.5,110.75,410365.25
13/01/2021,28/09/2023,23s,1699800000,18.85,81.26,1472769462
13/01/2021,08/11/2027,27s,122060121,20.5,102.02,128517575.4
13/01/2021,13/11/2023,23s,123017,4.75,100.81,124984.45
13/01/2021,27/11/2023,23s,5293884,19.25,101.2,5480701.01
13/01/2021,18/12/2023,23s,66493295,19.25,101.26,68137418.9
14/01/2021,18/10/2027,27s,364160,20.9,101.67,386967.36
14/01/2021,23/10/2024,ESLA/24,19281,19,176,34719.57
14/01/2021,29/12/1931,ESLA/31,5032300,20.5,91.92,4634248.91
14/01/2021,01/03/2021,21s,6241045,24.75,100.95,6877284.55
14/01/2021,21/06/2021,21s,10043635,24.5,103.17,10524577.56
14/01/2021,19/07/2021,21s,1111356,24.75,100,1245863.66
14/01/2021,02/11/2026,26s,230965000,19,99.16,236979343.2
14/01/2021,24/01/2022,22s,316425,18.75,101.34,348538.59
14/01/2021,15/03/1932,32s,35000000,19.75,97.18,36065416.54
14/01/2021,25/07/2022,22s,5000000,18.25,100.52,5454644.45
14/01/2021,28/11/2022,22s,10000000,17.6,99.32,10149172.42
14/01/2021,06/02/2023,23s,41695639,16.5,98.06,43854847.17
14/01/2021,22/03/2021,21s,42173,16.5,104.86,46419.36
14/01/2021,07/04/2025,25s,539554,16.25,87.03,492213.15
14/01/2021,17/05/2021,21s,5100161,16.25,100,5234666.95
14/01/2021,29/05/2028,28s,11601987,17.5,91.75,10856940.48
14/01/2021,28/06/2021,21s,4990,17.5,100.97,5078.96
14/01/2021,03/01/2022,22s,10000000,20,102.13,10267855.06
14/01/2021,15/04/2024,24s,1000924,19.75,102.73,1075514.97
14/01/2021,23/05/2022,22s,13150527,19.7,96.28,13031909.01
14/01/2021,11/06/2029,29s,5000000,19.8,98.79,5004779.73
14/01/2021,08/07/2024,24s,9670,19.5,103.25,9999.63
14/01/2021,10/07/1934,34s,1763480,20,95.32,1846682.83
14/01/2021,01/08/1939,39s,11113852,20.2,97.66,11735464.43
14/01/2021,16/01/2023,23s,37844248,20.75,104.05,43216928.65
14/01/2021,06/03/2023,23s,15194843,20.75,84.9,14018096.62
14/01/2021,17/03/2025,25s,7000000,21.7,107.76,8023114.85
14/01/2021,29/05/2023,23s,80000000,18.85,100.01,81875645.71
14/01/2021,23/06/2025,25s,41928002,19.25,98.69,41757461.12
14/01/2021,09/08/2027,27s,4940,20,98.16,5256.43
14/01/2021,18/09/2023,23s,200000,19,99.9,211802.89
14/01/2021,28/09/2023,23s,310000000,18.85,100.27,327682204.8
14/01/2021,08/11/2027,27s,25970116,20.5,103.35,27702365.72
14/01/2021,27/11/2023,23s,10896300,19.25,101.09,11274323.51
14/01/2021,18/12/2023,23s,100556980,19.25,102.13,103977674.4
15/01/2021,29/11/2021,21s,27000,23,99.88,27768.24
15/01/2021,23/10/2024,ESLA/24,2700000,19,103.7,2911359.41
15/01/2021,27/10/2027,ESLA/27,535540,19.5,96.29,536338.72
15/01/2021,15/06/2029,ESLA/29,200923,19.85,85.2,173494.18
15/01/2021,29/12/1931,ESLA/31,12886115,20.5,94.41,12194723.66
15/01/2021,01/03/2021,21s,1984419,24.75,107.56,2319226.4
15/01/2021,21/06/2021,21s,5067737,24.5,103.66,5338262.7
15/01/2021,19/07/2021,21s,21589756,24.75,103.24,24916104.78
15/01/2021,02/11/2026,26s,215123800,19,100.34,223382248.3
15/01/2021,24/01/2022,22s,316425,18.75,101.39,348842.39
15/01/2021,25/03/2024,24s,7641896,19.75,102.8,8307458.49
15/01/2021,15/03/1932,32s,26895118,19.75,98.19,27999883.02
15/01/2021,28/11/2022,22s,1941297,17.6,100.77,1999326.95
15/01/2021,06/02/2023,23s,19007747,16.5,97.4,19874470.01
15/01/2021,22/03/2021,21s,6099380,16.5,100.08,6425233.8
15/01/2021,07/04/2025,25s,270800,16.25,94.69,267904.11
15/01/2021,17/05/2021,21s,3982090,16.25,102.88,4203468.16
15/01/2021,29/05/2028,28s,16792240,17.5,92.96,15924896.83
15/01/2021,28/06/2021,21s,8247311,17.5,100.56,8365111.91
15/01/2021,26/07/2021,21s,6378768,18,95.7,6647165.91
15/01/2021,18/10/2021,21s,1193257,19.5,105.93,1320270.32
15/01/2021,03/01/2022,22s,12691533,20,102.3,13060327.95
15/01/2021,27/01/2025,25s,15443,21,116.57,19471.36
15/01/2021,15/04/2024,24s,51700,19.75,105.24,56877.2
15/01/2021,23/05/2022,22s,3135491,19.7,94.76,3061223.23
15/01/2021,11/06/2029,29s,10000000,19.8,100.94,10230469.01
15/01/2021,08/07/2024,24s,726046,19.5,103.9,755947.76
15/01/2021,10/07/1934,34s,8090141,20,100.06,8859503.26
15/01/2021,01/08/1939,39s,5143050,20.2,97.55,5427970.29
15/01/2021,16/01/2023,23s,35213937,20.75,104.71,40466340.27
15/01/2021,06/03/2023,23s,418092,20.75,105.87,473621.92
15/01/2021,17/03/2025,25s,21220523,21.7,108.52,24495809.15
15/01/2021,29/05/2023,23s,21134454,18.85,101.51,21957596.5
15/01/2021,23/06/2025,25s,10621655,19.25,100.79,10806927.01
15/01/2021,13/07/2026,26s,2406439,19.5,103.38,2718521.1
15/01/2021,18/09/2023,23s,2164137,19,101.18,2320646.48
15/01/2021,28/09/2023,23s,128800000,18.85,99.86,135691214.4
15/01/2021,13/11/2023,23s,584963,4.75,102.1,602057.59
15/01/2021,27/11/2023,23s,6977887,19.25,101.43,7247691.35
15/01/2021,18/12/2023,23s,131508227,19.25,102.29,136261009.7
18/01/2021,27/10/2027,ESLA/27,40000,19.5,95.4,39767.34
18/01/2021,29/12/1931,ESLA/31,421989,20.5,99.02,419516.26
18/01/2021,01/03/2021,21s,912434,24.75,107.82,1070669.33
18/01/2021,21/06/2021,21s,1943259,24.5,105.42,2085253.37
18/01/2021,19/07/2021,21s,4233696,24.75,102.81,4352693.53
18/01/2021,02/11/2026,26s,128072754,19,101.14,134208139.1
18/01/2021,24/01/2022,22s,34340567,18.75,101.05,37795383.51
18/01/2021,25/03/2024,24s,7000000,19.75,102.27,7583997.62
18/01/2021,15/03/1932,32s,7413518,19.75,97.78,7699266.71
18/01/2021,25/07/2022,22s,11141837,18.25,101.03,12233776.08
18/01/2021,28/11/2022,22s,249933,17.6,98.2,251366.36
18/01/2021,06/02/2023,23s,1000000,16.5,98.21,1055116.77
18/01/2021,22/03/2021,21s,9629401,16.5,100.15,10163028.03
18/01/2021,07/04/2025,25s,5835054,16.25,93.9,5734607.86
18/01/2021,17/05/2021,21s,3839819,16.25,100.49,3966613.61
18/01/2021,29/05/2028,28s,12217483,17.5,94.2,11755099.61
18/01/2021,28/06/2021,21s,4934149,17.5,101.32,5048976.29
18/01/2021,26/07/2021,21s,8294878,18,96.12,8690964.79
18/01/2021,18/10/2021,21s,79292,19.5,107.2,88865.35
18/01/2021,03/01/2022,22s,6760844,20,102.54,6984269.53
18/01/2021,27/01/2025,25s,222500,21,107.73,261272.47
18/01/2021,15/04/2024,24s,27389,19.75,109.54,31353.2
18/01/2021,23/05/2022,22s,14063349,19.7,85.18,12405556.28
18/01/2021,11/06/2029,29s,40198287,19.8,100.14,40867820.59
18/01/2021,08/07/2024,24s,5163430,19.5,102.44,5309016.98
18/01/2021,10/07/1934,34s,3929387,20,99.33,4281009.36
18/01/2021,01/08/1939,39s,3314567,20.2,99.87,3580686.87
18/01/2021,16/01/2023,23s,6115037,20.75,105.25,6435844.74
18/01/2021,06/03/2023,23s,20050000,20.75,104.36,22443364.27
18/01/2021,17/03/2025,25s,13122701,21.7,108.55,15175685.92
18/01/2021,29/05/2023,23s,4752,18.85,105.23,5120.89
18/01/2021,23/06/2025,25s,45965241,19.25,101.25,47049035.55
18/01/2021,13/07/2026,26s,60000,19.5,106.06,63636.72
18/01/2021,09/08/2027,27s,38794333,20,100.71,42354079.94
18/01/2021,28/09/2023,23s,50000000,18.85,100.76,53203911.43
18/01/2021,13/11/2023,23s,62075,4.75,103.88,65015.83
18/01/2021,27/11/2023,23s,5139271,19.25,102.67,5409451.01
18/01/2021,18/12/2023,23s,2112639,19.25,102.44,2195434.04
19/01/2021,18/10/2027,27s,12873690,20.9,102.2,13784592.98
19/01/2021,23/10/2024,ESLA/24,8210,19,108.2,9239.15
19/01/2021,27/10/2027,ESLA/27,600000,19.5,100.45,627099.17
19/01/2021,29/12/1931,ESLA/31,3270108,20.5,100.36,3296690.85
19/01/2021,01/03/2021,21s,2604734,24.75,103.23,2938670.06
19/01/2021,21/06/2021,21s,98025,24.5,105.59,105414.87
19/01/2021,19/07/2021,21s,24921578,24.75,103.51,25812844.96
19/01/2021,02/11/2026,26s,164349681,19,100.57,171377679.9
19/01/2021,24/01/2022,22s,5000000,18.75,101.55,5530886.7
19/01/2021,25/03/2024,24s,6040679,19.75,103.18,6603092.62
19/01/2021,15/03/1932,32s,25875000,19.75,100.67,27633605.04
19/01/2021,25/07/2022,22s,6373260,18.25,101.06,7003109.56
19/01/2021,28/11/2022,22s,284345,17.6,98.14,285944.4
19/01/2021,06/02/2023,23s,56687,16.5,105.94,64218.53
19/01/2021,22/03/2021,21s,120904,16.5,105.66,134322.35
19/01/2021,07/04/2025,25s,1163884,16.25,95.81,1166609.21
19/01/2021,17/05/2021,21s,3291113,16.25,103.13,3488169.09
19/01/2021,29/05/2028,28s,5052417,17.5,93.77,4841927.98
19/01/2021,28/06/2021,21s,1377652,17.5,100.99,1405908.63
19/01/2021,26/07/2021,21s,14925463,18,95.76,15591136.34
19/01/2021,18/10/2021,21s,500946,19.5,97.18,511526.09
19/01/2021,03/01/2022,22s,1601687,20,104.1,1680502.26
19/01/2021,27/01/2025,25s,3174492,21,86.11,3043022.86
19/01/2021,15/04/2024,24s,5061079,19.75,102.98,5464687.73
19/01/2021,23/05/2022,22s,8528422,19.7,84.92,7505694.92
19/01/2021,11/06/2029,29s,73393610,19.8,99.83,74424385.92
19/01/2021,08/07/2024,24s,4581319,19.5,103.63,4767040.33
19/01/2021,10/07/1934,34s,975278,20,96.19,1032398.37
19/01/2021,01/08/1939,39s,1133513,20.2,96.77,1189999.2
19/01/2021,16/01/2023,23s,10458965,20.75,104.82,10969100.38
19/01/2021,06/03/2023,23s,1863875,20.75,105.33,2107251.27
19/01/2021,17/03/2025,25s,11182201,21.7,108.35,12915566.77
19/01/2021,29/05/2023,23s,24799684,18.85,100.88,25659592.15
19/01/2021,23/06/2025,25s,68946723,19.25,101.38,70700946.93
19/01/2021,13/07/2026,26s,205009,19.5,104.35,214035.73
19/01/2021,09/08/2027,27s,26352648,20,102.74,29319036.92
19/01/2021,28/09/2023,23s,148127000,18.85,100.35,157078580.2
19/01/2021,13/10/2025,25s,10189872,19.85,103.7,11077617.67
19/01/2021,08/11/2027,27s,20431686,20.5,107.41,22682983.34
19/01/2021,13/11/2023,23s,3002905,4.75,101.71,3080509.54
19/01/2021,27/11/2023,23s,5100000,19.25,102.79,5377025.77
19/01/2021,18/12/2023,23s,32355009,19.25,102.87,33780529.59
20/01/2021,18/10/2027,27s,10000,20.9,99.87,10480.86
20/01/2021,23/10/2024,ESLA/24,18475,19,108.25,20809.76
20/01/2021,29/12/1931,ESLA/31,344782,20.5,93.81,325176.07
20/01/2021,01/03/2021,21s,2589022,24.75,105.61,2984123.37
20/01/2021,21/06/2021,21s,542466,24.5,105.63,583953.97
20/01/2021,19/07/2021,21s,6883818,24.75,96.74,6668546.47
20/01/2021,02/11/2026,26s,55959000,19,99.03,57516700.13
20/01/2021,24/01/2022,22s,19086078,18.75,101.62,21135959.76
20/01/2021,15/03/1932,32s,20000000,19.75,101.01,21439927.91
20/01/2021,25/07/2022,22s,727163,18.25,101.04,799253.57
20/01/2021,28/11/2022,22s,532669,17.6,100.62,549086.53
