Trade Date,Maturity Date,Tenor,Face Value (GHS),Coupon Rate(%),AVG Price(%),Settlement Amount (GHS)
28/02/2013,21/08/2017,17s,94000,23,115.89,108934.44
28/02/2013,26/10/2015,15s,6050000,21,111.46,6743390.5
28/02/2013,21/08/2017,17s,10000000,23,124.55,12455020
01/03/2013,21/08/2017,17s,1000000,23,124.72,1247217
01/03/2013,21/08/2017,17s,1480000,23,133.92,1982081.12
01/03/2013,21/08/2017,17s,3000000,23,136.85,4105569
04/03/2013,26/10/2015,15s,1000000,21,111.52,1115235
04/03/2013,13/10/2014,14s,5000000,14,95.66,4783075
05/03/2013,21/08/2017,17s,1480000,23,133.67,1978339.68
05/03/2013,21/08/2017,17s,2000000,23,124.67,2493406
07/03/2013,21/08/2017,17s,3000000,23,124.64,3739341
08/03/2013,13/10/2014,14s,5000000,14,97.9,4894765
08/03/2013,26/10/2015,15s,5000000,21,112.4,5620000
08/03/2013,26/10/2015,15s,16670000,21,111.71,18622873.83
11/03/2013,21/08/2017,17s,1200000,23,123.5,1481986.8
11/03/2013,01/11/2016,16s,1500000,16.73,101.89,1528315.5
11/03/2013,25/05/2015,15s,1500000,24,114.81,1722153
11/03/2013,26/10/2015,15s,2000000,21,110.9,2217954
11/03/2013,26/10/2015,15s,3330000,21,111.71,3720106.17
11/03/2013,25/05/2015,15s,4000000,24,111.91,4476592
11/03/2013,26/10/2015,15s,5000000,21,110.67,5533665
12/03/2013,03/07/2016,16s,500000,16.9,101.38,506889
12/03/2013,25/05/2015,15s,980000,24,114.94,1126452.18
12/03/2013,26/10/2015,15s,2000000,21,110.62,2212312
12/03/2013,26/10/2015,15s,2000000,21,111.06,2221298
12/03/2013,03/07/2016,16s,4500000,16.9,100,4499919
12/03/2013,21/08/2017,17s,4000000,23,122.17,4886992
12/03/2013,26/10/2015,15s,10000000,21,109.22,10922300
12/03/2013,26/10/2015,15s,10000000,21,111.11,11111410
12/03/2013,21/08/2017,17s,10000000,23,119.93,11993240
12/03/2013,03/07/2016,16s,14536000,16.9,100,14536000
12/03/2013,26/10/2015,15s,15000000,21,111.86,16778565
12/03/2013,26/10/2015,15s,15000000,21,112.26,16838490
13/03/2013,03/07/2016,16s,500000,16.9,101.38,506875
13/03/2013,03/07/2016,16s,2000000,16.9,100.22,2004488
13/03/2013,25/05/2015,15s,2650000,24,111.94,2966518.65
14/03/2013,26/10/2015,15s,30000,21,100,30000
14/03/2013,21/08/2017,17s,40000,23,100,40000
14/03/2013,25/05/2015,15s,1000000,24,113.19,1131890
14/03/2013,25/05/2015,15s,1280000,24,111.94,1432884.48
14/03/2013,03/07/2016,16s,25360000,16.9,99.91,25335984.08
18/03/2013,03/07/2016,16s,10000,16.9,101.88,10188.45
18/03/2013,25/07/2016,16s,3000000,14.25,94.18,2825415
19/03/2013,26/10/2015,15s,1000000,21,108.81,1088114
20/03/2013,06/02/2014,14s,400000,13,95.66,382659.6
20/03/2013,17/02/2014,14s,500000,13.45,96.96,484805.5
20/03/2013,28/04/2014,14s,500000,12.39,99.1,495499.5
20/03/2013,03/07/2016,16s,19000000,16.9,99.58,18920618
20/03/2013,03/07/2016,16s,21500000,16.9,99.26,21340233.5
21/03/2013,25/05/2015,15s,3555,24,112.42,3996.57
21/03/2013,26/10/2015,15s,375000,21,107.54,403288.13
21/03/2013,21/08/2017,17s,422000,23,121.63,513281.98
21/03/2013,25/05/2015,15s,500000,24,110.3,551493
21/03/2013,01/11/2016,16s,1000000,16.73,100,1000008
21/03/2013,26/10/2015,15s,9500000,21,105.84,10054838
22/03/2013,26/10/2015,15s,7595000,21,91.69,6964030.19
22/03/2013,26/10/2015,15s,8400000,21,107.01,8988520.8
22/03/2013,25/07/2016,16s,10300000,14.25,92.24,9500565.5
25/03/2013,01/11/2016,16s,85769,16.73,100,85769
25/03/2013,03/07/2016,16s,6677000,16.9,98.19,6556159.65
27/03/2013,25/07/2016,16s,2194,14.25,103.25,2265.39
27/03/2013,26/10/2015,15s,650000,21,106.56,692656.25
27/03/2013,26/10/2015,15s,5600000,21,105.93,5932343.2
27/03/2013,25/07/2016,16s,6700000,14.25,91.16,6107599.4
28/03/2013,26/10/2015,15s,650000,21,106.98,695366.1
28/03/2013,28/04/2014,14s,2000000,12.39,94.77,1895388
02/04/2013,03/07/2016,16s,350000,16.9,97.82,342365.8
02/04/2013,21/08/2017,17s,1000000,23,114.58,1145769
02/04/2013,26/10/2015,15s,2000000,21,105.64,2112854
02/04/2013,25/05/2015,15s,9480471,24,109.82,10411481.69
02/04/2013,21/08/2017,17s,9620000,23,116.02,11161277.92
03/04/2013,26/10/2015,15s,1050000,21,106.59,1119148.8
03/04/2013,21/08/2017,17s,1000000,23,114.85,1148452
04/04/2013,03/07/2016,16s,390000,16.9,98.08,382504.2
04/04/2013,26/10/2015,15s,1050000,21,106.53,1118542.95
04/04/2013,21/08/2017,17s,1000000,23,114.84,1148374
04/04/2013,03/07/2016,16s,4610000,16.9,98.08,4521400.41
04/04/2013,26/10/2015,15s,5326645,21,106.53,5674528.18
05/04/2013,26/10/2015,15s,252619,21,106.47,268960.67
09/04/2013,25/05/2015,15s,5000000,24,111.81,5590710
10/04/2013,26/10/2015,15s,300000,21,106.82,320451.6
10/04/2013,26/10/2015,15s,340000,21,106.93,363571.18
10/04/2013,26/10/2015,15s,600000,21,106.61,639651
10/04/2013,26/10/2015,15s,2000000,21,107.55,2151044
10/04/2013,26/10/2015,15s,2560000,21,106.82,2734512.64
10/04/2013,21/08/2017,17s,2560000,23,116.87,2991989.76
10/04/2013,21/08/2017,17s,6130000,23,117.6,7208757.4
11/04/2013,06/05/2017,17s,350000,26,123.31,431572.4
11/04/2013,06/05/2017,17s,365000,26,122.74,448017.06
11/04/2013,26/10/2015,15s,600000,21,106.55,639304.8
11/04/2013,21/08/2017,17s,1000000,23,114.39,1143948
11/04/2013,26/10/2015,15s,2000000,21,107.49,2149890
11/04/2013,21/08/2017,17s,2000000,23,117.7,2354058
11/04/2013,26/10/2015,15s,3000000,21,107.76,3232731
11/04/2013,21/08/2017,17s,4000000,23,117.59,4703564
11/04/2013,25/05/2015,15s,5000000,24,111.68,5584120
11/04/2013,26/10/2015,15s,5300000,21,106.76,5658248.2
12/04/2013,26/10/2015,15s,1000000,21,107.65,1076478
12/04/2013,26/10/2015,15s,1075000,21,107.96,1160606.55
15/04/2013,21/08/2017,17s,1000000,23,117.55,1175537
15/04/2013,03/07/2016,16s,2050000,16.9,100.17,2053487.05
15/04/2013,21/08/2017,17s,2000000,23,118.4,2367906
16/04/2013,03/07/2016,16s,525000,16.9,100.12,525648.9
16/04/2013,25/05/2015,15s,500000,24,112.43,562126
16/04/2013,03/07/2016,16s,1000000,16.9,100.53,1005267
16/04/2013,26/10/2015,15s,1000000,21,109.43,1094271
16/04/2013,21/08/2017,17s,1000000,23,119.92,1199213
16/04/2013,26/10/2015,15s,2000000,21,108,2159918
16/04/2013,03/07/2016,16s,2305000,16.9,100.12,2307851.29
16/04/2013,26/10/2015,15s,3000000,21,107.47,3224076
16/04/2013,26/10/2015,15s,3000000,21,107.68,3230424
16/04/2013,26/10/2015,15s,3000000,21,109.32,3279606
16/04/2013,25/05/2015,15s,3000000,24,112.05,3361548
16/04/2013,25/05/2015,15s,5000000,24,112.2,5609940
16/04/2013,26/10/2015,15s,5300000,21,106.47,5642952.4
16/04/2013,26/10/2015,15s,10000000,21,106.78,10678490
17/04/2013,03/07/2016,16s,120000,16.9,100.08,120092.64
17/04/2013,21/08/2017,17s,2000000,23,119.23,2384522
17/04/2013,25/05/2015,15s,2681545,24,112.51,3016915.11
17/04/2013,26/10/2015,15s,3000000,21,108.99,3269832
17/04/2013,03/07/2016,16s,5000000,16.9,100.84,5041965
17/04/2013,06/05/2017,17s,5000000,26,127.81,6390735
18/04/2013,25/07/2016,16s,200000,14.25,100,200000
18/04/2013,03/07/2016,16s,1000000,16.9,100.39,1003894
18/04/2013,03/07/2016,16s,1000000,16.9,100.73,1007253
18/04/2013,26/10/2015,15s,1000000,21,108.94,1089367
18/04/2013,26/10/2015,15s,1000000,21,109.31,1093077
18/04/2013,21/08/2017,17s,3000000,23,119.85,3595446
18/04/2013,21/08/2017,17s,4000000,23,118.89,4755420
18/04/2013,06/05/2017,17s,5000000,26,127.74,6387165
19/04/2013,21/08/2017,17s,1000000,23,119.05,1190461
19/04/2013,26/10/2015,15s,2000000,21,108.4,2168058
19/04/2013,25/05/2015,15s,9480471,24,108.84,10318535.16
19/04/2013,21/08/2017,17s,9620000,23,114.99,11061605.1
19/04/2013,06/05/2017,17s,10700000,26,126.24,13508001
22/04/2013,21/08/2017,17s,1685000,23,114.7,1932710.17
22/04/2013,21/08/2017,17s,3000000,23,114.7,3441030
22/04/2013,06/05/2017,17s,9873000,26,122.7,12114516.56
23/04/2013,21/08/2017,17s,1120000,23,114.69,1284567.2
23/04/2013,21/08/2017,17s,2500000,23,119.13,2978125
24/04/2013,25/05/2015,15s,2465000,24,111.53,2749101.11
24/04/2013,21/08/2017,17s,5400000,23,114.85,6201781.2
25/04/2013,26/10/2015,15s,185000,21,89.73,166002.17
25/04/2013,29/07/2013,13s,694000,14.25,99.13,687961.51
25/04/2013,26/10/2015,15s,1000000,21,106.1,1060953
25/04/2013,26/10/2015,15s,1040000,21,108.21,1125407.92
25/04/2013,26/10/2015,15s,2840000,21,89.73,2548354.72
25/04/2013,29/07/2013,13s,5000000,14.25,98.16,4907960
26/04/2013,21/08/2017,17s,810000,23,116.46,943359.21
26/04/2013,29/07/2013,13s,1286000,14.25,99.09,1274307.69
26/04/2013,26/10/2015,15s,5000000,21,106.45,5322635
26/04/2013,26/10/2015,15s,6205000,21,89.67,5564215.86
26/04/2013,25/05/2015,15s,9000000,24,90.04,8103969
29/04/2013,03/07/2016,16s,1000000,16.9,97.33,973340
29/04/2013,06/05/2017,17s,5000000,26,126.21,6310670
29/04/2013,25/05/2015,15s,39900000,24,108.63,43344128.1
30/04/2013,26/10/2015,15s,490000,21,106.43,521531.01
30/04/2013,25/05/2015,15s,2250000,24,109.86,2471937.75
30/04/2013,26/10/2015,15s,3000000,21,106.13,3183909
30/04/2013,26/10/2015,15s,4000000,21,116.72,4668876
02/05/2013,03/07/2016,16s,9303,16.9,101.94,9483.06
02/05/2013,29/07/2013,13s,1980000,14.25,98.7,1954196.64
02/05/2013,26/10/2015,15s,3000000,21,117.26,3517734
02/05/2013,25/05/2015,15s,20000000,24,109.49,21898180
03/05/2013,25/05/2015,15s,660000,24,109.67,723794.94
03/05/2013,25/05/2015,15s,14900000,24,109.48,16312892.5
06/05/2013,26/10/2015,15s,2000000,21,105.73,2114686
06/05/2013,26/10/2015,15s,5000000,21,100,5000000
07/05/2013,25/05/2015,15s,100000,24,109.4,109402.3
07/05/2013,06/05/2017,17s,1000000,26,122.09,1220860
07/05/2013,25/05/2015,15s,2940000,24,109.45,3217803.54
07/05/2013,13/10/2014,14s,5000000,14,89.63,4481530
08/05/2013,25/05/2015,15s,540000,24,109.38,590668.74
08/05/2013,06/05/2017,17s,980000,26,121.59,1191629.04
08/05/2013,25/05/2015,15s,5000000,24,108.89,5444575
08/05/2013,26/10/2015,15s,15185000,21,103.74,15752235.68
09/05/2013,25/05/2015,15s,40000,24,109.38,43753.24
09/05/2013,25/05/2015,15s,240000,24,109.32,262361.28
09/05/2013,13/10/2014,14s,1205000,14,94.13,1134254.45
09/05/2013,26/10/2015,15s,4815000,21,103.74,4994864.33
09/05/2013,26/10/2015,15s,9965000,21,105.41,10503907.2
10/05/2013,26/10/2015,15s,210000,21,104.85,220193.19
10/05/2013,25/05/2015,15s,480000,24,109.32,524722.56
10/05/2013,26/10/2015,15s,1230000,21,105.35,1295807.46
10/05/2013,25/05/2015,15s,1500000,24,109.16,1637422.5
10/05/2013,25/05/2015,15s,2830000,24,108.7,3076085.48
10/05/2013,13/10/2014,14s,3795000,14,94.09,3570738.27
10/05/2013,26/10/2015,15s,3900000,21,105.25,4104894.3
10/05/2013,25/05/2015,15s,4000000,24,109.24,4369672
13/05/2013,13/10/2014,14s,870000,14,94.39,821149.5
13/05/2013,26/10/2015,15s,1720000,21,104.68,1800566.52
13/05/2013,13/10/2014,14s,2030000,14,94.39,1916117
13/05/2013,26/10/2015,15s,4850000,21,104.78,5082028.85
13/05/2013,25/05/2015,15s,5000000,24,108.35,5417695
13/05/2013,25/05/2015,15s,5425000,24,118.89,6449782.5
13/05/2013,25/05/2015,15s,6090000,24,109.01,6638648.1
13/05/2013,26/10/2015,15s,8750000,21,105.35,9218142.5
13/05/2013,26/10/2015,15s,26100000,21,105.25,27471215.7
14/05/2013,26/10/2015,15s,20000,21,105.18,21035.44
14/05/2013,26/10/2015,15s,35000,21,105.12,36791.58
14/05/2013,06/05/2017,17s,464000,26,121.71,564723.26
14/05/2013,30/09/2013,13s,670000,13.3,97.95,656271.7
14/05/2013,26/10/2015,15s,700000,21,104.4,730772.7
14/05/2013,03/07/2016,16s,1762000,16.9,97.95,1725896.62
14/05/2013,06/05/2017,17s,1462000,26,122.03,1784061.06
14/05/2013,13/10/2014,14s,2100000,14,94.35,1981266
14/05/2013,03/07/2016,16s,2958000,16.9,97.56,2885889.88
14/05/2013,25/05/2015,15s,3500000,24,109.42,3829745.5
14/05/2013,26/10/2015,15s,4000000,21,105.23,4209328
14/05/2013,25/05/2015,15s,17575000,24,108.55,19077381.3
14/05/2013,25/05/2015,15s,20000000,24,109.74,21948320
15/05/2013,30/09/2013,13s,670000,13.3,97.92,656047.92
15/05/2013,25/05/2015,15s,1143000,24,89.32,1020982.46
15/05/2013,26/10/2015,15s,1000000,21,104.57,1045654
15/05/2013,30/09/2013,13s,5000000,13.3,97.88,4894035
15/05/2013,21/08/2017,17s,6210000,23,114.27,7095924.81
15/05/2013,25/05/2015,15s,7000000,24,109.01,7630434
15/05/2013,25/05/2015,15s,9170000,24,108.37,9937153.03
15/05/2013,25/05/2015,15s,19280000,24,108.92,21000084.48
16/05/2013,26/10/2015,15s,700000,21,104.78,733488.7
16/05/2013,06/05/2017,17s,3000000,26,120.93,3627777
16/05/2013,03/07/2016,16s,4137000,16.9,97.47,4032304.94
16/05/2013,03/07/2016,16s,5750000,16.9,97.42,5601747.75
16/05/2013,25/07/2016,16s,7363000,14.25,90.55,6667424.75
16/05/2013,21/08/2017,17s,8115000,23,113.62,9220547.03
16/05/2013,06/05/2017,17s,9409000,26,121.56,11438022.62
17/05/2013,25/07/2016,16s,563000,14.25,90.51,509593.26
17/05/2013,03/07/2016,16s,1000000,16.9,96.85,968489
17/05/2013,01/11/2016,16s,1889000,16.73,96.63,1825270.81
17/05/2013,03/07/2016,16s,4111000,16.9,97.48,4007205.47
17/05/2013,03/07/2016,16s,5750000,16.9,97.38,5599074
17/05/2013,21/08/2017,17s,6210000,23,114.14,7088075.37
17/05/2013,03/07/2016,16s,7592000,16.9,97.38,7392732.78
17/05/2013,26/10/2015,15s,9855000,21,105.7,10416922.25
20/05/2013,26/10/2015,15s,145000,21,105.53,153016.91
20/05/2013,03/07/2016,16s,3000000,16.9,97.27,2918202
20/05/2013,03/07/2016,16s,3000000,16.9,97.57,2927091
20/05/2013,03/07/2016,16s,5000000,16.9,97.17,4858415
21/05/2013,06/05/2017,17s,1538000,26,121.53,1869112.94
21/05/2013,25/05/2015,15s,5000000,24,108.87,5443615
21/05/2013,26/10/2015,15s,6000000,21,105.62,6337380
21/05/2013,26/10/2015,15s,6000000,21,105.67,6340410
21/05/2013,26/10/2015,15s,6325000,21,104.97,6639371.48
22/05/2013,03/07/2016,16s,500000,16.9,97.76,488782
22/05/2013,26/10/2015,15s,525000,21,105.26,552624.98
22/05/2013,03/07/2016,16s,780000,16.9,97.94,763896.9
22/05/2013,01/11/2016,16s,1111000,16.73,96.4,1070965.12
22/05/2013,03/07/2016,16s,1500000,16.9,97.78,1466739
22/05/2013,25/07/2016,16s,2074000,14.25,90.32,1873199.47
22/05/2013,25/05/2015,15s,5000000,24,108.86,5443215
22/05/2013,29/07/2013,13s,6000000,14.25,99.27,5956278
24/05/2013,03/07/2016,16s,1500000,16.9,97.78,1466739
24/05/2013,26/10/2015,15s,3941000,21,105.15,4143902.39
24/05/2013,26/10/2015,15s,5000000,21,105.35,5267670
24/05/2013,03/07/2016,16s,5830000,16.9,97.83,5703733.86
24/05/2013,03/07/2016,16s,6337000,16.9,97.05,6150077.51
24/05/2013,03/07/2016,16s,7535000,16.9,97.05,7312883.27
24/05/2013,26/10/2015,15s,18813000,21,105.15,19781211.05
28/05/2013,03/07/2016,16s,613000,16.9,96.86,593780
28/05/2013,03/07/2016,16s,620000,16.9,97.66,605472.78
28/05/2013,03/07/2016,16s,642000,16.9,96.87,621873.3
28/05/2013,03/07/2016,16s,1430000,16.9,97.38,1392532.57
28/05/2013,29/07/2013,13s,2000000,14.25,99.45,1989004
28/05/2013,03/07/2016,16s,2770000,16.9,97.66,2705098.9
28/05/2013,03/07/2016,16s,2870000,16.9,97.39,2795075.78
28/05/2013,26/10/2015,15s,5009000,21,104.92,5255242.44
28/05/2013,26/10/2015,15s,6325000,21,104.52,6610890
28/05/2013,25/05/2015,15s,5900000,24,120.02,7081050.2
29/05/2013,03/07/2016,16s,1000000,16.9,97.13,971335
29/05/2013,03/07/2016,16s,1500000,16.9,97.76,1466451
30/05/2013,25/05/2015,15s,5000000,24,109.16,5458140
31/05/2013,26/10/2015,15s,482000,21,105.55,508752.93
31/05/2013,03/07/2016,16s,562000,16.9,96.73,543596.75
31/05/2013,25/05/2015,15s,2000000,24,109.56,2191186
31/05/2013,25/05/2015,15s,2000000,24,109.66,2193268
31/05/2013,25/05/2015,15s,5000000,24,109.15,5457475
31/05/2013,25/05/2015,15s,5000000,24,109.56,5478160
31/05/2013,03/07/2016,16s,7535000,16.9,96.73,7288251.36
31/05/2013,03/07/2016,16s,8000000,16.9,97.23,7778624
31/05/2013,26/10/2015,15s,10000000,21,105.02,10501690
03/06/2013,21/08/2017,17s,1200000,23,111.31,1335686.4
03/06/2013,29/07/2013,13s,2000000,14.25,99.43,1988518
03/06/2013,21/08/2017,17s,3000000,23,112.69,3380745
03/06/2013,26/10/2015,15s,5000000,21,104.84,5242190
03/06/2013,21/08/2017,17s,5901000,23,111.92,6604375.6
03/06/2013,03/07/2016,16s,14700000,16.9,97.11,14275287.6
03/06/2013,03/07/2016,16s,18000000,16.9,96.59,17385480
03/06/2013,25/05/2015,15s,22000000,24,108.77,23929400
04/06/2013,30/05/2016,16s,200000,19.24,100,199995.2
04/06/2013,25/05/2015,15s,1000000,24,107.58,1075813
04/06/2013,26/10/2015,15s,3000000,21,103.64,3109311
04/06/2013,30/05/2016,16s,4000000,19.24,99.95,3997888
04/06/2013,25/05/2015,15s,5000000,24,109.3,5464970
04/06/2013,30/05/2016,16s,14000000,19.24,99.96,13994526
04/06/2013,03/07/2016,16s,14700000,16.9,97.06,14268452.1
05/06/2013,26/10/2015,15s,1458000,21,103.64,1511052.25
05/06/2013,30/05/2016,16s,3000000,19.24,100.41,3012429
05/06/2013,26/10/2015,15s,3000000,21,104.79,3143568
05/06/2013,21/08/2017,17s,4000000,23,111.18,4447236
05/06/2013,30/05/2016,16s,307700000,19.24,100,307700000
06/06/2013,26/10/2015,15s,29000,21,103.59,30041.1
06/06/2013,26/10/2015,15s,600000,21,98.4,590380.8
06/06/2013,03/07/2016,16s,700000,16.9,96.45,675127.6
06/06/2013,30/05/2016,16s,1000000,19.24,100.09,1000857
06/06/2013,26/10/2015,15s,1000000,21,102.97,1029696
06/06/2013,26/10/2015,15s,2000000,21,104.4,2088000
06/06/2013,25/05/2015,15s,2500000,24,107.26,2681487.5
06/06/2013,21/08/2017,17s,2800000,23,111.12,3111304
06/06/2013,30/05/2016,16s,5000000,19.24,99.89,4994600
06/06/2013,26/10/2015,15s,8591000,21,103.64,8903600.72
06/06/2013,25/05/2015,15s,19990000,24,107.72,21534207.51
06/06/2013,30/05/2016,16s,48000000,19.24,99.84,47923920
07/06/2013,30/05/2016,16s,2000000,19.24,100.8,2015960
07/06/2013,26/10/2015,15s,3000000,21,104.25,3127383
07/06/2013,30/05/2016,16s,5675000,19.24,100.52,5704492.98
07/06/2013,25/05/2015,15s,5675000,24,107.88,6122190
07/06/2013,30/05/2016,16s,10000000,19.24,101.41,10140970
07/06/2013,26/10/2015,15s,20000000,21,103.33,20666560
10/06/2013,25/05/2015,15s,390000,24,107.88,420732
10/06/2013,25/05/2015,15s,1000000,24,100,1000000
10/06/2013,26/10/2015,15s,1000000,21,103.46,1034558
10/06/2013,21/08/2017,17s,1381000,23,100,1381000
10/06/2013,26/10/2015,15s,1630000,21,104.17,1697902.54
10/06/2013,21/08/2017,17s,2800000,23,112.96,3162846.4
10/06/2013,30/05/2016,16s,3200000,19.24,99.68,3189772.8
10/06/2013,01/11/2016,16s,3490000,16.73,96.96,3384064.54
10/06/2013,06/05/2017,17s,3900000,26,100,3900000
10/06/2013,30/05/2016,16s,4310000,19.24,100.52,4332399.07
10/06/2013,25/07/2016,16s,5000000,14.25,100,5000000
10/06/2013,25/05/2015,15s,5000000,24,109.02,5450890
10/06/2013,26/10/2015,15s,6000000,21,104.07,6244380
10/06/2013,03/07/2016,16s,10000000,16.9,97.09,9708650
11/06/2013,06/05/2017,17s,114000,26,100,114000
11/06/2013,26/10/2015,15s,150000,21,104.64,156959.85
11/06/2013,03/07/2016,16s,1443000,16.9,123.1,1776285.38
11/06/2013,30/05/2016,16s,2220000,19.24,99.74,2214132.54
11/06/2013,26/10/2015,15s,9000000,21,105.2,9468063
11/06/2013,30/05/2016,16s,11780000,19.24,99.94,11772425.46
12/06/2013,26/10/2015,15s,1000000,21,105.14,1051430
12/06/2013,25/05/2015,15s,1250000,24,107.55,1344380
12/06/2013,03/07/2016,16s,2000000,16.9,96.13,1922610
12/06/2013,26/10/2015,15s,2000000,21,104.65,2093090
12/06/2013,30/05/2016,16s,2500000,19.24,99.98,2499605
12/06/2013,03/07/2016,16s,2870000,16.9,96.69,2775089.1
12/06/2013,25/05/2015,15s,2685000,24,107.55,2887725.56
12/06/2013,06/05/2017,17s,4000000,26,120.32,4812960
12/06/2013,26/10/2015,15s,5000000,21,104.02,5201145
12/06/2013,26/10/2015,15s,5000000,21,105.14,5256820
12/06/2013,01/11/2016,16s,6510000,16.73,96.87,6306412.77
12/06/2013,30/05/2016,16s,10300000,19.24,99.57,10256194.1
12/06/2013,26/10/2015,15s,17500000,21,104.11,18218532.5
12/06/2013,26/10/2015,15s,20000000,21,103.34,20668080
13/06/2013,30/05/2016,16s,300000,19.24,99.52,298566.3
13/06/2013,26/10/2015,15s,2500000,21,104.05,2601205
13/06/2013,26/10/2015,15s,3000000,21,104.61,3138150
13/06/2013,30/05/2016,16s,4698221,19.24,102.06,4795135.9
13/06/2013,03/07/2016,16s,5000000,16.9,96.48,4824025
14/06/2013,25/05/2015,15s,10000,24,107.2,10719.74
14/06/2013,26/10/2015,15s,1750000,21,104.55,1829577.75
14/06/2013,26/10/2015,15s,3000000,21,102.65,3079647
14/06/2013,30/09/2013,13s,5000000,13.3,98.63,4931465
14/06/2013,26/10/2015,15s,5000000,21,104.92,5246220
14/06/2013,21/08/2017,17s,5000000,23,108.87,5443280
14/06/2013,29/07/2013,13s,8000000,14.25,99.5,7960320
17/06/2013,21/08/2017,17s,5200000,23,109.16,5676351.2
17/06/2013,29/07/2013,13s,8000000,14.25,99.39,7950856
18/06/2013,21/08/2017,17s,400000,23,105.97,423869.6
18/06/2013,26/10/2015,15s,500000,21,103.58,517883
18/06/2013,21/08/2017,17s,3000000,23,108.12,3243639
18/06/2013,21/08/2017,17s,5000000,23,107.34,5366800
18/06/2013,21/08/2017,17s,5000000,23,108.61,5430640
19/06/2013,26/10/2015,15s,2000000,21,102.64,2052718
19/06/2013,25/05/2015,15s,2000000,24,106.92,2138438
19/06/2013,30/05/2016,16s,20000000,19.24,99.26,19851060
21/06/2013,01/11/2016,16s,10000,16.73,100,10000
21/06/2013,26/10/2015,15s,1250000,21,104.14,1301792.5
24/06/2013,26/10/2015,15s,1200000,21,102.67,1232061.6
25/06/2013,26/10/2015,15s,500000,21,101.69,508471.5
25/06/2013,21/08/2017,17s,1000000,23,108.1,1081022
25/06/2013,26/10/2015,15s,1200000,21,102.61,1231369.2
25/06/2013,03/07/2016,16s,2753000,16.9,95.08,2617549.65
25/06/2013,03/07/2016,16s,5750000,16.9,95.08,5467019.5
25/06/2013,26/10/2015,15s,14043000,21,96.71,13581209.99
26/06/2013,26/10/2015,15s,100000,21,96.65,96653.9
26/06/2013,30/09/2013,13s,4000000,13.3,98.6,3943832
27/06/2013,25/05/2015,15s,1500000,24,106.2,1592941.5
28/06/2013,26/10/2015,15s,3000000,21,100.96,3028815
02/07/2013,26/10/2015,15s,6200000,21,100.77,6247938.4
03/07/2013,25/05/2015,15s,495000,24,105.94,524426.27
03/07/2013,26/10/2015,15s,4000000,21,101.67,4066944
04/07/2013,26/10/2015,15s,1000000,21,101.76,1017618
04/07/2013,21/08/2017,17s,3000000,23,108.08,3242403
05/07/2013,26/10/2015,15s,1000000,21,101.76,1017600
05/07/2013,26/10/2015,15s,2000000,21,101.04,2020746
05/07/2013,21/08/2017,17s,3000000,23,108.08,3242334
08/07/2013,26/10/2015,15s,1000000,21,105.7,1057000
08/07/2013,21/08/2017,17s,3000000,23,109.53,3285798
08/07/2013,21/08/2017,17s,4000000,23,108.07,4322844
09/07/2013,01/11/2016,16s,140000,16.73,95.63,133884.38
09/07/2013,26/10/2015,15s,1000000,21,101.66,1016592
09/07/2013,25/05/2015,15s,4000000,24,105.25,4209876
10/07/2013,26/10/2015,15s,1000000,21,101.66,1016569
10/07/2013,25/05/2015,15s,2000000,24,105.52,2110384
10/07/2013,26/10/2015,15s,4500000,21,102.11,4594905
11/07/2013,25/05/2015,15s,2500000,24,106.3,2657552.5
11/07/2013,26/10/2015,15s,2800000,21,102.11,2858976.4
12/07/2013,21/08/2017,17s,120844,23,107.35,129721.44
12/07/2013,26/10/2015,15s,972000,21,102.1,992446.99
12/07/2013,25/05/2015,15s,2500000,24,106.24,2655902.5
15/07/2013,26/10/2015,15s,1000000,21,101.47,1014666
15/07/2013,26/10/2015,15s,5700000,21,101.73,5798604.3
16/07/2013,06/02/2014,14s,998883,13,93.79,936861.36
16/07/2013,26/10/2015,15s,2500000,21,102.27,2556845
16/07/2013,03/07/2016,16s,12072000,16.9,93.29,11262065.38
19/07/2013,26/10/2015,15s,20000,21,101.7,20340.38
22/07/2013,06/02/2014,14s,998883,13,93.79,936861.36
24/07/2013,03/07/2016,16s,600000,16.9,94.04,564269.4
24/07/2013,30/05/2016,16s,800000,19.24,98.94,791510.4
24/07/2013,25/07/2016,16s,5000000,14.25,87.83,4391415
25/07/2013,03/07/2016,16s,5450000,16.9,94.25,5136630.45
25/07/2013,26/10/2015,15s,6600000,21,102.07,6736725.6
26/07/2013,03/07/2016,16s,600000,16.9,93.95,563712.6
26/07/2013,21/08/2017,17s,2000000,23,107.75,2155030
26/07/2013,03/07/2016,16s,5450000,16.9,94.2,5134101.65
26/07/2013,26/10/2015,15s,8000000,21,101.3,8103672
29/07/2013,26/10/2015,15s,150000,21,101.8,152693.85
29/07/2013,26/10/2015,15s,2000000,21,101.71,2034148
29/07/2013,26/10/2015,15s,7008000,21,101.12,7086692.83
30/07/2013,21/08/2017,17s,1000000,23,108.25,1082549
30/07/2013,26/10/2015,15s,2000000,21,101.65,2032994
31/07/2013,21/08/2017,17s,700000,23,108.31,758203.6
02/08/2013,26/10/2015,15s,1000000,21,101.79,1017887
05/08/2013,26/10/2015,15s,1190000,21,95.39,1135081.5
05/08/2013,03/07/2016,16s,4000000,16.9,94.24,3769520
