Date/tenure,19s,20s,21s,22s,23s,24s,ESLA 24,25s,26s,27s,ESLA 27,28s,29s,ESLA 29,ESLA 31,31s,32s,33s,34s,39s,Total volumes traded,,,,,,,,,,,,,,,,,,,,,,
30/12/2020,0,0,112417101,63310884,21863523,3701219,9150634,70901640,28595836,9773619,463702,5516445,2100000,0,64901116,,0,,0,2686604,395382323,,,,,,,,,,,,,,,,,,,,,,
31/12/2020,0,0,29963324,46395660,96498728,2254088,3316736,50694124,9068781,775757,950000,10387,10000000,81400,49753396,,0,,2647378,511002,302920761,,,,,,,,,,,,,,,,,,,,,,
04/01/2021,0,0,28441485,3712651,162328212,411950, -   ,34585248,109941991,40151754, -   ,30000000,13786500, -   ,28686449,,6471,, -   ,2938865,454991576,,,,,,,,,,,,,,,,,,,,,,
05/01/2021,0,0,40679295,51974929,224088257,3331000,303974,44961280,97606941,20990971, -   , -   ,7789807, -   ,1813611,,3275733,,355280,19521554,516692632,,,,,,,,,,,,,,,,,,,,,,
06/01/2021,0,0,64971475,35691312,226055024,35460129, -   ,36388203,13482585,12115495,4657899, -   ,43305489, -   ,5319722,, -   ,,200000,32879428,510526761,,,,,,,,,,,,,,,,,,,,,,
08/01/2021,0,0,115832643,27083969,301709158,27812008,8611,73587791,129990600,,3401385,5925344,34999784,,9712835,,,,,,730064128,,,,,,,,,,,,,,,,,,,,,,
11/01/2021,0,0,93486316,22209743,262689885,41239486, -   ,50840116,49701074,, -   ,16672522,73002909,,5734469,,,,,,615576520,,,,,,,,,,,,,,,,,,,,,,
12/01/2021,0,0,107237578,20103812,275217647,63407896, -   ,90327516,2899673,,9623,14005430,49338217,,6590710,,,,,,629138102,,,,,,,,,,,,,,,,,,,,,,
13/01/2021,0,0,78212501,43780115,2010774313,39308280, -   ,96851418,65962355,, -   ,14180404,15962467,,4812024,,,,,,2369843877,,,,,,,,,,,,,,,,,,,,,,
14/01/2021,0,0,27807894,50961316,738365417,1010594,19281,49467556,230965000,, -   ,11601987,5000000,,5032300,,,,,,1120231345,,,,,,,,,,,,,,,,,,,,,,
15/01/2021,0,0,76789554,56916284,417195163,8419642,2700000,32128421,217530239,,535540,16792240,10000000,,12886115,,,,,,851893198,,,,,,,,,,,,,,,,,,,,,,
18/01/2021,0,0,48895067,90761120,119312201,12190819, -   ,65145496,128132754,,40000,12217483,40198287,,421989,,,,,,517315216,,,,,,,,,,,,,,,,,,,,,,
19/01/2021,0,0,49499406,37895415,282387908,15683077,8210,94657172,164554690,,600000,5052417,73393610,,3270108,,,,,,727002013,,,,,,,,,,,,,,,,,,,,,,
20/01/2021,0,0,77289923,37166273,163513135,15816092,18475,6864449,56562441,, -   ,1816445,37050000,,344782,,,,,,396442015,,,,,,,,,,,,,,,,,,,,,,
21/01/2021,0,0,63474378,24886531,82308418,10755591,200000,16812145,3207121,,200000,26658863,6600000,,5100454,,,,,,240203501,,,,,,,,,,,,,,,,,,,,,,
22/01/2021,0,0,151926770,124140703,85063057,5857750,21747105,73049956,26771535,, -   ,12766278,6695000,,13311918,,,,,,521330072,,,,,,,,,,,,,,,,,,,,,,
25/01/2021,0,0,19197008,28627282,81706920,4043488, -   ,25635072,11612691,,4122359,5326401,3384916,,10410044,,,,,,194066181,,,,,,,,,,,,,,,,,,,,,,
26/01/2021,0,0,35957092,30894604,344806399,5344178, -   ,63146234,30642442,, -   ,224300,1391612,, -   ,,,,,,512406861,,,,,,,,,,,,,,,,,,,,,,
27/01/2021,0,0,74643209,42717463,402873714,15796314, -   ,26591060,121954262,,4000000,7905003,7600165,,307344,,,,,,704388534,,,,,,,,,,,,,,,,,,,,,,
28/01/2021,0,0,95357616,89736266,291478514,18651288,3172798,19320224,121059716,, -   ,10110960,5306275,,11003045,,,,,,665196702,,,,,,,,,,,,,,,,,,,,,,
29/01/2021,0,0,102370368,61916094,502244238,132228,3035624,39927391,14954559,,14692,6017000,5863924,,23444762,,,,,,759920880,,,,,,,,,,,,,,,,,,,,,,
01/02/2021,0,0,52948042,74910743,441373573,2260002, -   ,49355014,9824076,,3081119,15000,10200000,,10375204,,,,,,654342773,,,,,,,,,,,,,,,,,,,,,,
02/02/2021,0,0,63112937,94118927,219572599,10528848, -   ,48010513,7318885,,1610200,1589984,25629723,,6805481,,,,,,478298097,,,,,,,,,,,,,,,,,,,,,,
03/02/2021,0,0,20687948,15938072,194165620,17731692, -   ,131701768,7888634,,502693,8892975,534523,,25234729,,,,,,423278654,,,,,,,,,,,,,,,,,,,,,,
04/02/2021,0,0,20476388,94536242,283130172,2075000,464887,19989229,7917278,, -   ,9621671,5425065,,662415,,,,,,444298347,,,,,,,,,,,,,,,,,,,,,,
05/02/2021,0,0,6788092,21166299,164673132,2288400,464887,87004209,7352959,,93685,1614834,5425066,,3568947,,,,,,300440510,,,,,,,,,,,,,,,,,,,,,,
08/02/2021,0,0,51585362,16471842,66496393,2144188,60828,597509904,4860403,,7259,6854442,518648,,1171869,,,,,,747681138,,,,,,,,,,,,,,,,,,,,,,
09/02/2021,0,0,51266665,55086365,174359153,201444, -   ,63441017,9816033,,1217400,8269999, -   ,,109551,,,,,,363767627,,,,,,,,,,,,,,,,,,,,,,
10/02/2021,0,0,122287599,21740125,99424335,897, -   ,31047104,16155810,,1310600,11143998,282955,,2626586,,,,,,306020009,,,,,,,,,,,,,,,,,,,,,,
11/02/2021,0,0,151487478,55068102,193399376,427780, -   ,1706735,8256099,,456000,17713628, -   ,,2468537,,,,,,430983735,,,,,,,,,,,,,,,,,,,,,,
12/02/2021,0,0,135989154,22661467,375357437,174300, -   ,4130342,4556475,,1229108,13566909,852058,,3337744,,,,,,561854994,,,,,,,,,,,,,,,,,,,,,,
15/02/2021,0,0,29732311,6283722,118711896,928424,16468,4598071,4467199,,11966,133227, -   ,,1301623,,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,
16/02/2021,0,0,5750535,16902985,18118027,3531861, -   ,25626383,8495743,,10943429,99122,1154539,,929339,,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,
17/02/2021,0,0,19385643,102400727,138118250,1640636, -   ,24196623,19527048,,466448, -   ,1024600,,339288,,,,,,166184907,,,,,,,,,,,,,,,,,,,,,,
18/02/2021,0,0,34982113,67197736,67172479,2804112, -   ,21583461,10466417,,4600727,945699,280408,,31498142,,,,,,91551963,,,,,,,,,,,,,,,,,,,,,,
19/02/2021,0,0,110239405,77995900,24570219,5185111,21756216,27633032,28085434,,8383253,5180000,543,, -   ,,,,,,307099263,,,,,,,,,,,,,,,,,,,,,,
22/02/2021,0,0,110535518,132828428,525774679, -   , -   ,90579106,18638923,,6508070,12500000,61017439,,146092,,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,
23/02/2021,0,0,115131953.9,25848415.23,475962689.6,3604484.05, -   ,21372003.98,16450286.36,,7742148,28483197.46,11816122.15,,214145,,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,
24/02/2021,0,0,35612777,40821157,333841500,3526058,1350000,14896282,445,,1925174,19247734,4959129,,9338948,,,,,,958528255,,,,,,,,,,,,,,,,,,,,,,
25/02/2021,0,0, -   , -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,, -   ,,,,,,706625445.8,,,,,,,,,,,,,,,,,,,,,,
26/02/2021,0,0,69229141,39707390,196173545,2277529,10400,54724108,93640983,,3034383,11637392,25356438,,1775397,,,,,,465519204,,,,,,,,,,,,,,,,,,,,,,
01/03/2021,0,0,61016694,8150515,179630857,65334, -   ,67769390,163837000,, -   ,48052872,9828181,,207569,,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,
02/03/2021,0,0,61532123,60160860,414281854,92820, -   ,5046973,76160354,,4592364,51386339,56281113,,39000,,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,
03/03/2021,0,0,133006917,38415817,305560959,68475776, -   ,26305420,102697623,,2617299,5330772,20118754,,2776878,,,,,,538558412,,,,,,,,,,,,,,,,,,,,,,
04/03/2021,0,0,80508020,82540098,222312560,42014696, -   ,20232800,90008105,,2507936,12535861,60960000,,193100,,,,,,729573800,,,,,,,,,,,,,,,,,,,,,,
05/03/2021,0,0,47131258,4090000,116093190,59155400, -   ,10008708,104204922,,4628656,9400000,39130000,,454000,,,,,,705306215,,,,,,,,,,,,,,,,,,,,,,
09/03/2021,0,0,59872437,16138171,174669890,12425106, -   ,27494286,181758917,, -   ,2871737,32000000,,1086047,,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,
10/03/2021,0,0,81371835,4253573,135935513,5889321,912050,31724229,366614840,, -   ,1008786,25300000,,893449,,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,
11/03/2021,0,0,36059975,20021378,162364548,13531966,1824100,15056328,25338647,, -   ,4091491, -   ,, -   ,,,,,,508316591,,,,,,,,,,,,,,,,,,,,,,
12/03/2021,0,0,35238168,39429955,416360496,25255012,727642,7720204,25703794,,1887552,5097200,131607,,71356,,,,,,653903596,,,,,,,,,,,,,,,,,,,,,,
15/03/2021,0,0,45447073,109950640,538913654,3438730, -   ,12254816,32008749,, -   ,3010346,210194,, -   ,,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,
16/03/2021,0,0,5789000.13,99674702.85,521139611.9,1305145.93,5004717,20739724.78,53059871.2,, -   ,6570097.97,233650.75,,203816,,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,
17/03/2021,0,0,37175963,5058721,300354597,316063, -   ,19497968,9509516,, -   ,2690805,1344843,,951900,,,,,,745234202,,,,,,,,,,,,,,,,,,,,,,
18/03/2021,0,0,96023657,18330753,89855223,5904814, -   ,30160559,63141618,, -   ,5188383,16361083,,1969785,,,,,,713720338.5,,,,,,,,,,,,,,,,,,,,,,
19/03/2021,0,0,91368529,74297843,200877035,8365748,547776,34011743,130641755,,2934692,5909176,15439000,,32930336,,,,,,376900376,,,,,,,,,,,,,,,,,,,,,,
22/03/2021,0,0,68788854,82329431,328645677,96109920,24400000,11260907,187358223,, -   ,197549,200000,,17380530,,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,
23/03/2021,0,0,93497884,95725974,293254407,154409190,10000000,20992454,37700190,, -   ,3912675,4117900,,10266900,,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,
24/03/2021,0,0,137546010,29200624,161720854,23890029,2733845,24430102,75625510,, -   ,5781961,4585000,, -   ,,,,,,816671091,,,,,,,,,,,,,,,,,,,,,,
25/03/2021,0,0,29896838,115383604,197903910,17254863,9100,27917190,15295837,,1051,3867491, -   ,,116974,,,,,,723877574,,,,,,,,,,,,,,,,,,,,,,
26/03/2021,0,0,65271781,85854813,100330474,18142775,1211618,22420633,249019500,, -   ,3153831,626000,, -   ,,,,,,465513935,,,,,,,,,,,,,,,,,,,,,,
29/03/2021,0,0,66734254,143403727,321149991,8204023,1747333,20763544,219945989,, -   ,3786588,153300889,, -   ,,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,
30/03/2021,0,0,28681409,132125801,207800898,15301077,200000,93359243,192989840,,333968,3637595,211537868,,285767,,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,
31/03/2021,0,0,41577266,123442234,115737224,87478837, -   ,39754728,103586730,,2493150,296511,128733145,,272857,,,,,,939036338,,,,,,,,,,,,,,,,,,,,,,
01/04/2021,0,0,155968934,76103779,95372432,42639675, -   ,32111619,161910690,,5200136,937698,25921650,,384000,,,,,,886253466,,,,,,,,,,,,,,,,,,,,,,
06/04/2021,0,0,124365489,54996075,133961118,23142078, -   ,10646565,125406657,,3642450,58000,102843300,,518000,,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,
07/04/2021,0,0,54022326,42657393,24228063,25054899, -   ,8366265,210025794,,280228,2206201,1000000,,675496,,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,
08/04/2021,0,0,125173685,104624099,150702146,28578623,1902221,3750095,114166572,,2828258,884178,115413320,, -   ,,,,,,579579732,,,,,,,,,,,,,,,,,,,,,,
09/04/2021,0,0,138621616,160988884,63842563,1983603,1652556,10837338,167635376,,7259,328317,105222138,,10173,,,,,,368516665,,,,,,,,,,,,,,,,,,,,,,
12/04/2021,0,0,64682475,213375102,202567223,559344, -   ,26537146,22258291,35380528, -   ,147455,37337789,1066293,50000,,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,
13/04/2021,0,0,124650956,99135409,324463576,38322182,4150,37024432,137883162,130434446, -   ,462999,42162261, -   , -   ,,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,
14/04/2021,0,0,23978428,70330429,181172967,18905248, -   ,34746298,162590611,109883545, -   ,100000,53042308,169499, -   ,,28388334,,2050000,7000000,641399980,,,,,,,,,,,,,,,,,,,,,,
15/04/2021,0,0,67041518,96988036,133924953,27426491, -   ,28148046,87841895,82048183,5286777,413000,70438044,100000, -   ,,13964052,,17034,10000,948534659,,,,,,,,,,,,,,,,,,,,,,
16/04/2021,0,0,126035580,142028711,214850384,21013329, -   ,22062110,343808601,55927146, -   , -   ,22869002, -   ,235549,,5371691,,972256,2064338,663327618,,,,,,,,,,,,,,,,,,,,,,
19/04/2021,0,0,74453272,84362553,149912678,5293876,23710000,14948650,141661373,36169554,1606754,8135622,16962889,913012,10950000,,26626995,,177126,23449,781174705,,,,,,,,,,,,,,,,,,,,,,
20/04/2021,0,0,107338178,102344866,11520388,3867357, -   ,7876357,68964583,43315076, -   ,13791468,19133778, -   ,5992782,,60719235,, -   ,374908230,1432268543,,,,,,,,,,,,,,,,,,,,,,
21/04/2021,0,0,126504288,50392937,28271784,1050861, -   ,10381139,60434765,44358472,893300,14506753,5027013,3278998,608628,,66915267,,191043,66358627,702545170,,,,,,,,,,,,,,,,,,,,,,
22/04/2021,0,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,66709653,,1026200,67402432,519283118,,,,,,,,,,,,,,,,,,,,,,
23/04/2021,0,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,67205192,, -   ,85070000,497984130,,,,,,,,,,,,,,,,,,,,,,
26/04/2021,0,0,70385642,50768077,63010262,1197919, -   ,1748050,113580533,91443578,336298,2153627,86962748,9034741,8160999,,68298994,, -   ,15000000,433802872,,,,,,,,,,,,,,,,,,,,,,
27/04/2021,0,0,17141905,150768541,121180539,15710438, -   ,36364483,72404792,26908095,1901850,86896,15153576,1996062,5010,,44507116,,408000,21000000,542382206,,,,,,,,,,,,,,,,,,,,,,
28/04/2021,0,0,93520794,237978788,168832410,25042940,500000,4725114,55094434,22069297,1388650, -   ,18745794, -   ,49895,,13586783,, -   ,40000000,552369257,,,,,,,,,,,,,,,,,,,,,,
29/04/2021,0,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,358469,, -   ,32765700,492746356,,,,,,,,,,,,,,,,,,,,,,
30/04/2021,0,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,2551052,, -   ,14959961,645459129,,,,,,,,,,,,,,,,,,,,,,
04/05/2021,0,0,15881834,265003200,151746912,52951997, -   ,328592,55755447,30249497,310850,6029340,46229795, -   ,4775,,2961028,,975600,15016039,637292862,,,,,,,,,,,,,,,,,,,,,,
05/05/2021,0,0,35128097,204891633,90340974,122750627, -   ,11382158,48491896,15069308,7288544,969465,29026286, -   ,2837278,,21753729,, -   ,29602613,398372375,,,,,,,,,,,,,,,,,,,,,,
06/05/2021,0,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,57037517,,100000,14057156,695686912,,,,,,,,,,,,,,,,,,,,,,
07/05/2021,0,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,101366281,,28000,14716446,684286993,,,,,,,,,,,,,,,,,,,,,,
10/05/2021,0,0,136723673,105945959,129369572,17461657, -   ,38546300,90426131,125830154,4460746,5384208,10850000, -   ,1118568,,31372487,, -   ,34062457,345274851,,,,,,,,,,,,,,,,,,,,,,
11/05/2021,0,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,, -   ,,1677412,22743626,558304493,,,,,,,,,,,,,,,,,,,,,,
12/05/2021,0,0,46631129,142739048,164293426,34183621, -   ,253659,36854048,46061364,2635000,7883145,13596400, -   ,5028414,,923460,,92383,38353378,705486189,,,,,,,,,,,,,,,,,,,,,,
14/05/2021,0,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,63202294,,1059037,59384800,623805385,,,,,,,,,,,,,,,,,,,,,,
17/05/2021,0,0,38162494,86739881,211714596,3666188, -   ,4102764,229616271,14777232,5994487,5000000,9290705, -   ,183517,,53028349,,173582,12990554,505169772,,,,,,,,,,,,,,,,,,,,,,
18/05/2021,0,0,81498358.12,45502854.31,485445145.7,74856944.62, -   ,1018267.76,117146575.3,71108307.04,3109724.91,9783356.01,16551038.67, -   , -   ,,11630000,, -   ,13000000,389287174,,,,,,,,,,,,,,,,,,,,,,
19/05/2021,0,0,39545259,52869119,505820910,92860972, -   ,10427641,23183477,61595704,2472355,9638045,17955705,20000000, -   ,,13129558,, -   ,20973889,643351582,,,,,,,,,,,,,,,,,,,,,,
20/05/2021,0,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,16348509.56,,5337763.27,13559797.75,941266643,,,,,,,,,,,,,,,,,,,,,,
21/05/2021,0,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,65728200,,8040645,12436111,922574143,,,,,,,,,,,,,,,,,,,,,,
24/05/2021,0,0,22296347,103278983,163564275,539993,886677,9412979,77158221,9886251,229502,2021397,78000000,6777259, -   ,,67920134,,5000000,2786321,746592478,,,,,,,,,,,,,,,,,,,,,,
25/05/2021,0,0,33784380,120914911,244906918,393244,1820,7607226,17919287,25175602,800000,7162598,17084469,70346,2861158,,528530,,3869375,10005000,539063377,,,,,,,,,,,,,,,,,,,,,,
26/05/2021,0,0,14074854,108553583,187651601,34843905, -   ,102315682,34959905,39597786,4606884,7315787,43361503,17990,2163000,,62725,,10454794,35189000,519758403,,,,,,,,,,,,,,,,,,,,,,
27/05/2021,0,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,527475,,2352000,30825000,512386434,,,,,,,,,,,,,,,,,,,,,,
28/05/2021,0,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,333730,,1116000,4519427,585431637,,,,,,,,,,,,,,,,,,,,,,
31/05/2021,0,0,41339033,137366305,269057251,65327834, -   ,40119640,90380398,11244282, -   ,317000,556853, -   ,1569654,,25870982,,712000,106183000,611209923,,,,,,,,,,,,,,,,,,,,,,
01/06/2021,0,0,19626264,75276076,53873542,79583557, -   ,48121596,50043733,14134474, -   ,739413,5994739,468590,78572,,14616274,,35000,23053904,455503696,,,,,,,,,,,,,,,,,,,,,,
02/06/2021,0,0,29463192,46608168,212883864,67681479,100000,50648674,82160009,21765164, -   ,73923,11290249,2062570,98572,,2832092,, -   ,80862020,740972362,,,,,,,,,,,,,,,,,,,,,,
03/06/2021,0,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,13672509,, -   , -   ,361613065,,,,,,,,,,,,,,,,,,,,,,
04/06/2021,0,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,24832104,,1000,10850797,560519765,,,,,,,,,,,,,,,,,,,,,,
07/06/2021,0,0,85384541,177697444,257643691,38358641, -   ,47853426,64536909,23230189, -   ,277693,7035498,710040,118000,,10702200,,1813,15850797,648622760,,,,,,,,,,,,,,,,,,,,,,
08/06/2021,0,0,207834360,177180511,201516903,80242735, -   ,109314799,85711992,23462000,2827600,192297,3623680,5000000,799928,,5983800,,4317813,6058969,422483606,,,,,,,,,,,,,,,,,,,,,,
09/06/2021,0,0,160007905,110676692,201711301,75171444,11500000,94196798,276952623,11130746, -   ,508501,36249748,10000000,1550,,6187500,,2317813, -   ,711351385,,,,,,,,,,,,,,,,,,,,,,
10/06/2021,0,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,5929024,,2317813, -   ,905953642,,,,,,,,,,,,,,,,,,,,,,
11/06/2021,0,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,2120431,,1043,3306936,993535718,,,,,,,,,,,,,,,,,,,,,,
14/06/2021,0,0,72250374,21751394,151555984,23509160, -   ,143535939,125747914,40035612, -   ,126119,87025215, -   ,444572,,21701720,,473582,2000432,785929752,,,,,,,,,,,,,,,,,,,,,,
15/06/2021,0,0,8916283,47187613,191837221,62062085, -   ,41250426,116872555,30354303, -   ,10100,93159217, -   ,978000,,248000000,,400000,339813638,1894641688,,,,,,,,,,,,,,,,,,,,,,
16/06/2021,0,0,174665327,2307938,96553397,14185853, -   ,23877408,105710907,15910914,920232,137908,91022203, -   ,42000,,188800610,, -   ,297942822,1152725715,,,,,,,,,,,,,,,,,,,,,,
17/06/2021,0,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,87152986,, -   ,109968550,789749339,,,,,,,,,,,,,,,,,,,,,,
18/06/2021,0,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,61442986,,170000,122097469,709044542,,,,,,,,,,,,,,,,,,,,,,
21/06/2021, -   , -   ,22688606,18955962,157718469,4943701,  -    ,27622199,39225481,1222219,68600000,54132722,3833622,  -    ,6039678,,4053500,, -   ,45551356,790855403,,,,,,,,,,,,,,,,,,,,,,
22/06/2021,0,0,42967189,37487971,128348999,5862979, -   ,13394045,66983593,917558,538475,10745970,7588815,104000,100000,,808318,, -   ,14394829,495083083,,,,,,,,,,,,,,,,,,,,,,
23/06/2021,0,0,42173435,49026258,77427871,68986, -   ,615765,56977995,3718904,249545,5257864,1761499, -   ,1051642,,15161731,,161000,12531529,432836919,,,,,,,,,,,,,,,,,,,,,,
24/06/2021,0,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,4603159,, -   ,75265000,394907753,,,,,,,,,,,,,,,,,,,,,,
25/06/2021,0,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,88246046,, -   ,40144835,366720645,,,,,,,,,,,,,,,,,,,,,,
28/06/2021,0,0,36451070,84774991,195764926,29283818, -   ,21286016,172918637,13361264,278215,12046424,11701812,3750588,45000,,83755438,, -   ,23386676,656710939,,,,,,,,,,,,,,,,,,,,,,
29/06/2021,0,0,25876908,224924343,269011871,52760318, -   ,27632966,31088280,11200000, -   ,6630572,10525000,14000, -   ,,34462625,,326000,125638807,1477863592,,,,,,,,,,,,,,,,,,,,,,
30/06/2021,0,0,10831395,261473862,196232318,17709655, -   ,17716021,57610013,6539273, -   ,48513876,10524763, -   , -   ,,83404045,,11299,73696510,738774615,,,,,,,,,,,,,,,,,,,,,,
01/07/2021,0,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,26910000,,947006,24342061,711863325,,,,,,,,,,,,,,,,,,,,,,
02/07/2021,0,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,12025937,,45000,158024941,797247054,,,,,,,,,,,,,,,,,,,,,,
05/07/2021,0,0,134040885,123993039,29505722,2958931, -   ,35631920,86973747,37951507,70129226,678090,6000000, -   ,118500,,11937610,,135000,23577643,592987269,,,,,,,,,,,,,,,,,,,,,,
06/07/2021,0,0,74852122,262423233,26329203,6894132, -   ,36806628,168713806,202143607,3639257,54522839,89310000, -   , -   ,,7914000,,276695330,20211480,813116320,,,,,,,,,,,,,,,,,,,,,,
07/07/2021,0,0,215330383,214400963,96046283,45304988,95000000,12639712,250607107,54085493,3732473,5892038,41550586,6604961, -   ,,2670041,, -   ,2812377,533463985,,,,,,,,,,,,,,,,,,,,,,
08/07/2021,0,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,12514664,, -   ,6950383,945099874,,,,,,,,,,,,,,,,,,,,,,
09/07/2021,0,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,22200000,,18000000,11058852,1092453839,,,,,,,,,,,,,,,,,,,,,,
12/07/2021,0,0,29505827,152877161,94614960,98979281, -   ,456595,177621336,121141248,3298491,803661,17050915,7237,1277,,5052196,,10500000,3059,795081476,,,,,,,,,,,,,,,,,,,,,,
13/07/2021,0,0,88139277,272299628,62615331,19272747, -   ,4672606,55928379,25833866,530076,2205171,540000,10658900,25654000,,27946130,, -   ,11610000,724319067,,,,,,,,,,,,,,,,,,,,,,
14/07/2021,0,0,146623421,213380115,92607955,2895123,50000000,26766799,135569011,9034327, -   ,3197112,600000,7613262,24828058,,27303633,,68627,3234492,726964741,,,,,,,,,,,,,,,,,,,,,,
15/07/2021,0,0,88139277,272299628,62615331,19272747,0,4672606,55928379,25833866,530076,2205171,540000,10658900,25654000,,121526536,,0,2000000,691876517,,,,,,,,,,,,,,,,,,,,,,
16/07/2021,0,0,146623421,213380115,92607955,2895123,50000000,26766799,135569011,9034327,0,3197112,600000,7613262,24828058,,65658891,,0,13823,778787897,,,,,,,,,,,,,,,,,,,,,,
19/07/2021,0,0,30345482,91408846,78057231,20199101,70000000,26110807,193839614,12291822,249320,12506567,5423161,4914823,259607,,13086000,,760000,39507825,598960206,,,,,,,,,,,,,,,,,,,,,,
21/07/2021,0,0,124720679,244520117,208921661,11927909,0,3834868,72393118,915359,275480,2567208,3085169,0,,52200479,446368,0,299250,8883230,734990895,,,,,,,,,,,,,,,,,,,,,,
22/07/2021,0,0,2229619,52005770,111282679,16046787,45000000,45247503,67490173,15086287,275480,41209360,294505,0,8000,56278080,,0,260000,30009573,482723816,,,,,,,,,,,,,,,,,,,,,,
23/07/2021,0,0,60202751,122556420,90348984,6299088,50000000,35815779,98117514,22582418,0,943824,1385300,1451879,2005000,30687849,38590923,0,250000,5151582,566389311,,,,,,,,,,,,,,,,,,,,,,
26/07/2021,0,0,7122928,128714253,306862808,804621,20000000,3361000,260444076,154416685,0,34030910,665000,1150318,1015000,46461525,8403614,0,74900,10167013,983694651,,,,,,,,,,,,,,,,,,,,,,
27/07/2021,0,0,52821024,513099039,144491714,1295640,2600000,1317940,271282524,121499340,0,33464686,1000000,0,188071,72227037,18850909,0,20000,10910050,1245067974,,,,,,,,,,,,,,,,,,,,,,
28/07/2021,0,0,49159060,113588384,162880240,10402868,0,559544,365295837,46099348,0,24526480,500000,0,1274855,18757700,27480000,0,151034,28191576,848866926,,,,,,,,,,,,,,,,,,,,,,
29/07/2021,0,0,17620688,44614663,136882768,37845197,220000,12578127,484720227,61871411,0,24825914,3093071,97903,634987,26620713,48780000,0,1563500,17349434,919318603,,,,,,,,,,,,,,,,,,,,,,
30/07/2021,0,0,30997630,98745876,132526859,15500375,0,28085990,418265334,55169441,3018020,25847898,3092822,0,864000,19112648,71917751,0,17150,59253070,962414864,,,,,,,,,,,,,,,,,,,,,,
02/08/2021,0,0,30200558,85077221,183660662,1508770,0,28836398,196134255,8611299,0,16646275,7700000,0,35000,5905207,54746227,0,0,0,619061872,,,,,,,,,,,,,,,,,,,,,,
03/08/2021,0,0,5347794,108183854,333401567,811149,0,6507111,259843870,61596862,0,13856156,147211,0,1011500,9836134,37465792,0,277000,1555000,839841000,,,,,,,,,,,,,,,,,,,,,,
05/08/2021,0,0,12882938,83185199,399777512,50451224,0,15683665,260568598,69080462,0,16078616,,0,1021000,977717,4083000,0,2570000,2146385,918506316,,,,,,,,,,,,,,,,,,,,,,
06/08/2021,0,0,199928,130930297,117705511,10250000,0,20212674,125906455,18937132,0,39638698,255000,0,25036323,830364,8932798,0,0,0,498835180,,,,,,,,,,,,,,,,,,,,,,
