Trade Date,Currency,Pairs code,Buying,Selling,Mid Rate,
28-Apr-17,USD,USDGHS,4.1846,4.1887,4.1867,
28-Apr-17,Pound Sterling,GBPGHS,5.4128,5.4198,5.4163,
28-Apr-17,Euro,EURGHS,4.5593,4.5629,4.5611,
02-May-17,USD,USDGHS,4.1866,4.1907,4.1887,
02-May-17,Pound Sterling,GBPGHS,5.4082,5.4152,5.4117,
02-May-17,Euro,EURGHS,4.5659,4.5687,4.5673,
03-May-17,USD,USDGHS,4.1814,4.1855,4.1835,
03-May-17,Pound Sterling,GBPGHS,5.4003,5.406,5.4032,
03-May-17,Euro,EURGHS,4.5672,4.5705,4.5689,
04-May-17,USD,USDGHS,4.1904,4.1946,4.1925,
04-May-17,Pound Sterling,GBPGHS,5.4065,5.4123,5.4094,
04-May-17,Euro,EURGHS,4.5833,4.5871,4.5852,
05-May-17,USD,USDGHS,4.1913,4.1955,4.1934,
05-May-17,Pound Sterling,GBPGHS,5.4307,5.4378,5.4343,
05-May-17,Euro,EURGHS,4.6073,4.611,4.6092,
05-May-17,USD,USDGHS,4.1913,4.1955,4.1934,
05-May-17,Pound Sterling,GBPGHS,5.4307,5.4378,5.4343,
05-May-17,Euro,EURGHS,4.6073,4.611,4.6092,
05-May-17,USD,USDGHS,4.1913,4.1955,4.1934,
05-May-17,Pound Sterling,GBPGHS,5.4307,5.4378,5.4343,
05-May-17,Euro,EURGHS,4.6073,4.611,4.6092,
08-May-17,USD,USDGHS,4.1934,4.1976,4.1955,
08-May-17,Pound Sterling,GBPGHS,5.4229,5.4309,5.4269,
08-May-17,Euro,EURGHS,4.5821,4.5857,4.5839,
09-May-17,USD,USDGHS,4.1958,4.2,4.1979,
09-May-17,Pound Sterling,GBPGHS,5.4289,5.4361,5.4325,
09-May-17,Euro,EURGHS,4.5683,4.5712,4.5698,
10-May-17,USD,USDGHS,4.1962,4.2004,4.1983,
10-May-17,Pound Sterling,GBPGHS,5.4295,5.4353,5.4324,
10-May-17,Euro,EURGHS,4.5591,4.5633,4.5612,
15-May-17,USD,USDGHS,4.2149,4.2191,4.217,
15-May-17,Pound Sterling,GBPGHS,5.4444,5.4507,5.4476,
15-May-17,Euro,EURGHS,4.628,4.6302,4.6291,
16-May-17,USD,USDGHS,4.2278,4.232,4.2299,
16-May-17,Pound Sterling,GBPGHS,5.4598,5.4656,5.4627,
16-May-17,Euro,EURGHS,4.6841,4.6871,4.6856,
17-May-17,USD,USDGHS,4.2371,4.2413,4.2392,
17-May-17,Pound Sterling,GBPGHS,5.4879,5.4946,5.4913,
17-May-17,Euro,EURGHS,4.7216,4.7261,4.7239,
18-May-17,USD,USDGHS,4.2391,4.2434,4.2413,
18-May-17,Pound Sterling,GBPGHS,5.5146,5.5215,5.5181,
18-May-17,Euro,EURGHS,4.7198,4.7249,4.7224,
19-May-17,USD,USDGHS,4.2463,4.2505,4.2484,
19-May-17,Pound Sterling,GBPGHS,5.5308,5.538,5.5344,
19-May-17,Euro,EURGHS,4.754,4.7577,4.7559,
22-May-17,USD,USDGHS,4.2608,4.265,4.2629,
22-May-17,Pound Sterling,GBPGHS,5.539,5.5449,5.542,
22-May-17,Euro,EURGHS,4.7858,4.7896,4.7877,
23-May-17,USD,USDGHS,4.3003,4.3046,4.3025,
23-May-17,Pound Sterling,GBPGHS,5.5809,5.5891,5.585,
23-May-17,Euro,EURGHS,4.8295,4.8332,4.8314,
24-May-17,USD,USDGHS,4.301,4.3054,4.3032,
24-May-17,Pound Sterling,GBPGHS,5.5689,5.5772,5.5731,
24-May-17,Euro,EURGHS,4.812,4.815,4.8135,
26-May-17,USD,USDGHS,4.3024,4.3067,4.3046,
26-May-17,Pound Sterling,GBPGHS,5.5032,5.5091,5.5062,
26-May-17,Euro,EURGHS,4.8084,4.811,4.8097,
29-May-17,USD,USDGHS,4.2967,4.301,4.2989,
29-May-17,Pound Sterling,GBPGHS,5.5165,5.5238,5.5202,
29-May-17,Euro,EURGHS,4.8041,4.8087,4.8064,
30-May-17,USD,USDGHS,4.2954,4.2998,4.2976,
30-May-17,Pound Sterling,GBPGHS,5.5247,5.5313,5.528,
30-May-17,Euro,EURGHS,4.8016,4.806,4.8038,
31-May-17,USD,USDGHS,4.2835,4.2878,4.2857,
31-May-17,Pound Sterling,GBPGHS,5.5326,5.5394,5.536,
31-May-17,Euro,EURGHS,4.8202,4.824,4.8221,
05-Jun-17,USD,USDGHS,4.2909,4.2952,4.2931,
05-Jun-17,Pound Sterling,GBPGHS,5.5468,5.5528,5.5498,
05-Jun-17,Euro,EURGHS,4.828,4.8323,4.8302,
13-Jun-17,USD,USDGHS,4.3353,4.3397,4.3375,
13-Jun-17,Pound Sterling,GBPGHS,5.5193,5.5266,5.523,
13-Jun-17,Euro,EURGHS,4.8624,4.8667,4.8646,
14-Jun-17,USD,USDGHS,4.3365,4.3408,4.3387,
14-Jun-17,Pound Sterling,GBPGHS,5.5459,5.5532,5.5496,
14-Jun-17,Euro,EURGHS,4.8915,4.8953,4.8934,
15-Jun-17,USD,USDGHS,4.3373,4.3417,4.3395,
15-Jun-17,Pound Sterling,GBPGHS,5.5322,5.5391,5.5357,
15-Jun-17,Euro,EURGHS,4.8384,4.8432,4.8408,
16-Jun-17,USD,USDGHS,4.3402,4.3444,4.3423,
16-Jun-17,Pound Sterling,GBPGHS,5.5524,5.5582,5.5553,
16-Jun-17,Euro,EURGHS,4.8599,4.8641,4.862,
19-Jun-17,USD,USDGHS,4.3422,4.3464,4.3443,
19-Jun-17,Pound Sterling,GBPGHS,5.538,5.5443,5.5412,
19-Jun-17,Euro,EURGHS,4.8524,4.8553,4.8539,
20-Jun-17,USD,USDGHS,4.343,4.3472,4.3451,
20-Jun-17,Pound Sterling,GBPGHS,5.4852,5.4909,5.4881,
20-Jun-17,Euro,EURGHS,4.8375,4.8404,4.839,
21-Jun-17,USD,USDGHS,4.343,4.3472,4.3451,
21-Jun-17,Pound Sterling,GBPGHS,5.4852,5.4909,5.4881,
21-Jun-17,Euro,EURGHS,4.8375,4.8404,4.839,
22-Jun-17,USD,USDGHS,4.351,4.3554,4.3532,
22-Jun-17,Pound Sterling,GBPGHS,5.5092,5.5161,5.5127,
23-Jun-17,USD,USDGHS,4.3518,4.3562,4.354,
23-Jun-17,Pound Sterling,GBPGHS,5.5372,5.5441,5.5407,
23-Jun-17,Euro,EURGHS,4.873,4.877,4.875,
27-Jun-17,USD,USDGHS,4.355,4.3592,4.3571,
27-Jun-17,Pound Sterling,GBPGHS,5.5626,5.5697,5.5662,
27-Jun-17,Euro,EURGHS,4.9153,4.9194,4.9174,
28-Jun-17,USD,USDGHS,4.3577,4.3619,4.3598,
28-Jun-17,Pound Sterling,GBPGHS,5.6376,5.6443,5.641,
28-Jun-17,Euro,EURGHS,4.9517,4.9551,4.9534,
29-Jun-17,USD,USDGHS,4.3596,4.364,4.3618,
29-Jun-17,Pound Sterling,GBPGHS,5.6614,5.6684,5.6649,
29-Jun-17,Euro,EURGHS,4.9836,4.9858,4.9847,
30-Jun-17,USD,USDGHS,4.3608,4.365,4.3629,
30-Jun-17,Pound Sterling,GBPGHS,5.6621,5.668,5.6651,
30-Jun-17,Euro,EURGHS,4.9737,4.9763,4.975,
04-Jul-17,USD,USDGHS,4.3608,4.365,4.3629,
04-Jul-17,Pound Sterling,GBPGHS,5.6346,5.6405,5.6376,
05-Jul-17,USD,USDGHS,4.3618,4.3662,4.364,
05-Jul-17,Pound Sterling,GBPGHS,5.6368,5.6429,5.6399,
05-Jul-17,Euro,EURGHS,4.9424,4.9447,4.9436,
06-Jul-17,USD,USDGHS,4.3623,4.3667,4.3645,
06-Jul-17,Pound Sterling,GBPGHS,5.6531,5.6614,5.6573,
06-Jul-17,Euro,EURGHS,4.9754,4.9801,4.9778,
07-Jul-17,USD,USDGHS,4.3623,4.3667,4.3645,
07-Jul-17,Pound Sterling,GBPGHS,5.6165,5.6239,5.6202,
07-Jul-17,Euro,EURGHS,4.9677,4.9734,4.9706,
10-Jul-17,USD,USDGHS,4.3627,4.3671,4.3649,
10-Jul-17,Pound Sterling,GBPGHS,5.6117,5.6191,5.6154,
10-Jul-17,Euro,EURGHS,4.9701,4.974,4.9721,
11-Jul-17,USD,USDGHS,4.354,4.3583,4.3562,
11-Jul-17,Pound Sterling,GBPGHS,5.5914,5.5987,5.5951,
11-Jul-17,Euro,EURGHS,4.9728,4.977,4.9749,
12-Jul-17,USD,USDGHS,4.3551,4.3595,4.3573,
12-Jul-17,Pound Sterling,GBPGHS,5.6115,5.619,5.6153,
12-Jul-17,Euro,EURGHS,4.969,4.9739,4.9715,
13-Jul-17,USD,USDGHS,4.3563,4.3607,4.3585,
13-Jul-17,Pound Sterling,GBPGHS,5.6327,5.6397,5.6362,
13-Jul-17,Euro,EURGHS,4.9684,4.972,4.9702,
14-Jul-17,USD,USDGHS,4.358,4.3624,4.3602,
14-Jul-17,Pound Sterling,GBPGHS,5.6968,5.703,5.6999,
14-Jul-17,Euro,EURGHS,4.9862,4.989,4.9876,
17-Jul-17,USD,USDGHS,4.3593,4.3636,4.3615,
17-Jul-17,Pound Sterling,GBPGHS,5.6941,5.701,5.6976,
17-Jul-17,Euro,EURGHS,5.0019,5.0049,5.0034,
18-Jul-17,USD,USDGHS,4.3616,4.366,4.3638,
18-Jul-17,Pound Sterling,GBPGHS,5.6766,5.6841,5.6804,
18-Jul-17,Euro,EURGHS,5.0504,5.0534,5.0519,
19-Jul-17,USD,USDGHS,4.3678,4.3721,4.37,
19-Jul-17,Pound Sterling,GBPGHS,5.6904,5.6968,5.6936,
19-Jul-17,Euro,EURGHS,5.0317,5.0343,5.033,
20-Jul-17,USD,USDGHS,4.3682,4.3724,4.3703,
20-Jul-17,Pound Sterling,GBPGHS,5.6664,5.6745,5.6705,
20-Jul-17,Euro,EURGHS,5.0856,5.0897,5.0877,
21-Jul-17,USD,USDGHS,4.37,4.3744,4.3722,
21-Jul-17,Pound Sterling,GBPGHS,5.6666,5.674,5.6703,
21-Jul-17,Euro,EURGHS,5.0926,5.0966,5.0946,
24-Jul-17,USD,USDGHS,4.3708,4.3751,4.373,
24-Jul-17,Pound Sterling,GBPGHS,5.7008,5.7078,5.7043,
24-Jul-17,Euro,EURGHS,5.0887,5.0926,5.0907,
25-Jul-17,USD,USDGHS,4.3725,4.3769,4.3747,
25-Jul-17,Pound Sterling,GBPGHS,5.7065,5.7145,5.7105,
25-Jul-17,Euro,EURGHS,5.1088,5.1132,5.111,
26-Jul-17,Euro,EURGHS,4.1818,4.1853,4.1836,
26-Jul-17,USD,USDGHS,4.3728,4.3772,4.375,
26-Jul-17,Pound Sterling,GBPGHS,5.7056,5.7118,5.7087,
26-Jul-17,Euro,EURGHS,5.0875,5.0912,5.0894,
27-Jul-17,USD,USDGHS,4.3756,4.38,4.3778,
27-Jul-17,Pound Sterling,GBPGHS,5.725,5.7317,5.7284,
27-Jul-17,Euro,EURGHS,5.1066,5.1093,5.108,
28-Jul-17,USD,USDGHS,4.37,4.3743,4.3722,
28-Jul-17,Pound Sterling,GBPGHS,5.7339,5.74,5.737,
28-Jul-17,Euro,EURGHS,5.1374,5.141,5.1392,
31-Jul-17,USD,USDGHS,4.3721,4.3765,4.3743,
31-Jul-17,Pound Sterling,GBPGHS,5.7589,5.7665,5.7627,
31-Jul-17,Euro,EURGHS,5.1548,5.1597,5.1573,
01-Aug-17,USD,USDGHS,4.3732,4.3776,4.3754,
01-Aug-17,Pound Sterling,GBPGHS,5.7862,5.7938,5.79,
01-Aug-17,Euro,EURGHS,5.1662,5.1698,5.168,
02-Aug-17,USD,USDGHS,4.3732,4.3776,4.3754,
02-Aug-17,Pound Sterling,GBPGHS,5.7844,5.7916,5.788,
02-Aug-17,Euro,EURGHS,5.1878,5.1928,5.1903,
03-Aug-17,USD,USDGHS,4.3728,4.3772,4.375,
03-Aug-17,Pound Sterling,GBPGHS,5.7467,5.7547,5.7507,
03-Aug-17,Euro,EURGHS,5.196,5.2013,5.1987,
04-Aug-17,Pound Sterling,GBPGHS,5.7019,5.7093,5.7056,
04-Aug-17,Euro,EURGHS,5.1438,5.1473,5.1456,
04-Aug-17,USD,USDGHS,4.3736,4.378,4.3758,
04-Aug-17,Pound Sterling,GBPGHS,5.7019,5.7093,5.7056,
04-Aug-17,Euro,EURGHS,5.1438,5.1473,5.1456,
07-Aug-17,USD,USDGHS,4.3742,4.3786,4.3764,
07-Aug-17,Pound Sterling,GBPGHS,5.6935,5.7009,5.6972,
07-Aug-17,Euro,EURGHS,5.1548,5.1583,5.1566,
08-Aug-17,USD,USDGHS,4.3742,4.3786,4.3764,
08-Aug-17,Pound Sterling,GBPGHS,5.6716,5.679,5.6753,
08-Aug-17,Euro,EURGHS,5.1354,5.1389,5.1372,
09-Aug-17,USD,USDGHS,4.3739,4.3783,4.3761,
09-Aug-17,Pound Sterling,GBPGHS,5.683,5.6905,5.6868,
09-Aug-17,Euro,EURGHS,5.1309,5.1363,5.1336,
10-Aug-17,USD,USDGHS,4.3739,4.3783,4.3761,
10-Aug-17,Pound Sterling,GBPGHS,5.6804,5.6874,5.6839,
10-Aug-17,Euro,EURGHS,5.1402,5.1437,5.142,
14-Aug-17,USD,USDGHS,4.3786,4.383,4.3808,
14-Aug-17,Pound Sterling,GBPGHS,5.6856,5.6931,5.6894,
14-Aug-17,Euro,EURGHS,5.1608,5.1643,5.1626,
15-Aug-17,USD,USDGHS,4.3816,4.386,4.3838,
15-Aug-17,Pound Sterling,GBPGHS,5.6304,5.6382,5.6343,
15-Aug-17,Euro,EURGHS,5.1353,5.1397,5.1375,
16-Aug-17,USD,USDGHS,4.3826,4.387,4.3848,
16-Aug-17,Pound Sterling,GBPGHS,5.6369,5.643,5.64,
16-Aug-17,Euro,EURGHS,5.1305,5.1328,5.1317,
17-Aug-17,USD,USDGHS,4.3836,4.388,4.3858,
17-Aug-17,Pound Sterling,GBPGHS,5.6474,5.6544,5.6509,
17-Aug-17,Euro,EURGHS,5.1443,5.1492,5.1468,
18-Aug-17,USD,USDGHS,4.3841,4.3885,4.3863,
18-Aug-17,Pound Sterling,GBPGHS,5.6296,5.6375,5.6336,
18-Aug-17,Euro,EURGHS,5.1483,5.154,5.1512,
21-Aug-17,USD,USDGHS,4.3832,4.3876,4.3854,
21-Aug-17,Pound Sterling,GBPGHS,5.6561,5.6626,5.6594,
21-Aug-17,Euro,EURGHS,5.1753,5.1794,5.1774,
22-Aug-17,USD,USDGHS,4.3861,4.3905,4.3883,
22-Aug-17,Pound Sterling,GBPGHS,5.6203,5.6282,5.6243,
22-Aug-17,Euro,EURGHS,5.1568,5.162,5.1594,
23-Aug-17,USD,USDGHS,4.3872,4.3916,4.3894,
23-Aug-17,Pound Sterling,GBPGHS,5.6134,5.6199,5.6167,
23-Aug-17,Euro,EURGHS,5.1808,5.1844,5.1826,
24-Aug-17,USD,USDGHS,4.3929,4.3973,4.3951,
24-Aug-17,Pound Sterling,GBPGHS,5.6242,5.6303,5.6273,
24-Aug-17,Euro,EURGHS,5.1812,5.1859,5.1836,
25-Aug-17,USD,USDGHS,4.3962,4.4006,4.3984,
25-Aug-17,Pound Sterling,GBPGHS,5.6632,5.6697,5.6665,
25-Aug-17,Euro,EURGHS,5.2157,5.2203,5.218,
28-Aug-17,USD,USDGHS,4.3968,4.4012,4.399,
28-Aug-17,Pound Sterling,GBPGHS,5.6798,5.6864,5.6831,
28-Aug-17,Euro,EURGHS,5.2644,5.2676,5.266,
29-Aug-17,USD,USDGHS,4.3968,4.4012,4.399,
29-Aug-17,Pound Sterling,GBPGHS,5.6842,5.6916,5.6879,
29-Aug-17,Euro,EURGHS,5.2832,5.2867,5.285,
30-Aug-17,USD,USDGHS,4.3967,4.4011,4.3989,
30-Aug-17,Pound Sterling,GBPGHS,5.6783,5.6845,5.6814,
30-Aug-17,Euro,EURGHS,5.2383,5.2415,5.2399,
31-Aug-17,USD,USDGHS,4.3972,4.4016,4.3994,
31-Aug-17,Pound Sterling,GBPGHS,5.6592,5.6666,5.6629,
31-Aug-17,Euro,EURGHS,5.2197,5.2232,5.2215,
04-Sep-17,USD,USDGHS,4.3972,4.4016,4.3994,
04-Sep-17,Pound Sterling,GBPGHS,5.6961,5.7027,5.6994,
04-Sep-17,Euro,EURGHS,5.2349,5.2386,5.2368,
05-Sep-17,USD,USDGHS,4.3977,4.4021,4.3999,
05-Sep-17,Pound Sterling,GBPGHS,5.7148,5.7223,5.7186,
05-Sep-17,Euro,EURGHS,5.2381,5.2431,5.2406,
06-Sep-17,USD,USDGHS,4.3999,4.4043,4.4021,
06-Sep-17,Pound Sterling,GBPGHS,5.7463,5.7542,5.7503,
06-Sep-17,Euro,EURGHS,5.2516,5.256,5.2538,
07-Sep-17,USD,USDGHS,4.3998,4.4042,4.402,
07-Sep-17,Pound Sterling,GBPGHS,5.762,5.7695,5.7658,
07-Sep-17,Euro,EURGHS,5.2843,5.2878,5.2861,
08-Sep-17,USD,USDGHS,4.4005,4.4049,4.4027,
08-Sep-17,Pound Sterling,GBPGHS,5.8029,5.8092,5.8061,
08-Sep-17,Euro,EURGHS,5.2942,5.2979,5.2961,
11-Sep-17,USD,USDGHS,4.4022,4.4066,4.4044,
11-Sep-17,Pound Sterling,GBPGHS,5.8043,5.8105,5.8074,
11-Sep-17,Euro,EURGHS,5.2757,5.2804,5.2781,
12-Sep-17,USD,USDGHS,4.4028,4.4073,4.4051,
12-Sep-17,Pound Sterling,GBPGHS,5.8412,5.8489,5.8451,
12-Sep-17,Euro,EURGHS,5.2647,5.2707,5.2677,
13-Sep-17,USD,USDGHS,4.403,4.4074,4.4052,
13-Sep-17,Pound Sterling,GBPGHS,5.8243,5.8305,5.8274,
13-Sep-17,Euro,EURGHS,5.2476,5.2509,5.2493,
14-Sep-17,USD,USDGHS,4.403,4.4074,4.4052,
14-Sep-17,Pound Sterling,GBPGHS,5.8771,5.8834,5.8803,
14-Sep-17,Euro,EURGHS,5.2292,5.233,5.2311,
15-Sep-17,USD,USDGHS,4.4031,4.4075,4.4053,
15-Sep-17,Pound Sterling,GBPGHS,5.9825,5.9898,5.9862,
15-Sep-17,Euro,EURGHS,5.2691,5.2736,5.2714,
18-Sep-17,USD,USDGHS,4.4045,4.4089,4.4067,
18-Sep-17,Pound Sterling,GBPGHS,5.9672,5.9749,5.9711,
18-Sep-17,Euro,EURGHS,5.2658,5.2703,5.2681,
19-Sep-17,USD,USDGHS,4.4052,4.4096,4.4074,
19-Sep-17,Pound Sterling,GBPGHS,5.9558,5.9622,5.959,
19-Sep-17,Euro,EURGHS,5.2762,5.2782,5.2772,
20-Sep-17,USD,USDGHS,4.4054,4.4098,4.4076,
20-Sep-17,Pound Sterling,GBPGHS,5.9693,5.977,5.9732,
20-Sep-17,Euro,EURGHS,5.2845,5.288,5.2863,
22-Sep-17,USD,USDGHS,4.4055,4.4099,4.4077,
22-Sep-17,Pound Sterling,GBPGHS,5.9672,5.9745,5.9709,
22-Sep-17,Euro,EURGHS,5.2765,5.2811,5.2788,
25-Sep-17,USD,USDGHS,4.4051,4.4095,4.4073,
25-Sep-17,Pound Sterling,GBPGHS,5.95,5.9577,5.9539,
25-Sep-17,Euro,EURGHS,5.2353,5.2389,5.2371,
26-Sep-17,USD,USDGHS,4.4013,4.4057,4.4035,
26-Sep-17,Pound Sterling,GBPGHS,5.9145,5.9221,5.9183,
26-Sep-17,Euro,EURGHS,5.189,5.1926,5.1908,
27-Sep-17,USD,USDGHS,4.3997,4.4041,4.4019,
27-Sep-17,Pound Sterling,GBPGHS,5.893,5.9006,5.8968,
27-Sep-17,Euro,EURGHS,5.1661,5.1696,5.1679,
28-Sep-17,USD,USDGHS,4.3996,4.404,4.4018,
28-Sep-17,Pound Sterling,GBPGHS,5.9117,5.9185,5.9151,
28-Sep-17,Euro,EURGHS,5.1835,5.1885,5.186,
29-Sep-17,USD,USDGHS,4.3922,4.3966,4.3944,
29-Sep-17,Pound Sterling,GBPGHS,5.8926,5.8998,5.8962,
29-Sep-17,Euro,EURGHS,5.1922,5.1958,5.194,
02-Oct-17,USD,USDGHS,4.392,4.3964,4.3942,
02-Oct-17,Pound Sterling,GBPGHS,5.8317,5.8393,5.8355,
02-Oct-17,Euro,EURGHS,5.1622,5.1657,5.164,
03-Oct-17,USD,USDGHS,4.3927,4.3971,4.3949,
03-Oct-17,Pound Sterling,GBPGHS,5.8199,5.8275,5.8237,
03-Oct-17,Euro,EURGHS,5.1682,5.1712,5.1697,
03-Oct-17,USD,USDGHS,4.3927,4.3971,4.3949,
03-Oct-17,Pound Sterling,GBPGHS,5.8199,5.8275,5.8237,
03-Oct-17,Euro,EURGHS,5.1682,5.1712,5.1697,
05-Oct-17,USD,USDGHS,4.3915,4.3959,4.3937,
05-Oct-17,Pound Sterling,GBPGHS,5.7687,5.7762,5.7725,
05-Oct-17,Euro,EURGHS,5.1511,5.1555,5.1533,
06-Oct-17,USD,USDGHS,4.3876,4.3919,4.3898,
06-Oct-17,Pound Sterling,GBPGHS,5.7298,5.7367,5.7333,
06-Oct-17,Euro,EURGHS,5.1513,5.1538,5.1526,
09-Oct-17,USD,USDGHS,4.3876,4.3919,4.3898,
09-Oct-17,Pound Sterling,GBPGHS,5.7618,5.7679,5.7649,
09-Oct-17,Euro,EURGHS,5.1523,5.1545,5.1534,
10-Oct-17,USD,USDGHS,4.387,4.3914,4.3892,
10-Oct-17,Pound Sterling,GBPGHS,5.7873,5.7949,5.7911,
10-Oct-17,Euro,EURGHS,5.1788,5.1837,5.1813,
11-Oct-17,USD,USDGHS,4.3768,4.3812,4.379,
11-Oct-17,Pound Sterling,GBPGHS,5.7686,5.7762,5.7724,
11-Oct-17,Euro,EURGHS,5.182,5.1874,5.1847,
12-Oct-17,USD,USDGHS,4.3752,4.3796,4.3774,
12-Oct-17,Pound Sterling,GBPGHS,5.7595,5.7671,5.7633,
12-Oct-17,Euro,EURGHS,5.1841,5.1881,5.1861,
13-Oct-17,USD,USDGHS,4.3761,4.3805,4.3783,
13-Oct-17,Pound Sterling,GBPGHS,5.8158,5.8243,5.8201,
13-Oct-17,Euro,EURGHS,5.1784,5.1836,5.181,
16-Oct-17,USD,USDGHS,4.3732,4.3776,4.3754,
16-Oct-17,Pound Sterling,GBPGHS,5.8072,5.8139,5.8106,
16-Oct-17,Euro,EURGHS,5.1606,5.1633,5.162,
17-Oct-17,USD,USDGHS,4.375,4.3794,4.3772,
17-Oct-17,Pound Sterling,GBPGHS,5.7614,5.769,5.7652,
17-Oct-17,Euro,EURGHS,5.1414,5.1449,5.1432,
18-Oct-17,USD,USDGHS,4.3727,4.3771,4.3749,
18-Oct-17,Pound Sterling,GBPGHS,5.7518,5.7598,5.7558,
18-Oct-17,Euro,EURGHS,5.1443,5.1496,5.147,
19-Oct-17,USD,USDGHS,4.3752,4.3796,4.3774,
19-Oct-17,Pound Sterling,GBPGHS,5.777,5.785,5.781,
19-Oct-17,Euro,EURGHS,5.1849,5.1911,5.188,
20-Oct-17,USD,USDGHS,4.3737,4.3781,4.3759,
20-Oct-17,Pound Sterling,GBPGHS,5.772,5.7795,5.7758,
20-Oct-17,Euro,EURGHS,5.16,5.1658,5.1629,
23-Oct-17,USD,USDGHS,4.3737,4.378,4.3759,
23-Oct-17,Pound Sterling,GBPGHS,5.7733,5.7798,5.7766,
23-Oct-17,Euro,EURGHS,5.1396,5.1436,5.1416,
24-Oct-17,USD,USDGHS,4.3726,4.377,4.3748,
24-Oct-17,Pound Sterling,GBPGHS,5.743,5.7505,5.7468,
24-Oct-17,Euro,EURGHS,5.1465,5.1509,5.1487,
25-Oct-17,USD,USDGHS,4.373,4.3774,4.3752,
25-Oct-17,Pound Sterling,GBPGHS,5.7925,5.8001,5.7963,
25-Oct-17,Euro,EURGHS,5.1672,5.1712,5.1692,
26-Oct-17,USD,USDGHS,4.3738,4.3782,4.376,
26-Oct-17,Pound Sterling,GBPGHS,5.7599,5.7665,5.7632,
26-Oct-17,Euro,EURGHS,5.114,5.119,5.1165,
27-Oct-17,USD,USDGHS,4.3728,4.3771,4.375,
27-Oct-17,Pound Sterling,GBPGHS,5.7327,5.7388,5.7358,
27-Oct-17,Euro,EURGHS,5.0732,5.0759,5.0746,
30-Oct-17,USD,USDGHS,4.372,4.3764,4.3742,
30-Oct-17,Pound Sterling,GBPGHS,5.7588,5.765,5.7619,
30-Oct-17,Euro,EURGHS,5.0779,5.0811,5.0795,
31-Oct-17,USD,USDGHS,4.3743,4.3787,4.3765,
31-Oct-17,Pound Sterling,GBPGHS,5.7946,5.8022,5.7984,
31-Oct-17,Euro,EURGHS,5.0915,5.0964,5.094,
01-Nov-17,USD,USDGHS,4.3757,4.3801,4.3779,
01-Nov-17,Pound Sterling,GBPGHS,5.8004,5.8067,5.8036,
01-Nov-17,Euro,EURGHS,5.0841,5.0878,5.086,
02-Nov-17,USD,USDGHS,4.3778,4.3822,4.38,
02-Nov-17,Pound Sterling,GBPGHS,5.738,5.7451,5.7416,
02-Nov-17,Euro,EURGHS,5.1091,5.1117,5.1104,
03-Nov-17,USD,USDGHS,4.3792,4.3836,4.3814,
03-Nov-17,Pound Sterling,GBPGHS,5.7232,5.7302,5.7267,
03-Nov-17,Euro,EURGHS,5.0855,5.0899,5.0877,
06-Nov-17,USD,USDGHS,4.3819,4.3861,4.384,
06-Nov-17,Pound Sterling,GBPGHS,5.7416,5.7484,5.745,
06-Nov-17,Euro,EURGHS,5.0784,5.0817,5.0801,
07-Nov-17,USD,USDGHS,4.3856,4.39,4.3878,
07-Nov-17,Pound Sterling,GBPGHS,5.7508,5.7588,5.7548,
07-Nov-17,Euro,EURGHS,5.0758,5.081,5.0784,
07-Nov-17,USD,USDGHS,4.3856,4.39,4.3878,
07-Nov-17,Pound Sterling,GBPGHS,5.7508,5.7588,5.7548,
07-Nov-17,Euro,EURGHS,5.0758,5.081,5.0784,
08-Nov-17,USD,USDGHS,4.3875,4.3919,4.3897,
08-Nov-17,Pound Sterling,GBPGHS,5.7472,5.7538,5.7505,
08-Nov-17,Euro,EURGHS,5.0919,5.0959,5.0939,
09-Nov-17,USD,USDGHS,4.3903,4.3947,4.3925,
09-Nov-17,Pound Sterling,GBPGHS,5.7535,5.761,5.7573,
09-Nov-17,Euro,EURGHS,5.1069,5.1114,5.1092,
10-Nov-17,USD,USDGHS,4.3903,4.3947,4.3925,
10-Nov-17,Pound Sterling,GBPGHS,5.7987,5.8063,5.8025,
10-Nov-17,Euro,EURGHS,5.1198,5.1247,5.1223,
13-Nov-17,USD,USDGHS,4.3896,4.394,4.3918,
13-Nov-17,Pound Sterling,GBPGHS,5.7491,5.7561,5.7526,
13-Nov-17,Euro,EURGHS,5.123,5.1275,5.1253,
14-Nov-17,USD,USDGHS,4.3905,4.3949,4.3927,
14-Nov-17,Pound Sterling,GBPGHS,5.7516,5.7578,5.7547,
14-Nov-17,Euro,EURGHS,5.1611,5.1644,5.1628,
15-Nov-17,USD,USDGHS,4.3898,4.3942,4.392,
15-Nov-17,Pound Sterling,GBPGHS,5.78,5.7876,5.7838,
15-Nov-17,Euro,EURGHS,5.1932,5.1967,5.195,
16-Nov-17,USD,USDGHS,4.392,4.3964,4.3942,
16-Nov-17,Pound Sterling,GBPGHS,5.7944,5.8019,5.7982,
16-Nov-17,Euro,EURGHS,5.174,5.1784,5.1762,
17-Nov-17,USD,USDGHS,4.3933,4.3977,4.3955,
17-Nov-17,Pound Sterling,GBPGHS,5.8,5.8072,5.8036,
17-Nov-17,Euro,EURGHS,5.1786,5.184,5.1813,
20-Nov-17,USD,USDGHS,4.3983,4.4027,4.4005,
20-Nov-17,Pound Sterling,GBPGHS,5.8212,5.8279,5.8246,
20-Nov-17,Euro,EURGHS,5.1739,5.1776,5.1758,
