Trade Date,Currency,Pairs code,Buying,Selling,Mid Rate,
14-Jan-19,Pound Sterling,GBPGHS,6.2595,6.2676,6.2636,
14-Jan-19,Euro,EURGHS,5.5853,5.5916,5.5885,
14-Jan-19,USD,USDGHS,4.8877,4.8925,4.8901,
14-Jan-19,Pound Sterling,GBPGHS,6.2748,6.2829,6.2789,
14-Jan-19,Euro,EURGHS,5.596,5.6008,5.5984,
16-Jan-19,USD,USDGHS,4.8978,4.9027,4.9003,
16-Jan-19,Pound Sterling,GBPGHS,6.3069,6.3152,6.3111,
16-Jan-19,Euro,EURGHS,5.5823,5.5867,5.5845,
17-Jan-19,USD,USDGHS,4.9026,4.9076,4.9051,
17-Jan-19,Pound Sterling,GBPGHS,6.3322,6.3406,6.3364,
17-Jan-19,Euro,EURGHS,5.5835,5.5879,5.5857,
18-Jan-19,USD,USDGHS,4.9077,4.9126,4.9102,
18-Jan-19,Pound Sterling,GBPGHS,6.3349,6.3431,6.339,
18-Jan-19,Euro,EURGHS,5.5843,5.5892,5.5868,
21-Jan-19,USD,USDGHS,4.9078,4.9126,4.9102,
21-Jan-19,Pound Sterling,GBPGHS,6.3168,6.325,6.3209,
21-Jan-19,Euro,EURGHS,5.5797,5.584,5.5819,
22-Jan-19,USD,USDGHS,4.9179,4.9228,4.9204,
22-Jan-19,Pound Sterling,GBPGHS,6.3584,6.3667,6.3626,
22-Jan-19,Euro,EURGHS,5.5873,5.5921,5.5897,
23-Jan-19,USD,USDGHS,4.9279,4.9329,4.9304,
23-Jan-19,Pound Sterling,GBPGHS,6.4314,6.4399,6.4357,
23-Jan-19,Euro,EURGHS,5.6008,5.6053,5.6031,
24-Jan-19,USD,USDGHS,4.9355,4.9403,4.9379,
24-Jan-19,Pound Sterling,GBPGHS,6.4369,6.4451,6.441,
24-Jan-19,Euro,EURGHS,5.6105,5.6147,5.6126,
25-Jan-19,USD,USDGHS,4.938,4.9429,4.9405,
25-Jan-19,Pound Sterling,GBPGHS,6.4806,6.4885,6.4846,
25-Jan-19,Euro,EURGHS,5.6163,5.6222,5.6193,
28-Jan-19,USD,USDGHS,4.9405,4.9454,4.943,
28-Jan-19,Pound Sterling,GBPGHS,6.5106,6.5185,6.5146,
28-Jan-19,Euro,EURGHS,5.6491,5.653,5.6511,
29-Jan-19,USD,USDGHS,4.9402,4.9452,4.9427,
29-Jan-19,Pound Sterling,GBPGHS,6.5102,6.5188,6.5145,
29-Jan-19,Euro,EURGHS,5.6439,5.6484,5.6462,
30-Jan-19,USD,USDGHS,4.946,4.9509,4.9485,
30-Jan-19,Pound Sterling,GBPGHS,6.4669,6.4753,6.4711,
30-Jan-19,Euro,EURGHS,5.6455,5.6498,5.6477,
31-Jan-19,USD,USDGHS,4.9482,4.953,4.9506,
31-Jan-19,Pound Sterling,GBPGHS,6.5079,6.5162,6.5121,
31-Jan-19,Euro,EURGHS,5.6803,5.6845,5.6824,
01-Feb-19,USD,USDGHS,4.9502,4.955,4.9526,
01-Feb-19,Pound Sterling,GBPGHS,6.4694,6.4777,6.4736,
01-Feb-19,Euro,EURGHS,5.6719,5.6767,5.6743,
04-Feb-19,USD,USDGHS,4.9502,4.955,4.9526,
04-Feb-19,Pound Sterling,GBPGHS,6.461,6.4692,6.4651,
04-Feb-19,Euro,EURGHS,5.6606,5.6653,5.663,
05-Feb-19,USD,USDGHS,4.9502,4.955,4.9526,
05-Feb-19,Pound Sterling,GBPGHS,6.461,6.4692,6.4651,
05-Feb-19,Euro,EURGHS,5.6606,5.6653,5.663,
06-Feb-19,USD,USDGHS,4.9575,4.9625,4.96,
06-Feb-19,Pound Sterling,GBPGHS,6.4259,6.4334,6.4297,
06-Feb-19,Euro,EURGHS,5.6437,5.6478,5.6458,
08-Feb-19,USD,USDGHS,4.9977,5.0027,5.0002,
08-Feb-19,Pound Sterling,GBPGHS,6.4695,6.478,6.4738,
08-Feb-19,Euro,EURGHS,5.6686,5.673,5.6708,
11-Feb-19,USD,USDGHS,4.9978,5.0028,5.0003,
11-Feb-19,Pound Sterling,GBPGHS,6.4317,6.4401,6.4359,
11-Feb-19,Euro,EURGHS,5.6433,5.6482,5.6458,
12-Feb-19,USD,USDGHS,4.9981,5.0031,5.0006,
12-Feb-19,Pound Sterling,GBPGHS,6.4381,6.4465,6.4423,
12-Feb-19,Euro,EURGHS,5.6444,5.6509,5.6477,
13-Feb-19,USD,USDGHS,4.9991,5.0041,5.0016,
13-Feb-19,Pound Sterling,GBPGHS,6.4483,6.4568,6.4526,
13-Feb-19,Euro,EURGHS,5.647,5.6534,5.6502,
14-Feb-19,USD,USDGHS,4.999,5.004,5.0015,
14-Feb-19,Pound Sterling,GBPGHS,6.3857,6.3941,6.3899,
14-Feb-19,Euro,EURGHS,5.6431,5.6475,5.6453,
15-Feb-19,USD,USDGHS,4.9992,5.0042,5.0017,
15-Feb-19,Pound Sterling,GBPGHS,6.4085,6.4169,6.4127,
15-Feb-19,Euro,EURGHS,5.6328,5.6373,5.6351,
18-Feb-19,USD,USDGHS,4.9992,5.0042,5.0017,
18-Feb-19,Pound Sterling,GBPGHS,6.4615,6.4699,6.4657,
18-Feb-19,Euro,EURGHS,5.661,5.6654,5.6632,
19-Feb-19,USD,USDGHS,5.0042,5.0092,5.0067,
19-Feb-19,Pound Sterling,GBPGHS,6.4919,6.5004,6.4962,
19-Feb-19,Euro,EURGHS,5.6634,5.6678,5.6656,
20-Feb-19,USD,USDGHS,5.0092,5.0142,5.0117,
20-Feb-19,Pound Sterling,GBPGHS,6.5405,6.549,6.5448,
20-Feb-19,Euro,EURGHS,5.6849,5.6894,5.6872,
21-Feb-19,USD,USDGHS,5.0142,5.0192,5.0167,
21-Feb-19,Pound Sterling,GBPGHS,6.535,6.542,6.5385,
21-Feb-19,Euro,EURGHS,5.6811,5.6862,5.6837,
22-Feb-19,USD,USDGHS,5.0202,5.0252,5.0227,
22-Feb-19,Pound Sterling,GBPGHS,6.5373,6.5458,6.5416,
22-Feb-19,Euro,EURGHS,5.6901,5.695,5.6926,
25-Feb-19,USD,USDGHS,5.0302,5.0352,5.0327,
25-Feb-19,Pound Sterling,GBPGHS,6.579,6.5876,6.5833,
25-Feb-19,Euro,EURGHS,5.7134,5.7179,5.7157,
26-Feb-19,USD,USDGHS,5.0976,5.1027,5.1002,
26-Feb-19,Pound Sterling,GBPGHS,6.7181,6.7264,6.7223,
26-Feb-19,Euro,EURGHS,5.7925,5.7966,5.7946,
27-Feb-19,USD,USDGHS,5.1525,5.1577,5.1551,
27-Feb-19,Pound Sterling,GBPGHS,6.858,6.867,6.8625,
27-Feb-19,Euro,EURGHS,5.864,5.8687,5.8664,
28-Feb-19,USD,USDGHS,5.1726,5.1778,5.1752,
28-Feb-19,Pound Sterling,GBPGHS,6.8656,6.8751,6.8704,
28-Feb-19,Euro,EURGHS,5.8771,5.8827,5.8799,
01-Mar-19,USD,USDGHS,5.1976,5.2028,5.2002,
01-Mar-19,Pound Sterling,GBPGHS,6.8988,6.9078,6.9033,
01-Mar-19,Euro,EURGHS,5.9237,5.9284,5.9261,
04-Mar-19,USD,USDGHS,5.1976,5.2028,5.2002,
04-Mar-19,Pound Sterling,GBPGHS,6.8562,6.8651,6.8607,
04-Mar-19,Euro,EURGHS,5.8851,5.8898,5.8875,
05-Mar-19,USD,USDGHS,5.1976,5.2028,5.2002,
05-Mar-19,Pound Sterling,GBPGHS,6.8239,6.8328,6.8284,
05-Mar-19,Euro,EURGHS,5.8893,5.8944,5.8919,
07-Mar-19,USD,USDGHS,5.2076,5.2128,5.2102,
07-Mar-19,Pound Sterling,GBPGHS,6.8194,6.8282,6.8238,
07-Mar-19,Euro,EURGHS,5.849,5.8556,5.8523,
08-Mar-19,Pound Sterling,GBPGHS,6.8111,6.8199,6.8155,
08-Mar-19,Euro,EURGHS,5.8615,5.8666,5.8641,
11-Mar-19,USD,USDGHS,5.2326,5.2378,5.2352,
11-Mar-19,Pound Sterling,GBPGHS,6.8458,6.8547,6.8503,
11-Mar-19,Euro,EURGHS,5.8828,5.8874,5.8851,
12-Mar-19,USD,USDGHS,5.2374,5.2426,5.24,
12-Mar-19,Pound Sterling,GBPGHS,6.8783,6.8872,6.8828,
12-Mar-19,Euro,EURGHS,5.9071,5.9118,5.9095,
13-Mar-19,USD,USDGHS,5.2374,5.2426,5.24,
13-Mar-19,Pound Sterling,GBPGHS,6.9034,6.9124,6.9079,
13-Mar-19,Euro,EURGHS,5.9216,5.9262,5.9239,
14-Mar-19,USD,USDGHS,5.2374,5.2426,5.24,
14-Mar-19,Pound Sterling,GBPGHS,6.95,6.959,6.9545,
14-Mar-19,Euro,EURGHS,5.921,5.9256,5.9233,
15-Mar-19,USD,USDGHS,5.2374,5.2426,5.24,
15-Mar-19,Pound Sterling,GBPGHS,6.9521,6.9611,6.9566,
15-Mar-19,Euro,EURGHS,5.9374,5.9421,5.9398,
18-Mar-19,USD,USDGHS,5.2374,5.2426,5.24,
18-Mar-19,Pound Sterling,GBPGHS,6.9123,6.9213,6.9168,
18-Mar-19,Euro,EURGHS,5.9364,5.941,5.9387,
19-Mar-19,USD,USDGHS,5.2373,5.2426,5.24,
19-Mar-19,Pound Sterling,GBPGHS,6.9436,6.9527,6.9482,
19-Mar-19,Euro,EURGHS,5.9449,5.9476,5.9463,
20-Mar-19,USD,USDGHS,5.2373,5.2426,5.24,
20-Mar-19,Pound Sterling,GBPGHS,6.9436,6.9527,6.9482,
20-Mar-19,Euro,EURGHS,5.9449,5.9476,5.9463,
20-Mar-19,USD,USDGHS,5.2373,5.2426,5.24,
20-Mar-19,Pound Sterling,GBPGHS,6.9436,6.9527,6.9482,
20-Mar-19,Euro,EURGHS,5.9449,5.9476,5.9463,
21-Mar-19,USD,USDGHS,5.0778,5.0829,5.0804,
21-Mar-19,Pound Sterling,GBPGHS,6.7113,6.7201,6.7157,
21-Mar-19,Euro,EURGHS,5.7327,5.7373,5.735,
25-Mar-19,USD,USDGHS,5.078,5.083,5.0805,
25-Mar-19,Pound Sterling,GBPGHS,6.7172,6.7258,6.7215,
25-Mar-19,Euro,EURGHS,5.754,5.7589,5.7565,
26-Mar-19,USD,USDGHS,5.078,5.083,5.0805,
26-Mar-19,Pound Sterling,GBPGHS,6.7101,6.7187,6.7144,
26-Mar-19,Euro,EURGHS,5.7356,5.7405,5.7381,
27-Mar-19,USD,USDGHS,5.0798,5.085,5.0824,
27-Mar-19,Pound Sterling,GBPGHS,6.716,6.7249,6.7205,
27-Mar-19,Euro,EURGHS,5.7182,5.7233,5.7208,
28-Mar-19,USD,USDGHS,5.0798,5.085,5.0824,
28-Mar-19,Pound Sterling,GBPGHS,6.652,6.6608,6.6564,
28-Mar-19,Euro,EURGHS,5.7079,5.7126,5.7103,
29-Mar-19,USD,USDGHS,5.0809,5.0859,5.0834,
29-Mar-19,Pound Sterling,GBPGHS,6.6123,6.6208,6.6166,
29-Mar-19,Euro,EURGHS,5.7052,5.7115,5.7084,
01-Apr-19,USD,USDGHS,5.0834,5.0884,5.0859,
01-Apr-19,Pound Sterling,GBPGHS,6.6638,6.6724,6.6681,
01-Apr-19,Euro,EURGHS,5.7058,5.7102,5.708,
02-Apr-19,USD,USDGHS,5.0832,5.0882,5.0857,
02-Apr-19,Pound Sterling,GBPGHS,6.6315,6.6401,6.6358,
02-Apr-19,Euro,EURGHS,5.6908,5.6953,5.6931,
03-Apr-19,USD,USDGHS,5.0832,5.0882,5.0857,
03-Apr-19,Pound Sterling,GBPGHS,6.692,6.7007,6.6964,
03-Apr-19,Euro,EURGHS,5.7177,5.7222,5.72,
04-Apr-19,USD,USDGHS,5.0829,5.0879,5.0854,
04-Apr-19,Pound Sterling,GBPGHS,6.6434,6.6519,6.6477,
04-Apr-19,Euro,EURGHS,5.7054,5.7098,5.7076,
05-Apr-19,USD,USDGHS,5.0827,5.0877,5.0852,
05-Apr-19,Pound Sterling,GBPGHS,6.6131,6.6216,6.6174,
05-Apr-19,Euro,EURGHS,5.7044,5.7088,5.7066,
08-Apr-19,USD,USDGHS,5.0825,5.0875,5.085,
08-Apr-19,Pound Sterling,GBPGHS,6.6301,6.6387,6.6344,
08-Apr-19,Euro,EURGHS,5.7235,5.7284,5.726,
09-Apr-19,USD,USDGHS,5.0825,5.0875,5.085,
09-Apr-19,Pound Sterling,GBPGHS,6.6377,6.6463,6.642,
09-Apr-19,Euro,EURGHS,5.7336,5.738,5.7358,
10-Apr-19,USD,USDGHS,5.0827,5.0877,5.0852,
10-Apr-19,Pound Sterling,GBPGHS,6.6533,6.6618,6.6576,
10-Apr-19,Euro,EURGHS,5.7247,5.7291,5.7269,
11-Apr-19,USD,USDGHS,5.0837,5.0887,5.0862,
11-Apr-19,Pound Sterling,GBPGHS,6.6459,6.6545,6.6502,
11-Apr-19,Euro,EURGHS,5.7292,5.7337,5.7315,
12-Apr-19,USD,USDGHS,5.0837,5.0887,5.0862,
12-Apr-19,Pound Sterling,GBPGHS,6.651,6.6591,6.6551,
12-Apr-19,Euro,EURGHS,5.7485,5.753,5.7508,
15-Apr-19,USD,USDGHS,5.0835,5.0885,5.086,
15-Apr-19,Pound Sterling,GBPGHS,6.6609,6.6695,6.6652,
15-Apr-19,Euro,EURGHS,5.7486,5.753,5.7508,
16-Apr-19,USD,USDGHS,5.0835,5.0885,5.086,
16-Apr-19,Pound Sterling,GBPGHS,6.6309,6.6395,6.6352,
16-Apr-19,Euro,EURGHS,5.743,5.7475,5.7453,
17-Apr-19,USD,USDGHS,5.0833,5.0883,5.0858,
17-Apr-19,Pound Sterling,GBPGHS,6.6327,6.6402,6.6365,
17-Apr-19,Euro,EURGHS,5.7461,5.7496,5.7479,
18-Apr-19,USD,USDGHS,5.0853,5.0903,5.0878,
18-Apr-19,Pound Sterling,GBPGHS,6.6063,6.6148,6.6106,
18-Apr-19,Euro,EURGHS,5.7123,5.7172,5.7148,
23-Apr-19,USD,USDGHS,5.0853,5.0903,5.0878,
23-Apr-19,Pound Sterling,GBPGHS,6.5804,6.5889,6.5847,
23-Apr-19,Euro,EURGHS,5.7017,5.7061,5.7039,
24-Apr-19,USD,USDGHS,5.0852,5.0902,5.0877,
24-Apr-19,Pound Sterling,GBPGHS,6.5848,6.5918,6.5883,
24-Apr-19,Euro,EURGHS,5.6933,5.6963,5.6948,
25-Apr-19,USD,USDGHS,5.0854,5.0904,5.0879,
25-Apr-19,Pound Sterling,GBPGHS,6.5617,6.5702,6.566,
25-Apr-19,Euro,EURGHS,5.6659,5.6708,5.6684,
26-Apr-19,USD,USDGHS,5.0854,5.0904,5.0879,
26-Apr-19,Pound Sterling,GBPGHS,6.5764,6.5849,6.5807,
26-Apr-19,Euro,EURGHS,5.6767,5.6816,5.6792,
29-Apr-19,USD,USDGHS,5.0856,5.0906,5.0881,
29-Apr-19,Pound Sterling,GBPGHS,6.5716,6.5801,6.5759,
29-Apr-19,Euro,EURGHS,5.6779,5.6843,5.6811,
30-Apr-19,USD,USDGHS,5.0856,5.0906,5.0881,
30-Apr-19,Pound Sterling,GBPGHS,6.6276,6.6318,6.6297,
30-Apr-19,Euro,EURGHS,5.6977,5.7026,5.7002,
02-May-19,USD,USDGHS,5.0866,5.0916,5.0891,
02-May-19,Pound Sterling,GBPGHS,6.6289,6.6374,6.6332,
02-May-19,Euro,EURGHS,5.6885,5.6929,5.6907,
03-May-19,USD,USDGHS,5.0872,5.0922,5.0897,
03-May-19,Pound Sterling,GBPGHS,6.6887,6.6973,6.693,
03-May-19,Euro,EURGHS,5.6968,5.7013,5.6991,
06-May-19,USD,USDGHS,5.0867,5.0917,5.0892,
06-May-19,Pound Sterling,GBPGHS,6.6575,6.6661,6.6618,
06-May-19,Euro,EURGHS,5.697,5.7014,5.6992,
07-May-19,USD,USDGHS,5.0877,5.0927,5.0902,
07-May-19,Pound Sterling,GBPGHS,6.6359,6.6444,6.6402,
07-May-19,Euro,EURGHS,5.6916,5.6965,5.6941,
08-May-19,USD,USDGHS,5.0887,5.0937,5.0912,
08-May-19,Pound Sterling,GBPGHS,6.6581,6.6656,6.6619,
08-May-19,Euro,EURGHS,5.7546,5.7586,5.7566,
09-May-19,USD,USDGHS,5.0887,5.0937,5.0912,
09-May-19,Pound Sterling,GBPGHS,6.624,6.632,6.628,
09-May-19,Euro,EURGHS,5.7143,5.7182,5.7163,
10-May-19,USD,USDGHS,5.0897,5.0947,5.0922,
10-May-19,Pound Sterling,GBPGHS,6.6324,6.6394,6.6359,
10-May-19,Euro,EURGHS,5.7245,5.7281,5.7263,
13-May-19,USD,USDGHS,5.0917,5.0967,5.0942,
13-May-19,Pound Sterling,GBPGHS,6.5963,6.6048,6.6006,
13-May-19,Euro,EURGHS,5.719,5.7234,5.7212,
14-May-19,USD,USDGHS,5.0915,5.0965,5.094,
14-May-19,Pound Sterling,GBPGHS,6.5782,6.5867,6.5825,
14-May-19,Euro,EURGHS,5.7103,5.7147,5.7125,
15-May-19,USD,USDGHS,5.093,5.098,5.0955,
15-May-19,Pound Sterling,GBPGHS,6.5542,6.5632,6.5587,
15-May-19,Euro,EURGHS,5.7057,5.7106,5.7082,
16-May-19,USD,USDGHS,5.095,5.1,5.0975,
16-May-19,Pound Sterling,GBPGHS,6.517,6.5255,6.5213,
16-May-19,Euro,EURGHS,5.6967,5.7011,5.6989,
17-May-19,USD,USDGHS,5.0959,5.101,5.0985,
17-May-19,Pound Sterling,GBPGHS,6.4886,6.4956,6.4921,
17-May-19,Euro,EURGHS,5.6913,5.6944,5.6929,
20-May-19,USD,USDGHS,5.1009,5.1061,5.1035,
20-May-19,Pound Sterling,GBPGHS,6.4904,6.499,6.4947,
20-May-19,Euro,EURGHS,5.6983,5.7029,5.7006,
21-May-19,USD,USDGHS,5.1005,5.1055,5.103,
21-May-19,Pound Sterling,GBPGHS,6.5128,6.5218,6.5173,
21-May-19,Euro,EURGHS,5.701,5.7063,5.7037,
22-May-19,USD,USDGHS,5.1044,5.1096,5.107,
22-May-19,Pound Sterling,GBPGHS,6.4632,6.4703,6.4668,
22-May-19,Euro,EURGHS,5.6939,5.6977,5.6958,
23-May-19,USD,USDGHS,5.1115,5.1165,5.114,
23-May-19,Pound Sterling,GBPGHS,6.4727,6.4816,6.4772,
23-May-19,Euro,EURGHS,5.7008,5.7061,5.7035,
24-May-19,USD,USDGHS,5.1125,5.1177,5.1151,
24-May-19,Pound Sterling,GBPGHS,6.4908,6.4995,6.4952,
24-May-19,Euro,EURGHS,5.7309,5.7355,5.7332,
27-May-19,USD,USDGHS,5.1125,5.1177,5.1151,
27-May-19,Pound Sterling,GBPGHS,6.4791,6.4877,6.4834,
27-May-19,Euro,EURGHS,5.722,5.7271,5.7246,
28-May-19,USD,USDGHS,5.1275,5.1327,5.1301,
28-May-19,Pound Sterling,GBPGHS,6.4965,6.5052,6.5009,
28-May-19,Euro,EURGHS,5.7314,5.736,5.7337,
29-May-19,USD,USDGHS,5.1275,5.1327,5.1301,
29-May-19,Pound Sterling,GBPGHS,6.4694,6.4785,6.474,
29-May-19,Euro,EURGHS,5.7079,5.7135,5.7107,
30-May-19,USD,USDGHS,5.1477,5.1529,5.1503,
30-May-19,Pound Sterling,GBPGHS,6.4938,6.5019,6.4979,
30-May-19,Euro,EURGHS,5.7351,5.7392,5.7372,
31-May-19,USD,USDGHS,5.1985,5.2037,5.2011,
31-May-19,Pound Sterling,GBPGHS,6.5605,6.5676,6.5641,
31-May-19,Euro,EURGHS,5.7955,5.7992,5.7974,
03-Jun-19,USD,USDGHS,5.1983,5.2035,5.2009,
03-Jun-19,Pound Sterling,GBPGHS,6.5639,6.572,6.568,
03-Jun-19,Euro,EURGHS,5.8263,5.8304,5.8284,
04-Jun-19,USD,USDGHS,5.2083,5.2135,5.2109,
04-Jun-19,Pound Sterling,GBPGHS,6.6015,6.6086,6.6051,
04-Jun-19,Euro,EURGHS,5.8545,5.8577,5.8561,
06-Jun-19,USD,USDGHS,5.2233,5.2285,5.2259,
06-Jun-19,Pound Sterling,GBPGHS,6.6388,6.6459,6.6424,
06-Jun-19,Euro,EURGHS,5.9001,5.9038,5.902,
07-Jun-19,USD,USDGHS,5.2233,5.2285,5.2259,
07-Jun-19,Pound Sterling,GBPGHS,6.654,6.6632,6.6586,
07-Jun-19,Euro,EURGHS,5.9225,5.9276,5.9251,
10-Jun-19,USD,USDGHS,5.2228,5.228,5.2254,
10-Jun-19,Pound Sterling,GBPGHS,6.6251,6.6343,6.6297,
10-Jun-19,Euro,EURGHS,5.9084,5.9135,5.911,
11-Jun-19,USD,USDGHS,5.2278,5.233,5.2304,
11-Jun-19,Pound Sterling,GBPGHS,6.6508,6.6579,6.6544,
11-Jun-19,Euro,EURGHS,5.9166,5.9203,5.9185,
12-Jun-19,USD,USDGHS,5.2278,5.233,5.2304,
12-Jun-19,Pound Sterling,GBPGHS,6.6508,6.6595,6.6552,
12-Jun-19,Euro,EURGHS,5.9171,5.9222,5.9197,
13-Jun-19,USD,USDGHS,5.2328,5.238,5.2354,
13-Jun-19,Pound Sterling,GBPGHS,6.6326,6.6413,6.637,
13-Jun-19,Euro,EURGHS,5.8998,5.9044,5.9021,
14-Jun-19,USD,USDGHS,5.2375,5.2427,5.2401,
14-Jun-19,Pound Sterling,GBPGHS,6.6013,6.61,6.6057,
14-Jun-19,Euro,EURGHS,5.8778,5.8829,5.8804,
17-Jun-19,USD,USDGHS,5.2473,5.2525,5.2499,
17-Jun-19,Pound Sterling,GBPGHS,6.5917,6.6003,6.596,
17-Jun-19,Euro,EURGHS,5.8949,5.9,5.8975,
18-Jun-19,USD,USDGHS,5.2471,5.2523,5.2497,
18-Jun-19,Pound Sterling,GBPGHS,6.5841,6.5911,6.5876,
18-Jun-19,Euro,EURGHS,5.8729,5.8765,5.8747,
19-Jun-19,USD,USDGHS,5.2471,5.2523,5.2497,
20-Jun-19,USD,USDGHS,5.2476,5.2528,5.2502,
20-Jun-19,Pound Sterling,GBPGHS,6.6608,6.6695,6.6652,
20-Jun-19,Euro,EURGHS,5.9186,5.9237,5.9212,
21-Jun-19,USD,USDGHS,5.2496,5.2548,5.2522,
21-Jun-19,Pound Sterling,GBPGHS,6.6722,6.6815,6.6769,
21-Jun-19,Euro,EURGHS,5.9531,5.9587,5.9559,
24-Jun-19,USD,USDGHS,5.2496,5.2548,5.2522,
24-Jun-19,Pound Sterling,GBPGHS,6.678,6.6852,6.6816,
24-Jun-19,Euro,EURGHS,5.9807,5.9844,5.9826,
25-Jun-19,USD,USDGHS,5.2544,5.2596,5.257,
25-Jun-19,Pound Sterling,GBPGHS,6.6841,6.6928,6.6885,
25-Jun-19,Euro,EURGHS,5.9845,5.9897,5.9871,
26-Jun-19,USD,USDGHS,5.2574,5.2626,5.26,
26-Jun-19,Pound Sterling,GBPGHS,6.6648,6.674,6.6694,
26-Jun-19,Euro,EURGHS,5.9806,5.9878,5.9842,
27-Jun-19,USD,USDGHS,5.2564,5.2616,5.259,
27-Jun-19,Pound Sterling,GBPGHS,6.6683,6.6775,6.6729,
27-Jun-19,Euro,EURGHS,5.9741,5.9797,5.9769,
28-Jun-19,USD,USDGHS,5.2564,5.2616,5.259,
28-Jun-19,Pound Sterling,GBPGHS,6.6746,6.6828,6.6787,
28-Jun-19,Euro,EURGHS,5.9808,5.9855,5.9832,
01-Jul-19,USD,USDGHS,5.2554,5.2606,5.258,
01-Jul-19,Pound Sterling,GBPGHS,6.6465,6.6552,6.6509,
01-Jul-19,Euro,EURGHS,5.9477,5.9522,5.95,
02-Jul-19,USD,USDGHS,5.2549,5.2601,5.2575,
02-Jul-19,Pound Sterling,GBPGHS,6.6196,6.6288,6.6242,
02-Jul-19,Euro,EURGHS,5.9347,5.9403,5.9375,
03-Jul-19,USD,USDGHS,5.2549,5.2601,5.2575,
03-Jul-19,Pound Sterling,GBPGHS,6.6017,6.6098,6.6058,
03-Jul-19,Euro,EURGHS,5.9277,5.9324,5.9301,
04-Jul-19,USD,USDGHS,5.2549,5.2601,5.2575,
04-Jul-19,Pound Sterling,GBPGHS,6.6086,6.6172,6.6129,
04-Jul-19,Euro,EURGHS,5.928,5.9326,5.9303,
08-Jul-19,USD,USDGHS,5.2559,5.2611,5.2585,
08-Jul-19,Pound Sterling,GBPGHS,6.5762,6.5848,6.5805,
08-Jul-19,Euro,EURGHS,5.8953,5.9004,5.8979,
09-Jul-19,USD,USDGHS,5.2559,5.2611,5.2585,
09-Jul-19,Pound Sterling,GBPGHS,6.5525,6.2601,6.4063,
09-Jul-19,Euro,EURGHS,5.8915,5.8956,5.8936,
10-Jul-19,USD,USDGHS,5.2554,5.2606,5.258,
10-Jul-19,Pound Sterling,GBPGHS,6.5671,6.5758,6.5715,
10-Jul-19,Euro,EURGHS,5.9142,5.9193,5.9168,
20-Sep-19,USD,USDGHS,5.3142,5.3196,5.3169,
20-Sep-19,Pound Sterling,GBPGHS,6.6391,6.6468,6.643,
20-Sep-19,Euro,EURGHS,5.8484,5.8521,5.8503,
14-Oct-19,USD,USDGHS,5.3193,5.3247,5.322,
14-Oct-19,Pound Sterling,GBPGHS,6.6859,6.6931,6.6895,
14-Oct-19,Euro,EURGHS,5.8674,5.8706,5.869,
15-Oct-19,USD,USDGHS,5.3193,5.3247,5.322,
15-Oct-19,Pound Sterling,GBPGHS,6.7933,6.8012,6.7973,
15-Oct-19,Euro,EURGHS,5.872,5.8758,5.8739,
16-Oct-19,USD,USDGHS,5.3183,5.3237,5.321,
16-Oct-19,Pound Sterling,GBPGHS,6.8064,6.8154,6.8109,
16-Oct-19,Euro,EURGHS,5.8762,5.8809,5.8786,
17-Oct-19,USD,USDGHS,5.3178,5.3232,5.3205,
17-Oct-19,Pound Sterling,GBPGHS,6.8244,6.8333,6.8289,
17-Oct-19,Euro,EURGHS,5.9116,5.9168,5.9142,
18-Oct-19,USD,USDGHS,5.3188,5.3242,5.3215,
18-Oct-19,Pound Sterling,GBPGHS,6.8592,6.8682,6.8637,
18-Oct-19,Euro,EURGHS,5.9269,5.9316,5.9293,
21-Oct-19,USD,USDGHS,5.3188,5.3242,5.3215,
21-Oct-19,Pound Sterling,GBPGHS,6.9028,6.9118,6.9073,
21-Oct-19,Euro,EURGHS,5.9272,5.9329,5.9301,
22-Oct-19,USD,USDGHS,5.3198,5.3252,5.3225,
22-Oct-19,Pound Sterling,GBPGHS,6.8823,6.8913,6.8868,
22-Oct-19,Euro,EURGHS,5.9243,5.929,5.9267,
23-Oct-19,USD,USDGHS,5.3248,5.3302,5.3275,
23-Oct-19,Pound Sterling,GBPGHS,6.8616,6.8706,6.8661,
23-Oct-19,Euro,EURGHS,5.9213,5.926,5.9237,
24-Oct-19,USD,USDGHS,5.3245,5.3299,5.3272,
24-Oct-19,Pound Sterling,GBPGHS,6.8298,6.8387,6.8343,
24-Oct-19,Euro,EURGHS,5.9091,5.9138,5.9115,
25-Oct-19,USD,USDGHS,5.3295,5.3349,5.3322,
25-Oct-19,Pound Sterling,GBPGHS,6.8394,6.8473,6.8434,
25-Oct-19,Euro,EURGHS,5.9113,5.9151,5.9132,
28-Oct-19,USD,USDGHS,5.3295,5.3349,5.3322,
28-Oct-19,Pound Sterling,GBPGHS,6.8516,6.8606,6.8561,
28-Oct-19,Euro,EURGHS,5.9127,5.9174,5.9151,
29-Oct-19,USD,USDGHS,5.3297,5.3351,5.3324,
29-Oct-19,Pound Sterling,GBPGHS,6.8647,6.8737,6.8692,
29-Oct-19,Euro,EURGHS,5.9224,5.9292,5.9258,
30-Oct-19,USD,USDGHS,5.3345,5.3399,5.3372,
30-Oct-19,Pound Sterling,GBPGHS,6.8634,6.8724,6.8679,
30-Oct-19,Euro,EURGHS,5.931,5.9357,5.9334,
31-Oct-19,USD,USDGHS,5.3345,5.3399,5.3372,
