Trade Date,Share code,Closing Price vwap (GHS),Price change(GHS),Total shares traded,Total value traded (GHS)
04/01/2021,ACCESS,4.39,0,0,0
04/01/2021,ADB,5.06,0,0,0
04/01/2021,AGA,37,0,0,0
04/01/2021,ALW,0.11,0,60,6.6
04/01/2021,BOPP,2,0,210,420
04/01/2021,CAL,0.69,0,2282,1574.58
04/01/2021,CLYD,0.03,0,0,0
04/01/2021,CMLT,0.11,0,0,0
04/01/2021,CPC,0.03,0,0,0
04/01/2021,DASPHARMA,0.4,0,0,0
04/01/2021,EGH,7.2,0,0,0
04/01/2021,EGL,1.4,0,0,0
04/01/2021,ETI,0.08,0,226,18.08
04/01/2021,FML,1.08,0,16700,18036
04/01/2021,GCB,4.05,0,384,1555.2
04/01/2021,GGBL,0.9,0,71,63.9
04/01/2021,GOIL,1.5,0,6357,9535.5
04/01/2021,GSR,9.5,0,0,0
04/01/2021,MAC,5.98,0,0,0
04/01/2021,MLC,0.09,0,0,0
04/01/2021,MTNGH,0.64,0,14252420,9121549
04/01/2021,PBC,0.03,0,0,0
04/01/2021,RBGH,0.41,0,79,32.39
04/01/2021,SCB,16.31,0,0,0
04/01/2021,SIC,0.08,0,100,8
04/01/2021,SOGEGH,0.64,0,0,0
04/01/2021,SWL,0.05,0,0,0
04/01/2021,TBL,0.34,0,1199,407.66
04/01/2021,TOTAL,2.83,0,1889,5345.87
04/01/2021,TLW,11.92,0,0,0
04/01/2021,UNIL,8.29,0,0,0
04/01/2021,AADS,0.41,0,0,0
04/01/2021,SCB PREF,0.87,0,0,0
04/01/2021,GLD,105.5,0,0,0
04/01/2021,SAMBA,0.55,0,0,0
04/01/2021,MMH,0.11,0,0,0
04/01/2021,HORDS,0.1,0,0,0
04/01/2021,IIL,0.05,0,0,0
04/01/2021,DIGICUT,0.09,0,0,0
04/01/2021,TOTAL,,,14281977,9158552.78
05/01/2021,ACCESS,4.39,0,0,0
05/01/2021,ADB,5.06,0,0,0
05/01/2021,AGA,37,0,0,0
05/01/2021,ALW,0.11,0,0,0
05/01/2021,BOPP,2,0,0,0
05/01/2021,CAL,0.69,0,405450,279760.5
05/01/2021,CLYD,0.03,0,0,0
05/01/2021,CMLT,0.11,0,0,0
05/01/2021,CPC,0.03,0,0,0
05/01/2021,DASPHARMA,0.4,0,0,0
05/01/2021,EGH,7.2,0,51,367.2
05/01/2021,EGL,1.4,0,0,0
05/01/2021,ETI,0.08,0,0,0
05/01/2021,FML,1.08,0,0,0
05/01/2021,GCB,4.05,0,0,0
05/01/2021,GGBL,0.9,0,0,0
05/01/2021,GOIL,1.5,0,0,0
05/01/2021,GSR,9.5,0,0,0
05/01/2021,MAC,5.98,0,0,0
05/01/2021,MLC,0.09,0,0,0
05/01/2021,MTNGH,0.64,0,35945,23004.8
05/01/2021,PBC,0.03,0,0,0
05/01/2021,RBGH,0.41,0,0,0
05/01/2021,SCB,16.5,0.19,29181,481477
05/01/2021,SIC,0.08,0,0,0
05/01/2021,SOGEGH,0.64,0,0,0
05/01/2021,SWL,0.05,0,0,0
05/01/2021,TBL,0.34,0,0,0
05/01/2021,TOTAL,2.83,0,970,2745
05/01/2021,TLW,11.92,0,0,0
05/01/2021,UNIL,8.29,0,0,0
05/01/2021,AADS,0.41,0,0,0
05/01/2021,SCB PREF,0.87,0,0,0
05/01/2021,GLD,105.5,0,0,0
05/01/2021,SAMBA,0.55,0,0,0
05/01/2021,MMH,0.11,0,0,0
05/01/2021,HORDS,0.1,0,0,0
05/01/2021,IIL,0.05,0,0,0
05/01/2021,DIGICUT,0.09,0,0,0
05/01/2021,TOTAL,,,471597,787354.5
06/01/2021,ACCESS,4.39,0,0,0
06/01/2021,ADB,5.06,0,0,0
06/01/2021,AGA,37,0,0,0
06/01/2021,ALW,0.11,0,0,0
06/01/2021,BOPP,2,0,0,0
06/01/2021,CAL,0.69,0,11672,8053.68
06/01/2021,CLYD,0.03,0,0,0
06/01/2021,CMLT,0.11,0,0,0
06/01/2021,CPC,0.03,0,0,0
06/01/2021,DASPHARMA,0.4,0,0,0
06/01/2021,EGH,7.2,0,400,2716.2
06/01/2021,EGL,1.4,0,0,0
06/01/2021,ETI,0.08,0,0,0
06/01/2021,FML,1.08,0,0,0
06/01/2021,GCB,4.05,0,3400,13770
06/01/2021,GGBL,0.9,0,0,0
06/01/2021,GOIL,1.5,0,0,0
06/01/2021,GSR,9.5,0,0,0
06/01/2021,MAC,5.98,0,0,0
06/01/2021,MLC,0.09,0,0,0
06/01/2021,MTNGH,0.64,0,25452,16289.28
06/01/2021,PBC,0.03,0,0,0
06/01/2021,RBGH,0.41,0,0,0
06/01/2021,SCB,16.5,0,300,4950
06/01/2021,SIC,0.08,0,0,0
06/01/2021,SOGEGH,0.64,0,0,0
06/01/2021,SWL,0.05,0,0,0
06/01/2021,TBL,0.34,0,0,0
06/01/2021,TOTAL,2.83,0,0,0
06/01/2021,TLW,11.92,0,0,0
06/01/2021,UNIL,8.29,0,0,0
06/01/2021,AADS,0.41,0,0,0
06/01/2021,SCB PREF,0.87,0,0,0
06/01/2021,GLD,105.5,0,0,0
06/01/2021,SAMBA,0.55,0,0,0
06/01/2021,MMH,0.11,0,0,0
06/01/2021,HORDS,0.1,0,0,0
06/01/2021,IIL,0.05,0,0,0
06/01/2021,DIGICUT,0.09,0,0,0
06/01/2021,TOTAL,,,41224,45779.16
08/01/2021,ACCESS,4.39,0,0,0
08/01/2021,ADB,5.06,0,0,0
08/01/2021,AGA,37,0,0,0
08/01/2021,ALW,0.11,0,0,0
08/01/2021,BOPP,2,0,0,0
08/01/2021,CAL,0.69,0,153300,105777
08/01/2021,CLYD,0.03,0,0,0
08/01/2021,CMLT,0.11,0,0,0
08/01/2021,CPC,0.03,0,0,0
08/01/2021,DASPHARMA,0.4,0,0,0
08/01/2021,EGH,7.2,0,0,0
08/01/2021,EGL,1.4,0,0,0
08/01/2021,ETI,0.08,0,0,0
08/01/2021,FML,1.08,0,0,0
08/01/2021,GCB,4.05,0,0,0
08/01/2021,GGBL,0.9,0,0,0
08/01/2021,GOIL,1.5,0,0,0
08/01/2021,GSR,9.5,0,0,0
08/01/2021,MAC,5.98,0,0,0
08/01/2021,MLC,0.09,0,0,0
08/01/2021,MTNGH,0.65,0.01,55250000,35912500
08/01/2021,PBC,0.03,0,0,0
08/01/2021,RBGH,0.41,0,0,0
08/01/2021,SCB,16.5,0,0,0
08/01/2021,SIC,0.08,0,0,0
08/01/2021,SOGEGH,0.64,0,0,0
08/01/2021,SWL,0.05,0,0,0
08/01/2021,TBL,0.34,0,0,0
08/01/2021,TOTAL,2.83,0,7215,20418.45
08/01/2021,TLW,11.92,0,0,0
08/01/2021,UNIL,8.29,0,0,0
08/01/2021,AADS,0.41,0,0,0
08/01/2021,SCB PREF,0.87,0,0,0
08/01/2021,GLD,105.5,0,0,0
08/01/2021,SAMBA,0.55,0,0,0
08/01/2021,MMH,0.11,0,0,0
08/01/2021,HORDS,0.1,0,0,0
08/01/2021,IIL,0.05,0,0,0
08/01/2021,DIGICUT,0.09,0,0,0
08/01/2021,TOTAL,,,55410515,36038695.45
11/01/2021,ACCESS,4.39,0,0,0
11/01/2021,ADB,5.06,0,0,0
11/01/2021,AGA,37,0,0,0
11/01/2021,ALW,0.11,0,0,0
11/01/2021,BOPP,2,0,0,0
11/01/2021,CAL,0.69,0,10180,7024.2
11/01/2021,CLYD,0.03,0,0,0
11/01/2021,CMLT,0.11,0,0,0
11/01/2021,CPC,0.03,0,0,0
11/01/2021,DASP,0.4,0,0,0
11/01/2021,EGH,7.2,0,600,4320
11/01/2021,EGL,1.4,0,0,0
11/01/2021,ETI,0.08,0,0,0
11/01/2021,FML,1.08,0,0,0
11/01/2021,GCB,4.05,0,0,0
11/01/2021,GGBL,0.9,0,0,0
11/01/2021,GOIL,1.5,0,8800,13200
11/01/2021,GSR,9.5,0,0,0
11/01/2021,MAC,5.98,0,0,0
11/01/2021,MLC,0.09,0,0,0
11/01/2021,MTNGH,0.65,0,35900,23335
11/01/2021,PBC,0.03,0,0,0
11/01/2021,RBGH,0.41,0,0,0
11/01/2021,SCB,16.5,0,0,0
11/01/2021,SIC,0.08,0,0,0
11/01/2021,SOGEGH,0.64,0,0,0
11/01/2021,SWL,0.05,0,0,0
11/01/2021,TBL,0.34,0,0,0
11/01/2021,TOTAL,2.83,0,0,0
11/01/2021,TLW,11.92,0,0,0
11/01/2021,UNIL,8.29,0,0,0
11/01/2021,AADS,0.41,0,0,0
11/01/2021,SCB PREF,0.87,0,0,0
11/01/2021,GLD,105.5,0,0,0
11/01/2021,SAMBA,0.55,0,0,0
11/01/2021,MMH,0.11,0,0,0
11/01/2021,HORDS,0.1,0,0,0
11/01/2021,IIL,0.05,0,0,0
11/01/2021,DIGICUT,0.09,0,0,0
11/01/2021,TOTAL,,,55480,47879.2
12/01/2021,ACCESS,4.39,0,55,239.25
12/01/2021,ADB,5.06,0,0,0
12/01/2021,AGA,37,0,0,0
12/01/2021,ALW,0.11,0,0,0
12/01/2021,BOPP,2,0,49,98
12/01/2021,CAL,0.69,0,13317,9188.73
12/01/2021,CLYD,0.03,0,0,0
12/01/2021,CMLT,0.11,0,0,0
12/01/2021,CPC,0.03,0,0,0
12/01/2021,DASP,0.4,0,0,0
12/01/2021,EGH,7.2,0,0,0
12/01/2021,EGL,1.4,0,0,0
12/01/2021,ETI,0.08,0,1700,136
12/01/2021,FML,1.08,0,0,0
12/01/2021,GCB,4.05,0,0,0
12/01/2021,GGBL,0.9,0,32,28.8
12/01/2021,GOIL,1.5,0,1439,2158.5
12/01/2021,GSR,9.5,0,0,0
12/01/2021,MAC,5.98,0,0,0
12/01/2021,MLC,0.09,0,0,0
12/01/2021,MTNGH,0.66,0.01,20024090,13215660
12/01/2021,PBC,0.03,0,0,0
12/01/2021,RBGH,0.41,0,0,0
12/01/2021,SCB,16.5,0,110,1815
12/01/2021,SIC,0.08,0,0,0
12/01/2021,SOGEGH,0.64,0,0,0
12/01/2021,SWL,0.05,0,0,0
12/01/2021,TBL,0.34,0,0,0
12/01/2021,TOTAL,2.83,0,2900,8207
12/01/2021,TLW,11.92,0,0,0
12/01/2021,UNIL,8.29,0,0,0
12/01/2021,AADS,0.41,0,0,0
12/01/2021,SCB PREF,0.87,0,0,0
12/01/2021,GLD,105.5,0,0,0
12/01/2021,SAMBA,0.55,0,0,0
12/01/2021,MMH,0.11,0,0,0
12/01/2021,HORDS,0.1,0,0,0
12/01/2021,IIL,0.05,0,0,0
12/01/2021,DIGICUT,0.09,0,0,0
12/01/2021,TOTAL,,,20043692,13237531.28
13/01/2021,ACCESS,4.39,0,0,0
13/01/2021,ADB,5.06,0,0,0
13/01/2021,AGA,37,0,0,0
13/01/2021,ALW,0.11,0,0,0
13/01/2021,BOPP,2,0,0,0
13/01/2021,CAL,0.69,0,17090,11792.1
13/01/2021,CLYD,0.03,0,0,0
13/01/2021,CMLT,0.11,0,0,0
13/01/2021,CPC,0.03,0,80,2.4
13/01/2021,DASP,0.4,0,0,0
13/01/2021,EGH,7.2,0,0,0
13/01/2021,EGL,1.4,0,0,0
13/01/2021,ETI,0.08,0,0,0
13/01/2021,FML,1.08,0,0,0
13/01/2021,GCB,4.05,0,0,0
13/01/2021,GGBL,0.9,0,0,0
13/01/2021,GOIL,1.51,0.01,3433,5183.83
13/01/2021,GSR,9.5,0,0,0
13/01/2021,MAC,5.98,0,0,0
13/01/2021,MLC,0.09,0,0,0
13/01/2021,MTNGH,0.66,0,8820,5821.2
13/01/2021,PBC,0.03,0,0,0
13/01/2021,RBGH,0.41,0,113,46.33
13/01/2021,SCB,16.5,0,3087,50952
13/01/2021,SIC,0.08,0,0,0
13/01/2021,SOGEGH,0.66,0.02,13112,8629.05
13/01/2021,SWL,0.05,0,0,0
13/01/2021,TBL,0.34,0,146,49.64
13/01/2021,TOTAL,2.83,0,1829,5176.07
13/01/2021,TLW,11.92,0,0,0
13/01/2021,UNIL,8.29,0,0,0
13/01/2021,AADS,0.41,0,0,0
13/01/2021,SCB PREF,0.87,0,0,0
13/01/2021,GLD,105.5,0,0,0
13/01/2021,SAMBA,0.55,0,0,0
13/01/2021,MMH,0.11,0,0,0
13/01/2021,HORDS,0.1,0,0,0
13/01/2021,IIL,0.05,0,0,0
13/01/2021,DIGICUT,0.09,0,0,0
13/01/2021,TOTAL,,,47710,87652.62
14/01/2021,ACCESS,4.39,0,0,0
14/01/2021,ADB,5.06,0,0,0
14/01/2021,AGA,37,0,0,0
14/01/2021,ALW,0.1,-0.01,200700,21077
14/01/2021,BOPP,2,0,70,140
14/01/2021,CAL,0.69,0,4530,3125.7
14/01/2021,CLYD,0.03,0,0,0
14/01/2021,CMLT,0.11,0,0,0
14/01/2021,CPC,0.03,0,0,0
14/01/2021,DASP,0.4,0,0,0
14/01/2021,EGH,7.2,0,85,612
14/01/2021,EGL,1.4,0,0,0
14/01/2021,ETI,0.08,0,100,8
14/01/2021,FML,1.08,0,0,0
14/01/2021,GCB,4.05,0,320,1296
14/01/2021,GGBL,0.9,0,0,0
14/01/2021,GOIL,1.51,0,0,0
14/01/2021,GSR,9.5,0,0,0
14/01/2021,MAC,5.98,0,0,0
14/01/2021,MLC,0.09,0,0,0
14/01/2021,MTNGH,0.66,0,0,0
14/01/2021,PBC,0.03,0,0,0
14/01/2021,RBGH,0.41,0,0,0
14/01/2021,SCB,16.5,0,3,49.5
14/01/2021,SIC,0.08,0,0,0
14/01/2021,SOGEGH,0.66,0,33,21.78
14/01/2021,SWL,0.05,0,0,0
14/01/2021,TBL,0.34,0,0,0
14/01/2021,TOTAL,2.83,0,3326,9412.58
14/01/2021,TLW,11.92,0,0,0
14/01/2021,UNIL,8.29,0,0,0
14/01/2021,AADS,0.41,0,0,0
14/01/2021,SCB PREF,0.87,0,0,0
14/01/2021,GLD,105.5,0,0,0
14/01/2021,SAMBA,0.55,0,0,0
14/01/2021,MMH,0.11,0,0,0
14/01/2021,HORDS,0.1,0,0,0
14/01/2021,IIL,0.05,0,0,0
14/01/2021,DIGICUT,0.09,0,0,0
14/01/2021,TOTAL,,,209167,35742.56
15/01/2021,ACCESS,4.39,0,0,0
15/01/2021,ADB,5.06,0,0,0
15/01/2021,AGA,37,0,0,0
15/01/2021,ALW,0.1,0,0,0
15/01/2021,BOPP,2,0,0,0
15/01/2021,CAL,0.69,0,0,0
15/01/2021,CLYD,0.03,0,0,0
15/01/2021,CMLT,0.11,0,0,0
15/01/2021,CPC,0.03,0,0,0
15/01/2021,DASP,0.4,0,0,0
15/01/2021,EGH,7.2,0,345,2484
15/01/2021,EGL,1.4,0,0,0
15/01/2021,ETI,0.08,0,3500,280
15/01/2021,FML,1.08,0,0,0
15/01/2021,GCB,4.05,0,0,0
15/01/2021,GGBL,0.9,0,0,0
15/01/2021,GOIL,1.51,0,0,0
15/01/2021,GSR,9.5,0,0,0
15/01/2021,MAC,5.98,0,0,0
15/01/2021,MLC,0.09,0,0,0
15/01/2021,MTNGH,0.66,0,9900,6583
15/01/2021,PBC,0.03,0,0,0
15/01/2021,RBGH,0.41,0,0,0
15/01/2021,SCB,16.5,0,0,0
15/01/2021,SIC,0.08,0,0,0
15/01/2021,SOGEGH,0.66,0,17144,11315.04
15/01/2021,SWL,0.05,0,0,0
15/01/2021,TBL,0.34,0,0,0
15/01/2021,TOTAL,2.83,0,278,786.74
15/01/2021,TLW,11.92,0,0,0
15/01/2021,UNIL,8.29,0,0,0
15/01/2021,AADS,0.41,0,0,0
15/01/2021,SCB PREF,0.87,0,0,0
15/01/2021,GLD,105.5,0,0,0
15/01/2021,SAMBA,0.55,0,0,0
15/01/2021,MMH,0.11,0,0,0
15/01/2021,HORDS,0.1,0,0,0
15/01/2021,IIL,0.05,0,0,0
15/01/2021,DIGICUT,0.09,0,0,0
15/01/2021,TOTAL,,,31167,21448.78
18/01/2021,ACCESS,4.3,-0.09,10800,46440
18/01/2021,ADB,5.06,0,0,0
18/01/2021,AGA,37,0,0,0
18/01/2021,ALW,0.1,0,0,0
18/01/2021,BOPP,2,0,762,1524
18/01/2021,CAL,0.69,0,2222,1533.18
18/01/2021,CLYD,0.03,0,0,0
18/01/2021,CMLT,0.11,0,5000,550
18/01/2021,CPC,0.03,0,0,0
18/01/2021,DASPHARMA,0.4,0,0,0
18/01/2021,EGH,7.2,0,1080,7776
18/01/2021,EGL,1.4,0,0,0
18/01/2021,ETI,0.08,0,1081,86.48
18/01/2021,FML,1.08,0,0,0
18/01/2021,GCB,4.05,0,0,0
18/01/2021,GGBL,0.9,0,297,267.3
18/01/2021,GOIL,1.51,0,6086,9189.86
18/01/2021,GSR,9.5,0,0,0
18/01/2021,MAC,5.98,0,0,0
18/01/2021,MLC,0.09,0,0,0
18/01/2021,MTNGH,0.66,0,72386,47774.76
18/01/2021,PBC,0.03,0,0,0
18/01/2021,RBGH,0.45,0.04,2250,1012.5
18/01/2021,SCB,16.5,0,0,0
18/01/2021,SIC,0.08,0,0,0
18/01/2021,SOGEGH,0.68,0.02,5000,3400
18/01/2021,SWL,0.05,0,0,0
18/01/2021,TBL,0.34,0,0,0
18/01/2021,TOTAL,2.83,0,1667,4717.61
18/01/2021,TLW,11.92,0,0,0
18/01/2021,UNIL,7.47,-0.82,1397,10435.59
18/01/2021,AADS,0.41,0,48,19.68
18/01/2021,SCB PREF,0.87,0,0,0
18/01/2021,GLD,105.5,0,0,0
18/01/2021,SAMBA,0.55,0,0,0
18/01/2021,MMH,0.11,0,0,0
18/01/2021,HORDS,0.1,0,0,0
18/01/2021,IIL,0.05,0,0,0
18/01/2021,DIGICUT,0.09,0,0,0
18/01/2021,TOTAL,,,110076,134726.96
19/01/2021,ACCESS,4.3,0,0,0
19/01/2021,ADB,5.06,0,0,0
19/01/2021,AGA,37,0,0,0
19/01/2021,ALW,0.1,0,0,0
19/01/2021,BOPP,2,0,12,24
19/01/2021,CAL,0.69,0,0,0
19/01/2021,CLYD,0.03,0,0,0
19/01/2021,CMLT,0.11,0,0,0
19/01/2021,CPC,0.03,0,0,0
19/01/2021,DASPHARMA,0.4,0,0,0
19/01/2021,EGH,7.2,0,1961,14119.2
19/01/2021,EGL,1.4,0,0,0
19/01/2021,ETI,0.08,0,0,0
19/01/2021,FML,1.08,0,80,87.2
19/01/2021,GCB,4.05,0,0,0
19/01/2021,GGBL,0.9,0,200,180
19/01/2021,GOIL,1.51,0,3340,5043.4
19/01/2021,GSR,9.5,0,0,0
19/01/2021,MAC,5.98,0,0,0
19/01/2021,MLC,0.09,0,0,0
19/01/2021,MTNGH,0.66,0,57855,38184.3
19/01/2021,PBC,0.03,0,0,0
19/01/2021,RBGH,0.45,0,0,0
19/01/2021,SCB,16.5,0,0,0
19/01/2021,SIC,0.08,0,1900,152
19/01/2021,SOGEGH,0.68,0,865,588.2
19/01/2021,SWL,0.05,0,0,0
19/01/2021,TBL,0.34,0,0,0
19/01/2021,TOTAL,2.83,0,0,0
19/01/2021,TLW,11.92,0,0,0
19/01/2021,UNIL,7.47,0,0,0
19/01/2021,AADS,0.41,0,0,0
19/01/2021,SCB PREF,0.87,0,0,0
19/01/2021,GLD,105.5,0,0,0
19/01/2021,SAMBA,0.55,0,0,0
19/01/2021,MMH,0.11,0,0,0
19/01/2021,HORDS,0.1,0,0,0
19/01/2021,IIL,0.05,0,3600,180
19/01/2021,DIGICUT,0.09,0,0,0
19/01/2021,TOTAL,,,69813,58558.3
20/01/2021,ACCESS,5.06,0,0,0
20/01/2021,ADB,37,0,0,0
20/01/2021,AGA,0.1,0,0,0
20/01/2021,ALW,2,0,0,0
20/01/2021,BOPP,0.69,0,0,0
20/01/2021,CAL,0.03,0,0,0
20/01/2021,CLYD,0.11,0,0,0
20/01/2021,CMLT,0.03,0,0,0
20/01/2021,CPC,0.4,0,0,0
20/01/2021,DASPHARMA,7.2,0,0,0
20/01/2021,EGH,1.4,0,0,0
20/01/2021,EGL,0.08,0,193,13.51
20/01/2021,ETI,1.08,0,0,0
20/01/2021,FML,4.1,0.05,16600,68060
20/01/2021,GCB,0.9,0,0,0
20/01/2021,GGBL,1.51,0,1000,1510
20/01/2021,GOIL,9.5,0,0,0
20/01/2021,GSR,5.98,0,0,0
20/01/2021,MAC,0.09,0,0,0
20/01/2021,MLC,0.67,0.01,2300450,1541185.5
20/01/2021,MTNGH,0.03,0,0,0
20/01/2021,PBC,0.45,0,0,0
20/01/2021,RBGH,16.5,0,25,453.75
20/01/2021,SCB,0.08,0,0,0
20/01/2021,SIC,0.72,0.04,5500,3960
20/01/2021,SOGEGH,0.05,0,0,0
20/01/2021,SWL,0.34,0,0,0
20/01/2021,TBL,2.83,0,0,0
20/01/2021,TOTAL,11.92,0,0,0
20/01/2021,TLW,7.47,0,0,0
20/01/2021,UNIL,0.41,0,0,0
20/01/2021,AADS,0.87,0,0,0
20/01/2021,SCB PREF,105.5,0,0,0
20/01/2021,GLD,0.55,0,0,0
20/01/2021,SAMBA,0.11,0,0,0
20/01/2021,MMH,0.1,0,0,0
20/01/2021,HORDS,0.05,0,0,0
20/01/2021,IIL,0.09,0,0,0
20/01/2021,DIGICUT,,,2323768,1615182.76
20/01/2021,TOTAL,,,,
21/01/2021,ACCESS,4.3,0,0,0
21/01/2021,ADB,5.06,0,0,0
21/01/2021,AGA,37,0,0,0
21/01/2021,ALW,0.1,0,0,0
21/01/2021,BOPP,2,0,23,46
21/01/2021,CAL,0.69,0,59725,41210.25
21/01/2021,CLYD,0.03,0,0,0
21/01/2021,CMLT,0.11,0,0,0
21/01/2021,CPC,0.03,0,0,0
21/01/2021,DASPHARMA,0.4,0,0,0
21/01/2021,EGH,7.2,0,500,3600
21/01/2021,EGL,1.4,0,0,0
21/01/2021,ETI,0.08,0,158,12.64
21/01/2021,FML,1.08,0,0,0
21/01/2021,GCB,4.1,0,0,0
21/01/2021,GGBL,0.9,0,0,0
21/01/2021,GOIL,1.51,0,220,332.2
21/01/2021,GSR,9.5,0,0,0
21/01/2021,MAC,5.98,0,0,0
21/01/2021,MLC,0.09,0,0,0
21/01/2021,MTNGH,0.68,0.01,1333464,906552.31
21/01/2021,PBC,0.03,0,0,0
21/01/2021,RBGH,0.45,0,0,0
21/01/2021,SCB,16.5,0,0,0
21/01/2021,SIC,0.08,0,179,14.32
21/01/2021,SOGEGH,0.72,0,450,330
21/01/2021,SWL,0.05,0,0,0
21/01/2021,TBL,0.34,0,0,0
21/01/2021,TOTAL,2.83,0,397,1123.51
21/01/2021,TLW,11.92,0,0,0
21/01/2021,UNIL,7.47,0,0,0
21/01/2021,AADS,0.41,0,0,0
21/01/2021,SCB PREF,0.87,0,0,0
21/01/2021,GLD,105.5,0,0,0
21/01/2021,SAMBA,0.55,0,0,0
21/01/2021,MMH,0.11,0,0,0
21/01/2021,HORDS,0.1,0,0,0
21/01/2021,IIL,0.05,0,0,0
21/01/2021,DIGICUT,0.09,0,0,0
21/01/2021,TOTAL,,,1395116,953221.23
22/01/2021,ACCESS,4.3,0,0,0
22/01/2021,ADB,5.06,0,0,0
22/01/2021,AGA,37,0,0,0
22/01/2021,ALW,0.1,0,0,0
22/01/2021,BOPP,2,0,0,0
22/01/2021,CAL,0.69,0,11596,8001.24
22/01/2021,CLYD,0.03,0,0,0
22/01/2021,CMLT,0.11,0,140,15.4
22/01/2021,CPC,0.03,0,0,0
22/01/2021,DASPHARMA,0.4,0,0,0
22/01/2021,EGH,7.2,0,20,144
22/01/2021,EGL,1.4,0,0,0
22/01/2021,ETI,0.08,0,238,19.04
22/01/2021,FML,1.08,0,0,0
22/01/2021,GCB,4.4,0.3,1233150,5425860
22/01/2021,GGBL,0.9,0,0,0
22/01/2021,GOIL,1.51,0,0,0
22/01/2021,GSR,9.5,0,0,0
22/01/2021,MAC,5.98,0,0,0
22/01/2021,MLC,0.09,0,0,0
22/01/2021,MTNGH,0.68,0,1232500,838100
22/01/2021,PBC,0.03,0,0,0
22/01/2021,RBGH,0.45,0,0,0
22/01/2021,SCB,16.5,0,20,330
22/01/2021,SIC,0.08,0,9700,776
22/01/2021,SOGEGH,0.72,0,898,646.56
22/01/2021,SWL,0.05,0,0,0
22/01/2021,TBL,0.34,0,0,0
22/01/2021,TOTAL,2.83,0,5151,14577.33
22/01/2021,TLW,11.92,0,0,0
22/01/2021,UNIL,7.47,0,0,0
22/01/2021,AADS,0.41,0,0,0
22/01/2021,SCB PREF,0.87,0,0,0
22/01/2021,GLD,105.5,0,0,0
22/01/2021,SAMBA,0.55,0,0,0
22/01/2021,MMH,0.11,0,0,0
22/01/2021,HORDS,0.1,0,0,0
22/01/2021,IIL,0.05,0,0,0
22/01/2021,DIGICUT,0.09,0,0,0
22/01/2021,TOTAL,,,2493413,6288469.57
25/01/2021,ACCESS,4.3,0,0,0
25/01/2021,ADB,5.06,0,0,0
25/01/2021,AGA,37,0,0,0
25/01/2021,ALW,0.1,0,0,0
25/01/2021,BOPP,2,0,0,0
25/01/2021,CAL,0.69,0,60775,42020.32
25/01/2021,CLYD,0.03,0,0,0
25/01/2021,CMLT,0.11,0,0,0
25/01/2021,CPC,0.03,0,0,0
25/01/2021,DASP,0.4,0,0,0
25/01/2021,EGH,7.2,0,0,0
25/01/2021,EGL,1.4,0,0,0
25/01/2021,ETI,0.08,0,0,0
25/01/2021,FML,1.08,0,0,0
25/01/2021,GCB,4.4,0,373,1641.2
25/01/2021,GGBL,0.9,0,0,0
25/01/2021,GOIL,1.51,0,700,1057
25/01/2021,GSR,9.5,0,0,0
25/01/2021,MAC,5.98,0,0,0
25/01/2021,MLC,0.09,0,0,0
25/01/2021,MTNGH,0.68,0,32200,21896
25/01/2021,PBC,0.03,0,0,0
25/01/2021,RBGH,0.45,0,1309,589.05
25/01/2021,SCB,16.5,0,0,0
25/01/2021,SIC,0.08,0,0,0
25/01/2021,SOGEGH,0.72,0,250,180
25/01/2021,SWL,0.05,0,0,0
25/01/2021,TBL,0.34,0,0,0
25/01/2021,TOTAL,2.83,0,200,566
25/01/2021,TLW,11.92,0,0,0
25/01/2021,UNIL,7.47,0,0,0
25/01/2021,AADS,0.41,0,0,0
25/01/2021,SCB PREF,0.87,0,0,0
25/01/2021,GLD,105.5,0,0,0
25/01/2021,SAMBA,0.55,0,0,0
25/01/2021,MMH,0.11,0,0,0
25/01/2021,HORDS,0.1,0,0,0
25/01/2021,IIL,0.05,0,0,0
25/01/2021,DIGICUT,0.09,0,0,0
25/01/2021,TOTAL,,,95807,67949.57
26/01/2021,ACCESS,4.3,0,0,0
26/01/2021,ADB,5.06,0,0,0
26/01/2021,AGA,37,0,0,0
26/01/2021,ALW,0.1,0,0,0
26/01/2021,BOPP,2,0,0,0
26/01/2021,CAL,0.7,0.01,10110,7077
26/01/2021,CLYD,0.03,0,0,0
26/01/2021,CMLT,0.11,0,0,0
26/01/2021,CPC,0.03,0,0,0
26/01/2021,DASP,0.4,0,0,0
26/01/2021,EGH,7.2,0,153,1101.6
26/01/2021,EGL,1.4,0,0,0
26/01/2021,ETI,0.08,0,0,0
26/01/2021,FML,1.08,0,347,378.23
26/01/2021,GCB,4.4,0,0,0
26/01/2021,GGBL,0.9,0,0,0
26/01/2021,GOIL,1.51,0,0,0
26/01/2021,GSR,9.5,0,0,0
26/01/2021,MAC,5.98,0,0,0
26/01/2021,MLC,0.09,0,0,0
26/01/2021,MTNGH,0.68,0,56207,38220.76
26/01/2021,PBC,0.03,0,0,0
26/01/2021,RBGH,0.45,0,2345,1055.25
26/01/2021,SCB,18.15,1.65,991,17943.75
26/01/2021,SIC,0.08,0,0,0
26/01/2021,SOGEGH,0.72,0,50,36
26/01/2021,SWL,0.05,0,0,0
26/01/2021,TBL,0.34,0,0,0
26/01/2021,TOTAL,2.83,0,0,0
26/01/2021,TLW,11.92,0,0,0
