Trade Date,Share code,Closing Price vwap (GHS),Price change(GHS),Total shares traded,Total value traded (GHS)
10/05/2021,RBGH,0.45,0,0,0
10/05/2021,SCB,18.2,0,897,16325.4
10/05/2021,SIC,0.07,-0.01,4650,325.5
10/05/2021,SOGEGH,0.84,0,200,168
10/05/2021,SWL,0.05,0,0,0
10/05/2021,TBL,0.34,0,0,0
10/05/2021,TOTAL,3.25,0,0,0
10/05/2021,TLW,11.92,0,0,0
10/05/2021,UNIL,3.6,0,270,972
10/05/2021,AADS,0.41,0,0,0
10/05/2021,SCB PREF,0.87,0,0,0
10/05/2021,GLD,100.6,0,0,0
10/05/2021,SAMBA,0.55,0,0,0
10/05/2021,MMH,0.11,0,0,0
10/05/2021,HORDS,0.1,0,0,0
10/05/2021,IIL,0.05,0,0,0
10/05/2021,DIGICUT,0.09,0,0,0
10/05/2021,POP,0.62,0,0,0
10/05/2021,TOTAL,,,235091,301292.37
11/05/2021,ACCESS,4.3,0,0,0
11/05/2021,ADB,5.06,0,0,0
11/05/2021,AGA,37,0,0,0
11/05/2021,ALW,0.1,0,72,7.2
11/05/2021,BOPP,2,0,0,0
11/05/2021,CAL,0.84,0,2428,2038.62
11/05/2021,CLYD,0.03,0,0,0
11/05/2021,CMLT,0.11,0,0,0
11/05/2021,CPC,0.03,0,0,0
11/05/2021,DASP,0.4,0,0,0
11/05/2021,EGH,7,0,575,4025
11/05/2021,EGL,1.52,0.02,306315,465472.5
11/05/2021,ETI,0.07,0,0,0
11/05/2021,FML,1.26,0,0,0
11/05/2021,GCB,4.95,0,220,1089
11/05/2021,GGBL,1.29,0,0,0
11/05/2021,GOIL,1.51,0,46792,70640.26
11/05/2021,GSR,9.5,0,0,0
11/05/2021,MAC,5.98,0,0,0
11/05/2021,MTNGH,1.19,-0.05,695957,829933.15
11/05/2021,PBC,0.03,0,0,0
11/05/2021,RBGH,0.45,0,0,0
11/05/2021,SCB,18.2,0,6192,112694.4
11/05/2021,SIC,0.07,0,0,0
11/05/2021,SOGEGH,0.84,0,190,159.6
11/05/2021,SWL,0.05,0,0,0
11/05/2021,TBL,0.34,0,0,0
11/05/2021,TOTAL,3.25,0,16750,54437.5
11/05/2021,TLW,11.92,0,0,0
11/05/2021,UNIL,3.25,-0.35,1282,4166.5
11/05/2021,AADS,0.41,0,0,0
11/05/2021,SCB PREF,0.87,0,0,0
11/05/2021,GLD,100.6,0,0,0
11/05/2021,SAMBA,0.55,0,0,0
11/05/2021,MMH,0.11,0,0,0
11/05/2021,HORDS,0.1,0,0,0
11/05/2021,IIL,0.05,0,0,0
11/05/2021,DIGICUT,0.09,0,0,0
11/05/2021,POP,0.62,0,0,0
11/05/2021,TOTAL,,,1076773,1544663.73
12/05/2021,ACCESS,4.3,0,0,0
12/05/2021,ADB,5.06,0,0,0
12/05/2021,AGA,37,0,0,0
12/05/2021,ALW,0.1,0,0,0
12/05/2021,BOPP,2,0,0,0
12/05/2021,CAL,0.82,-0.02,2383,1954.06
12/05/2021,CLYD,0.03,0,0,0
12/05/2021,CMLT,0.11,0,0,0
12/05/2021,CPC,0.03,0,1600,48
12/05/2021,DASP,0.4,0,0,0
12/05/2021,EGH,7,0,38,266
12/05/2021,EGL,1.52,0,102600,155952
12/05/2021,ETI,0.07,0,53896,3772.72
12/05/2021,FML,1.26,0,200,260
12/05/2021,GCB,4.95,0,100,495
12/05/2021,GGBL,1.29,0,0,0
12/05/2021,GOIL,1.51,0,100,151
12/05/2021,GSR,9.5,0,0,0
12/05/2021,MAC,5.98,0,0,0
12/05/2021,MTNGH,1.17,-0.02,13771,16166.85
12/05/2021,PBC,0.03,0,0,0
12/05/2021,RBGH,0.45,0,18621,8379.45
12/05/2021,SCB,18.2,0,660,12012
12/05/2021,SIC,0.07,0,0,0
12/05/2021,SOGEGH,0.84,0,0,0
12/05/2021,SWL,0.05,0,0,0
12/05/2021,TBL,0.34,0,0,0
12/05/2021,TOTAL,3.25,0,416,1352
12/05/2021,TLW,11.92,0,0,0
12/05/2021,UNIL,3.25,0,2490,8092.5
12/05/2021,AADS,0.41,0,0,0
12/05/2021,SCB PREF,0.87,0,0,0
12/05/2021,GLD,102.15,1.55,36,3677.4
12/05/2021,SAMBA,0.55,0,0,0
12/05/2021,MMH,0.11,0,0,0
12/05/2021,HORDS,0.1,0,0,0
12/05/2021,IIL,0.05,0,0,0
12/05/2021,DIGICUT,0.09,0,0,0
12/05/2021,POP,0.62,0,0,0
12/05/2021,TOTAL,,,196911,212578.98
14/05/2021,ACCESS,4.3,0,0,0
14/05/2021,ADB,5.06,0,0,0
14/05/2021,AGA,37,0,0,0
14/05/2021,ALW,0.1,0,0,0
14/05/2021,BOPP,2,0,0,0
14/05/2021,CAL,0.82,0,0,0
14/05/2021,CLYD,0.03,0,0,0
14/05/2021,CMLT,0.11,0,0,0
14/05/2021,CPC,0.03,0,0,0
14/05/2021,DASP,0.4,0,0,0
14/05/2021,EGH,7,0,0,0
14/05/2021,EGL,1.52,0,0,0
14/05/2021,ETI,0.07,0,0,0
14/05/2021,FML,1.26,0,0,0
14/05/2021,GCB,4.95,0,200,990
14/05/2021,GGBL,1.29,0,0,0
14/05/2021,GOIL,1.51,0,0,0
14/05/2021,GSR,9.5,0,0,0
14/05/2021,MAC,5.98,0,0,0
14/05/2021,MTNGH,1.14,-0.03,3136336,3575493.11
14/05/2021,PBC,0.03,0,0,0
14/05/2021,RBGH,0.45,0,0,0
14/05/2021,SCB,18.2,0,700,12740
14/05/2021,SIC,0.07,0,0,0
14/05/2021,SOGEGH,0.84,0,1600300,1344252
14/05/2021,SWL,0.05,0,0,0
14/05/2021,TBL,0.34,0,0,0
14/05/2021,TOTAL,3.25,0,5000,16250
14/05/2021,TLW,11.92,0,0,0
14/05/2021,UNIL,3.25,0,57,185.25
14/05/2021,AADS,0.41,0,0,0
14/05/2021,SCB PREF,0.87,0,0,0
14/05/2021,GLD,102.15,0,0,0
14/05/2021,SAMBA,0.55,0,0,0
14/05/2021,MMH,0.11,0,0,0
14/05/2021,HORDS,0.1,0,0,0
14/05/2021,IIL,0.05,0,0,0
14/05/2021,DIGICUT,0.09,0,0,0
14/05/2021,POP,0.62,0,0,0
14/05/2021,TOTAL,,,4742593,4949910.36
17/05/2021,ACCESS,4.3,0,0,0
17/05/2021,ADB,5.06,0,0,0
17/05/2021,AGA,37,0,0,0
17/05/2021,ALW,0.1,0,0,0
17/05/2021,BOPP,2,0,0,0
17/05/2021,CAL,0.82,0,237,194.34
17/05/2021,CLYD,0.03,0,0,0
17/05/2021,CMLT,0.11,0,0,0
17/05/2021,CPC,0.03,0,0,0
17/05/2021,DASPHARMA,0.4,0,0,0
17/05/2021,EGH,7,0,18794,131558
17/05/2021,EGL,1.52,0,0,0
17/05/2021,ETI,0.07,0,0,0
17/05/2021,FML,1.26,0,0,0
17/05/2021,GCB,5.08,0.13,1382149,7026040.6
17/05/2021,GGBL,1.29,0,0,0
17/05/2021,GOIL,1.51,0,47236,71326.36
17/05/2021,GSR,9.5,0,0,0
17/05/2021,MAC,5.98,0,0,0
17/05/2021,MLC,1.14,0,741,839.13
17/05/2021,MTNGH,0.03,0,0,0
17/05/2021,PBC,0.45,0,0,0
17/05/2021,RBGH,18.2,0,1703,30994.6
17/05/2021,SCB,0.07,0,0,0
17/05/2021,SIC,0.84,0,4027,3382.68
17/05/2021,SOGEGH,0.05,0,0,0
17/05/2021,SWL,0.34,0,0,0
17/05/2021,TBL,3.25,0,12600,40950
17/05/2021,TOTAL,11.92,0,0,0
17/05/2021,TLW,3.25,0,573506,1863894.5
17/05/2021,UNIL,0.41,0,0,0
17/05/2021,AADS,0.87,0,0,0
17/05/2021,SCB PREF,102.15,0,0,0
17/05/2021,GLD,0.55,0,0,0
17/05/2021,SAMBA,0.11,0,0,0
17/05/2021,MMH,0.1,0,0,0
17/05/2021,HORDS,0.05,0,0,0
17/05/2021,IIL,0.09,0,0,0
17/05/2021,DIGICUT,0.62,0,0,0
17/05/2021,TOTAL,,,2040993,9169180.21
18/05/2021,ACCESS,4.3,0,0,0
18/05/2021,ADB,5.06,0,0,0
18/05/2021,AGA,37,0,0,0
18/05/2021,ALW,0.1,0,0,0
18/05/2021,BOPP,2,0,0,0
18/05/2021,CAL,0.82,0,6369,5222.58
18/05/2021,CLYD,0.03,0,0,0
18/05/2021,CMLT,0.11,0,0,0
18/05/2021,CPC,0.03,0,0,0
18/05/2021,DASPHARMA,0.4,0,0,0
18/05/2021,EGH,7,0,6085,42595
18/05/2021,EGL,1.52,0,0,0
18/05/2021,ETI,0.07,0,5667,396.69
18/05/2021,FML,1.26,0,0,0
18/05/2021,GCB,5.08,0,1327,6741.16
18/05/2021,GGBL,1.29,0,0,0
18/05/2021,GOIL,1.51,0,10264,15498.64
18/05/2021,GSR,9.5,0,0,0
18/05/2021,MAC,5.98,0,0,0
18/05/2021,MLC,1.13,-0.01,794110,896904.39
18/05/2021,MTNGH,0.03,0,0,0
18/05/2021,PBC,0.45,0,0,0
18/05/2021,RBGH,18.2,0,2511,45700.2
18/05/2021,SCB,0.07,0,300,21
18/05/2021,SIC,0.84,0,513,430.92
18/05/2021,SOGEGH,0.05,0,0,0
18/05/2021,SWL,0.34,0,0,0
18/05/2021,TBL,3.25,0,12000,39000
18/05/2021,TOTAL,11.92,0,0,0
18/05/2021,TLW,3.25,0,0,0
18/05/2021,UNIL,0.41,0,0,0
18/05/2021,AADS,0.87,0,0,0
18/05/2021,SCB PREF,102.15,0,0,0
18/05/2021,GLD,0.55,0,0,0
18/05/2021,SAMBA,0.11,0,0,0
18/05/2021,MMH,0.1,0,0,0
18/05/2021,HORDS,0.05,0,0,0
18/05/2021,IIL,0.09,0,0,0
18/05/2021,DIGICUT,0.62,0,0,0
18/05/2021,TOTAL,,,839146,1052510.58
19/05/2021,ACCESS,4.3,0,0,0
19/05/2021,ADB,5.06,0,0,0
19/05/2021,AGA,37,0,0,0
19/05/2021,ALW,0.1,0,0,0
19/05/2021,BOPP,2,0,676000,1352000
19/05/2021,CAL,0.8,-0.02,600000,482000
19/05/2021,CLYD,0.03,0,0,0
19/05/2021,CMLT,0.11,0,0,0
19/05/2021,CPC,0.03,0,0,0
19/05/2021,DASPHARMA,0.4,0,0,0
19/05/2021,EGH,7,0,1000,7000
19/05/2021,EGL,1.52,0,0,0
19/05/2021,ETI,0.07,0,0,0
19/05/2021,FML,1.26,0,0,0
19/05/2021,GCB,5.2,0.12,86457,449436.4
19/05/2021,GGBL,1.29,0,0,0
19/05/2021,GOIL,1.51,0,177736,268381.36
19/05/2021,GSR,9.5,0,0,0
19/05/2021,MAC,5.98,0,0,0
19/05/2021,MLC,1.06,-0.07,3718833,3940368.47
19/05/2021,MTNGH,0.03,0,0,0
19/05/2021,PBC,0.45,0,0,0
19/05/2021,RBGH,18.2,0,1164,21184.8
19/05/2021,SCB,0.07,0,0,0
19/05/2021,SIC,0.84,0,4778,4013.52
19/05/2021,SOGEGH,0.05,0,0,0
19/05/2021,SWL,0.34,0,0,0
19/05/2021,TBL,3.25,0,0,0
19/05/2021,TOTAL,11.92,0,0,0
19/05/2021,TLW,3.3,0.05,84065,277414.5
19/05/2021,UNIL,0.41,0,0,0
19/05/2021,AADS,0.87,0,0,0
19/05/2021,SCB PREF,102.15,0,0,0
19/05/2021,GLD,0.55,0,0,0
19/05/2021,SAMBA,0.11,0,0,0
19/05/2021,MMH,0.1,0,0,0
19/05/2021,HORDS,0.05,0,0,0
19/05/2021,IIL,0.09,0,0,0
19/05/2021,DIGICUT,0.62,0,0,0
19/05/2021,TOTAL,,,5350033,6801799.05
20/05/2021,ACCESS,4.3,0,0,0
20/05/2021,ADB,5.06,0,0,0
20/05/2021,AGA,37,0,0,0
20/05/2021,ALW,0.1,0,0,0
20/05/2021,BOPP,2,0,2040,4080
20/05/2021,CAL,0.8,0,21050,16840
20/05/2021,CLYD,0.03,0,0,0
20/05/2021,CMLT,0.11,0,0,0
20/05/2021,CPC,0.03,0,26,0.78
20/05/2021,DASPHARMA,0.4,0,0,0
20/05/2021,EGH,7,0,912,6384
20/05/2021,EGL,1.52,0,500,760
20/05/2021,ETI,0.07,0,4253,297.71
20/05/2021,FML,1.26,0,0,0
20/05/2021,GCB,5.2,0,0,0
20/05/2021,GGBL,1.29,0,143,184.47
20/05/2021,GOIL,1.51,0,687000,1037370
20/05/2021,GSR,9.5,0,0,0
20/05/2021,MAC,5.98,0,0,0
20/05/2021,MLC,1.02,-0.04,2597992,2639755.55
20/05/2021,MTNGH,0.03,0,0,0
20/05/2021,PBC,0.45,0,0,0
20/05/2021,RBGH,18.2,0,0,0
20/05/2021,SCB,0.07,0,150,10.5
20/05/2021,SIC,0.84,0,0,0
20/05/2021,SOGEGH,0.05,0,0,0
20/05/2021,SWL,0.34,0,0,0
20/05/2021,TBL,3.25,0,0,0
20/05/2021,TOTAL,11.92,0,0,0
20/05/2021,TLW,3.3,0,51760,170808
20/05/2021,UNIL,0.41,0,0,0
20/05/2021,AADS,0.87,0,0,0
20/05/2021,SCB PREF,102.15,0,0,0
20/05/2021,GLD,0.55,0,0,0
20/05/2021,SAMBA,0.11,0,0,0
20/05/2021,MMH,0.1,0,0,0
20/05/2021,HORDS,0.05,0,0,0
20/05/2021,IIL,0.09,0,0,0
20/05/2021,DIGICUT,0.62,0,0,0
20/05/2021,TOTAL,,,3365826,3876491.01
21/05/2021,ACCESS,4.3,0,0,0
21/05/2021,ADB,5.06,0,0,0
21/05/2021,AGA,37,0,0,0
21/05/2021,ALW,0.1,0,0,0
21/05/2021,BOPP,2,0,900,1800
21/05/2021,CAL,0.8,0,10586,8468.8
21/05/2021,CLYD,0.03,0,0,0
21/05/2021,CMLT,0.11,0,0,0
21/05/2021,CPC,0.03,0,0,0
21/05/2021,DASPHARMA,0.4,0,0,0
21/05/2021,EGH,7,0,2088,14616
21/05/2021,EGL,1.52,0,420,638.4
21/05/2021,ETI,0.07,0,0,0
21/05/2021,FML,1.26,0,0,0
21/05/2021,GCB,5.2,0,0,0
21/05/2021,GGBL,1.29,0,2909,3752.61
21/05/2021,GOIL,1.51,0,189600,286296
21/05/2021,GSR,9.5,0,0,0
21/05/2021,MAC,5.98,0,0,0
21/05/2021,MTNGH,1,-0.02,3975000,3961499.06
21/05/2021,PBC,0.03,0,0,0
21/05/2021,RBGH,0.45,0,0,0
21/05/2021,SCB,18.2,0,0,0
21/05/2021,SIC,0.07,0,1800,126
21/05/2021,SOGEGH,0.84,0,5000,4200
21/05/2021,SWL,0.05,0,0,0
21/05/2021,TBL,0.34,0,0,0
21/05/2021,TOTAL,3.25,0,0,0
21/05/2021,TLW,11.92,0,0,0
21/05/2021,UNIL,3.3,0,0,0
21/05/2021,AADS,0.41,0,0,0
21/05/2021,SCB PREF,0.87,0,0,0
21/05/2021,GLD,102.15,0,0,0
21/05/2021,SAMBA,0.55,0,0,0
21/05/2021,MMH,0.11,0,0,0
21/05/2021,HORDS,0.1,0,0,0
21/05/2021,IIL,0.05,0,0,0
21/05/2021,DIGICUT,0.09,0,0,0
21/05/2021,POP,0.62,0,0,0
21/05/2021,TOTAL,,,4188303,4281396.87
25/05/2021,ACCESS,4.3,0,0,0
25/05/2021,ADB,5.06,0,0,0
25/05/2021,AGA,37,0,0,0
25/05/2021,ALW,0.1,0,52,5.2
25/05/2021,BOPP,2,0,0,0
25/05/2021,CAL,0.79,-0.01,19221,15186.8
25/05/2021,CLYD,0.03,0,0,0
25/05/2021,CMLT,0.11,0,0,0
25/05/2021,CPC,0.03,0,0,0
25/05/2021,DASPHARMA,0.4,0,0,0
25/05/2021,EGH,7,0,0,0
25/05/2021,EGL,1.52,0,0,0
25/05/2021,ETI,0.07,0,0,0
25/05/2021,FML,1.32,0,0,0
25/05/2021,GCB,5.22,0.02,11100,57942
25/05/2021,GGBL,1.29,0,0,0
25/05/2021,GOIL,1.51,0,0,0
25/05/2021,GSR,9.5,0,0,0
25/05/2021,MAC,5.98,0,0,0
25/05/2021,MTNGH,1,0,5639552,5637662.09
25/05/2021,PBC,0.03,0,0,0
25/05/2021,RBGH,0.45,0,0,0
25/05/2021,SCB,18.2,0,519,9445.8
25/05/2021,SIC,0.07,0,0,0
25/05/2021,SOGEGH,0.86,0,8213,7063.18
25/05/2021,SWL,0.05,0,0,0
25/05/2021,TBL,0.34,0,0,0
25/05/2021,TOTAL,3.27,0.02,70000,228900
25/05/2021,TLW,11.92,0,0,0
25/05/2021,UNIL,3.3,0,3017,9956.1
25/05/2021,AADS,0.41,0,0,0
25/05/2021,SCB PREF,0.87,0,0,0
25/05/2021,GLD,102.15,0,0,0
25/05/2021,SAMBA,0.55,0,0,0
25/05/2021,MMH,0.11,0,0,0
25/05/2021,HORDS,0.1,0,0,0
25/05/2021,IIL,0.05,0,0,0
25/05/2021,DIGICUT,0.09,0,0,0
25/05/2021,POP,0.62,0,0,0
25/05/2021,TOTAL,,,5751674,5966161.17
26/05/2021,ACCESS,4.3,0,0,0
26/05/2021,ADB,5.06,0,0,0
26/05/2021,AGA,37,0,0,0
26/05/2021,ALW,0.1,0,0,0
26/05/2021,BOPP,2,0,0,0
26/05/2021,CAL,0.72,-0.07,8630118,6214550.96
26/05/2021,CLYD,0.03,0,0,0
26/05/2021,CMLT,0.11,0,0,0
26/05/2021,CPC,0.03,0,0,0
26/05/2021,DASPHARMA,0.4,0,0,0
26/05/2021,EGH,7,0,37,259
26/05/2021,EGL,1.52,0,0,0
26/05/2021,ETI,0.07,0,0,0
26/05/2021,FML,1.32,0,0,0
26/05/2021,GCB,5.22,0,200,1044
26/05/2021,GGBL,1.29,0,0,0
26/05/2021,GOIL,1.55,0.04,3129,4849.95
26/05/2021,GSR,9.5,0,0,0
26/05/2021,MAC,5.98,0,0,0
26/05/2021,MTNGH,1,0,3549670,3549670
26/05/2021,PBC,0.03,0,0,0
26/05/2021,RBGH,0.45,0,0,0
26/05/2021,SCB,18.2,0,58,1056.18
26/05/2021,SIC,0.07,0,6500,455
26/05/2021,SOGEGH,0.86,0,0,0
26/05/2021,SWL,0.05,0,0,0
26/05/2021,TBL,0.34,0,0,0
26/05/2021,TOTAL,3.27,0,9481,31002.87
26/05/2021,TLW,11.92,0,0,0
26/05/2021,UNIL,3.3,0,150,495
26/05/2021,AADS,0.41,0,0,0
26/05/2021,SCB PREF,0.87,0,0,0
26/05/2021,GLD,102.15,0,0,0
26/05/2021,SAMBA,0.55,0,0,0
26/05/2021,MMH,0.11,0,0,0
26/05/2021,HORDS,0.1,0,0,0
26/05/2021,IIL,0.05,0,0,0
26/05/2021,DIGICUT,0.09,0,0,0
26/05/2021,POP,0.62,0,0,0
26/05/2021,TOTAL,,,12199343,9803382.96
27/05/2021,ACCESS,4.3,0,0,0
27/05/2021,ADB,5.06,0,0,0
27/05/2021,AGA,37,0,0,0
27/05/2021,ALW,0.1,0,0,0
27/05/2021,BOPP,2,0,80,162.4
27/05/2021,CAL,0.73,0.01,955330,701353.52
27/05/2021,CLYD,0.03,0,0,0
27/05/2021,CMLT,0.11,0,0,0
27/05/2021,CPC,0.03,0,0,0
27/05/2021,DASPHARMA,0.4,0,0,0
27/05/2021,EGH,7,0,1004,7028
27/05/2021,EGL,1.52,0,0,0
27/05/2021,ETI,0.07,0,0,0
27/05/2021,FML,1.32,0,16547,21842.04
27/05/2021,GCB,5.22,0,543,2834.46
27/05/2021,GGBL,1.29,0,0,0
27/05/2021,GOIL,1.55,0,0,0
27/05/2021,GSR,9.5,0,0,0
27/05/2021,MAC,5.98,0,0,0
27/05/2021,MTNGH,1,0,11932,11932
27/05/2021,PBC,0.03,0,0,0
27/05/2021,RBGH,0.45,0,0,0
27/05/2021,SCB,18.24,0.04,1342,24472.81
27/05/2021,SIC,0.07,0,0,0
27/05/2021,SOGEGH,0.87,0.01,254880,221745.6
27/05/2021,SWL,0.05,0,0,0
27/05/2021,TBL,0.34,0,0,0
27/05/2021,TOTAL,3.27,0,169,552.63
27/05/2021,TLW,11.92,0,0,0
27/05/2021,UNIL,3.3,0,482650,1592745
27/05/2021,AADS,0.41,0,0,0
27/05/2021,SCB PREF,0.87,0,0,0
27/05/2021,GLD,102.15,0,0,0
27/05/2021,SAMBA,0.55,0,0,0
27/05/2021,MMH,0.11,0,0,0
27/05/2021,HORDS,0.1,0,0,0
27/05/2021,IIL,0.05,0,1000,50
27/05/2021,DIGICUT,0.09,0,0,0
27/05/2021,POP,0.62,0,0,0
27/05/2021,TOTAL,,,1725477,2584718.46
28/05/2021,ACCESS,4.3,0,45,180
28/05/2021,ADB,5.06,0,0,0
28/05/2021,AGA,37,0,0,0
28/05/2021,ALW,0.1,0,10,1
28/05/2021,BOPP,2,0,0,0
28/05/2021,CAL,0.73,0,0,0
28/05/2021,CLYD,0.03,0,0,0
28/05/2021,CMLT,0.11,0,0,0
28/05/2021,CPC,0.03,0,0,0
28/05/2021,DASPHARMA,0.4,0,0,0
28/05/2021,EGH,7,0,0,0
28/05/2021,EGL,1.53,0.01,85490,130799.7
28/05/2021,ETI,0.07,0,0,0
28/05/2021,FML,1.32,0,0,0
28/05/2021,GCB,5.22,0,0,0
28/05/2021,GGBL,1.29,0,454,585.66
28/05/2021,GOIL,1.55,0,44000,68200
28/05/2021,GSR,9.5,0,0,0
28/05/2021,MAC,5.98,0,0,0
28/05/2021,MTNGH,1,0,376820,376820
28/05/2021,PBC,0.03,0,0,0
28/05/2021,RBGH,0.45,0,0,0
28/05/2021,SCB,18.5,0.26,3757,69442.82
28/05/2021,SIC,0.07,0,0,0
28/05/2021,SOGEGH,0.87,0,1283,1116.21
28/05/2021,SWL,0.05,0,0,0
28/05/2021,TBL,0.34,0,0,0
28/05/2021,TOTAL,3.27,0,300,981
28/05/2021,TLW,11.92,0,0,0
28/05/2021,UNIL,3.3,0,2887,9527.1
28/05/2021,AADS,0.41,0,0,0
28/05/2021,SCB PREF,0.87,0,0,0
28/05/2021,GLD,102.15,0,0,0
28/05/2021,SAMBA,0.55,0,0,0
28/05/2021,MMH,0.11,0,0,0
28/05/2021,HORDS,0.1,0,0,0
28/05/2021,IIL,0.05,0,0,0
28/05/2021,DIGICUT,0.09,0,0,0
28/05/2021,POP,0.65,0.03,301068,195694.2
28/05/2021,TOTAL,,,816114,853347.69
31/05/2021,ACCESS,4.3,0,0,0
31/05/2021,ADB,5.06,0,0,0
31/05/2021,AGA,37,0,0,0
31/05/2021,ALW,0.1,0,0,0
31/05/2021,BOPP,2,0,0,0
31/05/2021,CAL,0.73,0,20000,14600
31/05/2021,CLYD,0.03,0,0,0
31/05/2021,CMLT,0.11,0,0,0
31/05/2021,CPC,0.03,0,0,0
31/05/2021,DASPHARMA,0.4,0,0,0
31/05/2021,EGH,7,0,454,3178
31/05/2021,EGL,1.53,0,0,0
31/05/2021,ETI,0.07,0,0,0
31/05/2021,FML,1.32,0,0,0
31/05/2021,GCB,5.22,0,17423,90948.06
31/05/2021,GGBL,1.29,0,0,0
31/05/2021,GOIL,1.55,0,4500,6975
31/05/2021,GSR,9.5,0,0,0
31/05/2021,MAC,5.98,0,0,0
31/05/2021,MLC,1,0,200,200
31/05/2021,MTNGH,0.03,0,0,0
31/05/2021,PBC,0.45,0,0,0
31/05/2021,RBGH,18.5,0,0,0
31/05/2021,SCB,0.07,0,0,0
31/05/2021,SIC,0.87,0,0,0
31/05/2021,SOGEGH,0.05,0,0,0
31/05/2021,SWL,0.34,0,0,0
31/05/2021,TBL,3.27,0,5730,18737.1
31/05/2021,TOTAL,11.92,0,0,0
31/05/2021,TLW,3.3,0,0,0
31/05/2021,UNIL,0.41,0,4424,1813.84
31/05/2021,AADS,0.87,0,0,0
31/05/2021,SCB PREF,102.15,0,0,0
31/05/2021,GLD,0.55,0,0,0
31/05/2021,SAMBA,0.11,0,0,0
31/05/2021,MMH,0.1,0,0,0
31/05/2021,HORDS,0.05,0,0,0
31/05/2021,IIL,0.09,0,0,0
31/05/2021,DIGICUT,0.65,0,0,0
31/05/2021,TOTAL,,,52731,136452
01/06/2021,ACCESS,4.3,0,0,0
01/06/2021,ADB,5.06,0,0,0
01/06/2021,AGA,37,0,0,0
01/06/2021,ALW,0.1,0,0,0
01/06/2021,BOPP,2,0,0,0
01/06/2021,CAL,0.73,0,601,438.73
01/06/2021,CLYD,0.03,0,0,0
01/06/2021,CMLT,0.11,0,0,0
01/06/2021,CPC,0.03,0,0,0
01/06/2021,DASPHARMA,0.4,0,0,0
01/06/2021,EGH,7,0,528,3696
01/06/2021,EGL,1.53,0,0,0
01/06/2021,ETI,0.07,0,0,0
01/06/2021,FML,1.32,0,0,0
01/06/2021,GCB,5.22,0,0,0
01/06/2021,GGBL,1.29,0,0,0
01/06/2021,GOIL,1.55,0,300,465
01/06/2021,GSR,9.5,0,0,0
01/06/2021,MAC,5.98,0,0,0
01/06/2021,MLC,1,0,0,0
01/06/2021,MTNGH,0.03,0,0,0
01/06/2021,PBC,0.45,0,0,0
01/06/2021,RBGH,18.5,0,0,0
01/06/2021,SCB,0.07,0,2000,140
01/06/2021,SIC,0.87,0,52200,45414
01/06/2021,SOGEGH,0.05,0,0,0
01/06/2021,SWL,0.34,0,0,0
01/06/2021,TBL,3.3,0.03,6500,21450
01/06/2021,TOTAL,11.92,0,0,0
01/06/2021,TLW,3.3,0,0,0
01/06/2021,UNIL,0.41,0,0,0
01/06/2021,AADS,0.87,0,0,0
01/06/2021,SCB PREF,102.15,0,0,0
01/06/2021,GLD,0.55,0,0,0
01/06/2021,SAMBA,0.11,0,0,0
01/06/2021,MMH,0.1,0,0,0
01/06/2021,HORDS,0.05,0,0,0
01/06/2021,IIL,0.09,0,0,0
01/06/2021,DIGICUT,0.65,0,0,0
01/06/2021,TOTAL,,,62129,71603.73
02/06/2021,ACCESS,4.3,0,0,0
02/06/2021,ADB,5.06,0,0,0
02/06/2021,AGA,37,0,0,0
02/06/2021,ALW,0.1,0,0,0
02/06/2021,BOPP,2,0,0,0
02/06/2021,CAL,0.73,0,0,0
02/06/2021,CLYD,0.03,0,0,0
02/06/2021,CMLT,0.11,0,0,0
02/06/2021,CPC,0.03,0,0,0
02/06/2021,DASPHARMA,0.4,0,1946,778.4
02/06/2021,EGH,7,0,72630,508410
02/06/2021,EGL,1.53,0,0,0
02/06/2021,ETI,0.07,0,200,14
02/06/2021,FML,1.32,0,0,0
02/06/2021,GCB,5.22,0,146,762.12
02/06/2021,GGBL,1.29,0,0,0
02/06/2021,GOIL,1.55,0,435,674.25
02/06/2021,GSR,9.5,0,0,0
02/06/2021,MAC,5.98,0,0,0
02/06/2021,MLC,1.1,0.1,2022092,2222791.1
02/06/2021,MTNGH,0.03,0,0,0
02/06/2021,PBC,0.45,0,0,0
02/06/2021,RBGH,18.5,0,421,7788.5
02/06/2021,SCB,0.07,0,0,0
02/06/2021,SIC,0.87,0,373,324.51
02/06/2021,SOGEGH,0.05,0,0,0
02/06/2021,SWL,0.34,0,0,0
02/06/2021,TBL,3.3,0,0,0
02/06/2021,TOTAL,11.92,0,0,0
02/06/2021,TLW,3.3,0,0,0
02/06/2021,UNIL,0.41,0,0,0
02/06/2021,AADS,0.87,0,0,0
02/06/2021,SCB PREF,102.15,0,0,0
02/06/2021,GLD,0.55,0,0,0
02/06/2021,SAMBA,0.11,0,0,0
02/06/2021,MMH,0.1,0,0,0
02/06/2021,HORDS,0.05,0,0,0
02/06/2021,IIL,0.09,0,20100,1809
02/06/2021,DIGICUT,0.65,0,0,0
02/06/2021,TOTAL,,,2118343,2743351.88
03/06/2021,ACCESS,4.3,0,0,0
03/06/2021,ADB,5.06,0,0,0
03/06/2021,AGA,37,0,0,0
03/06/2021,ALW,0.1,0,0,0
03/06/2021,BOPP,2,0,0,0
03/06/2021,CAL,0.73,0,13685,9990.05
